time	V(n002)	V(n003)	I(C1)	I(V2)	I(V1)
7.803454509703442e-01	-9.441257e-01	5.587430e-02	2.069548e+01	-2.069548e+01	-2.069548e+01
7.813220134703442e-01	-9.221385e-01	7.786147e-02	2.429187e+01	-2.429187e+01	-2.429187e+01
7.822985759703442e-01	-8.966807e-01	1.033194e-01	2.779683e+01	-2.779683e+01	-2.779683e+01
7.832751384703442e-01	-8.678479e-01	1.321521e-01	3.119717e+01	-3.119717e+01	-3.119717e+01
7.842517009703442e-01	-8.357487e-01	1.642513e-01	3.448009e+01	-3.448009e+01	-3.448009e+01
7.852282634703442e-01	-8.005039e-01	1.994961e-01	3.763323e+01	-3.763323e+01	-3.763323e+01
7.862048259703442e-01	-7.622463e-01	2.377537e-01	4.064473e+01	-4.064473e+01	-4.064473e+01
7.871813884703442e-01	-7.211197e-01	2.788803e-01	4.350326e+01	-4.350326e+01	-4.350326e+01
7.881579509703442e-01	-6.772790e-01	3.227210e-01	4.619805e+01	-4.619805e+01	-4.619805e+01
7.891345134703442e-01	-6.308891e-01	3.691109e-01	4.871896e+01	-4.871896e+01	-4.871896e+01
7.901110759703442e-01	-5.821248e-01	4.178752e-01	5.105650e+01	-5.105650e+01	-5.105650e+01
7.920642009703442e-01	-4.782149e-01	5.217851e-01	5.514701e+01	-5.514701e+01	-5.514701e+01
7.940173259703442e-01	-3.671122e-01	6.328878e-01	5.840806e+01	-5.840806e+01	-5.840806e+01
7.959704509703442e-01	-2.504877e-01	7.495123e-01	6.079060e+01	-6.079060e+01	-6.079060e+01
7.979235759703442e-01	-1.300958e-01	8.699042e-01	6.225879e+01	-6.225879e+01	-6.225879e+01
7.998767009703442e-01	-7.747029e-03	9.922529e-01	6.279055e+01	-6.279055e+01	-6.279055e+01
8.018298259703442e-01	1.147182e-01	1.114718e+00	6.237788e+01	-6.237788e+01	-6.237788e+01
8.037829509703442e-01	2.354580e-01	1.235458e+00	6.102699e+01	-6.102699e+01	-6.102699e+01
8.057360759703442e-01	3.526563e-01	1.352656e+00	5.875821e+01	-5.875821e+01	-5.875821e+01
8.076892009703442e-01	4.645503e-01	1.464550e+00	5.560563e+01	-5.560563e+01	-5.560563e+01
8.096423259703442e-01	5.694571e-01	1.569457e+00	5.161671e+01	-5.161671e+01	-5.161671e+01
8.115954509703442e-01	6.657986e-01	1.665799e+00	4.685141e+01	-4.685141e+01	-4.685141e+01
8.135485759703442e-01	7.521260e-01	1.752126e+00	4.138143e+01	-4.138143e+01	-4.138143e+01
8.155017009703442e-01	8.271406e-01	1.827141e+00	3.528903e+01	-3.528903e+01	-3.528903e+01
8.174548259703442e-01	8.897144e-01	1.889714e+00	2.866586e+01	-2.866586e+01	-2.866586e+01
8.194079509703442e-01	9.389059e-01	1.938906e+00	2.161152e+01	-2.161152e+01	-2.161152e+01
8.213610759703442e-01	9.739755e-01	1.973975e+00	1.423212e+01	-1.423212e+01	-1.423212e+01
8.233142009703442e-01	9.943955e-01	1.994395e+00	6.638662e+00	-6.638662e+00	-6.638662e+00
8.252673259703442e-01	9.998589e-01	1.999859e+00	-1.054649e+00	1.054649e+00	1.054649e+00
8.272204509703442e-01	9.902835e-01	1.990284e+00	-8.732098e+00	8.732098e+00	8.732098e+00
8.291735759703442e-01	9.658134e-01	1.965813e+00	-1.627821e+01	1.627821e+01	1.627821e+01
8.311267009703442e-01	9.268165e-01	1.926816e+00	-2.357948e+01	2.357948e+01	2.357948e+01
8.330798259703442e-01	8.738794e-01	1.873879e+00	-3.052609e+01	3.052609e+01	3.052609e+01
8.350329509703442e-01	8.077983e-01	1.807798e+00	-3.701357e+01	3.701357e+01	3.701357e+01
8.369860759703442e-01	7.295672e-01	1.729567e+00	-4.294431e+01	4.294431e+01	4.294431e+01
8.389392009703442e-01	6.403628e-01	1.640363e+00	-4.822915e+01	4.822915e+01	4.822915e+01
8.408923259703442e-01	5.415267e-01	1.541527e+00	-5.278857e+01	5.278857e+01	5.278857e+01
8.428454509703442e-01	4.345455e-01	1.434546e+00	-5.655400e+01	5.655400e+01	5.655400e+01
8.447985759703442e-01	3.210284e-01	1.321028e+00	-5.946880e+01	5.946880e+01	5.946880e+01
8.467517009703442e-01	2.026826e-01	1.202683e+00	-6.148914e+01	6.148914e+01	6.148914e+01
8.487048259703442e-01	8.128840e-02	1.081288e+00	-6.258463e+01	6.258463e+01	6.258463e+01
8.506579509703442e-01	-4.132850e-02	9.586715e-01	-6.273878e+01	6.273878e+01	6.273878e+01
8.526110759703442e-01	-1.633238e-01	8.366762e-01	-6.194929e+01	6.194929e+01	6.194929e+01
8.545642009703442e-01	-2.828625e-01	7.171375e-01	-6.022802e+01	6.022802e+01	6.022802e+01
8.565173259703442e-01	-3.981467e-01	6.018533e-01	-5.760086e+01	5.760086e+01	5.760086e+01
8.584704509703442e-01	-5.074425e-01	4.925575e-01	-5.410734e+01	5.410734e+01	5.410734e+01
8.604235759703442e-01	-6.091058e-01	3.908942e-01	-4.979999e+01	4.979999e+01	4.979999e+01
8.614001384703442e-01	-6.565923e-01	3.434077e-01	-4.736092e+01	4.736092e+01	4.736092e+01
8.623767009703442e-01	-7.016076e-01	2.983924e-01	-4.474360e+01	4.474360e+01	4.474360e+01
8.633532634703442e-01	-7.439821e-01	2.560178e-01	-4.195787e+01	4.195787e+01	4.195787e+01
8.643298259703442e-01	-7.835566e-01	2.164434e-01	-3.901423e+01	3.901423e+01	3.901423e+01
8.653063884703442e-01	-8.201818e-01	1.798182e-01	-3.592374e+01	3.592374e+01	3.592374e+01
8.662829509703442e-01	-8.537201e-01	1.462799e-01	-3.269804e+01	3.269804e+01	3.269804e+01
8.672595134703442e-01	-8.840452e-01	1.159548e-01	-2.934928e+01	2.934928e+01	2.934928e+01
8.682360759703442e-01	-9.110429e-01	8.895709e-02	-2.589005e+01	2.589005e+01	2.589005e+01
8.692126384703442e-01	-9.346117e-01	6.538833e-02	-2.233337e+01	2.233337e+01	2.233337e+01
8.701892009703442e-01	-9.546628e-01	4.533723e-02	-1.869264e+01	1.869264e+01	1.869264e+01
8.711657634703442e-01	-9.711207e-01	2.887926e-02	-1.498156e+01	1.498156e+01	1.498156e+01
8.721423259703442e-01	-9.839236e-01	1.607637e-02	-1.121408e+01	1.121408e+01	1.121408e+01
8.731188884703442e-01	-9.930233e-01	6.976751e-03	-7.404404e+00	7.404404e+00	7.404404e+00
8.740954509703442e-01	-9.983854e-01	1.614645e-03	-3.566855e+00	3.566855e+00	3.566855e+00
8.750720134703442e-01	-9.999897e-01	1.023662e-05	2.841185e-01	-2.841185e-01	-2.841185e-01
8.760485759703442e-01	-9.978305e-01	2.169564e-03	4.134023e+00	-4.134023e+00	-4.134023e+00
8.770251384703442e-01	-9.919155e-01	8.084499e-03	7.968367e+00	-7.968367e+00	-7.968367e+00
8.780017009703442e-01	-9.822672e-01	1.773278e-02	1.177272e+01	-1.177272e+01	-1.177272e+01
8.789782634703442e-01	-9.689219e-01	3.107809e-02	1.553276e+01	-1.553276e+01	-1.553276e+01
8.799548259703442e-01	-9.519298e-01	4.807021e-02	1.923435e+01	-1.923435e+01	-1.923435e+01
8.809313884703442e-01	-9.313548e-01	6.864518e-02	2.286353e+01	-2.286353e+01	-2.286353e+01
8.819079509703442e-01	-9.072744e-01	9.272555e-02	2.640667e+01	-2.640667e+01	-2.640667e+01
8.828845134703442e-01	-8.797793e-01	1.202207e-01	2.985041e+01	-2.985041e+01	-2.985041e+01
8.838610759703442e-01	-8.489729e-01	1.510271e-01	3.318181e+01	-3.318181e+01	-3.318181e+01
8.848376384703442e-01	-8.149711e-01	1.850289e-01	3.638832e+01	-3.638832e+01	-3.638832e+01
8.858142009703442e-01	-7.779019e-01	2.220981e-01	3.945787e+01	-3.945787e+01	-3.945787e+01
8.867907634703442e-01	-7.379049e-01	2.620951e-01	4.237891e+01	-4.237891e+01	-4.237891e+01
8.877673259703442e-01	-6.951306e-01	3.048694e-01	4.514044e+01	-4.514044e+01	-4.514044e+01
8.887438884703442e-01	-6.497400e-01	3.502600e-01	4.773208e+01	-4.773208e+01	-4.773208e+01
8.897204509703442e-01	-6.019039e-01	3.980961e-01	5.014406e+01	-5.014406e+01	-5.014406e+01
8.916735759703442e-01	-4.996240e-01	5.003760e-01	5.439347e+01	-5.439347e+01	-5.439347e+01
8.936267009703442e-01	-3.898293e-01	6.101707e-01	5.782475e+01	-5.782475e+01	-5.782475e+01
8.955798259703442e-01	-2.741711e-01	7.258288e-01	6.038629e+01	-6.038629e+01	-6.038629e+01
8.975329509703442e-01	-1.543892e-01	8.456107e-01	6.203956e+01	-6.203956e+01	-6.203956e+01
8.994860759703442e-01	-3.228519e-02	9.677148e-01	6.275970e+01	-6.275970e+01	-6.275970e+01
9.014392009703442e-01	9.030447e-02	1.090304e+00	6.253588e+01	-6.253588e+01	-6.253588e+01
9.033923259703442e-01	2.115359e-01	1.211536e+00	6.137146e+01	-6.137146e+01	-6.137146e+01
9.053454509703442e-01	3.295856e-01	1.329586e+00	5.928395e+01	-5.928395e+01	-5.928395e+01
9.072985759703442e-01	4.426780e-01	1.442678e+00	5.630476e+01	-5.630476e+01	-5.630476e+01
9.092517009703442e-01	5.491121e-01	1.549112e+00	5.247869e+01	-5.247869e+01	-5.247869e+01
9.112048259703442e-01	6.472871e-01	1.647287e+00	4.786330e+01	-4.786330e+01	-4.786330e+01
9.131579509703442e-01	7.357263e-01	1.735726e+00	4.252800e+01	-4.252800e+01	-4.252800e+01
9.151110759703442e-01	8.130995e-01	1.813100e+00	3.655303e+01	-3.655303e+01	-3.655303e+01
9.170642009703442e-01	8.782429e-01	1.878243e+00	3.002827e+01	-3.002827e+01	-3.002827e+01
9.190173259703442e-01	9.301767e-01	1.930177e+00	2.305187e+01	-2.305187e+01	-2.305187e+01
9.209704509703442e-01	9.681197e-01	1.968120e+00	1.572874e+01	-1.572874e+01	-1.572874e+01
9.229235759703442e-01	9.915015e-01	1.991501e+00	8.169030e+00	-8.169030e+00	-8.169030e+00
9.248767009703442e-01	9.999700e-01	1.999970e+00	4.864548e-01	-4.864548e-01	-4.864548e-01
9.268298259703442e-01	9.933981e-01	1.993398e+00	-7.203437e+00	7.203437e+00	7.203437e+00
9.287829509703442e-01	9.718845e-01	1.971884e+00	-1.478498e+01	1.478498e+01	1.478498e+01
9.307360759703442e-01	9.357529e-01	1.935753e+00	-2.214415e+01	2.214415e+01	2.214415e+01
9.326892009703442e-01	8.855467e-01	1.885547e+00	-2.917025e+01	2.917025e+01	2.917025e+01
9.346423259703442e-01	8.220211e-01	1.822021e+00	-3.575760e+01	3.575760e+01	3.575760e+01
9.365954509703442e-01	7.461315e-01	1.746131e+00	-4.180712e+01	4.180712e+01	4.180712e+01
9.385485759703442e-01	6.590194e-01	1.659019e+00	-4.722782e+01	4.722782e+01	4.722782e+01
9.405017009703442e-01	5.619950e-01	1.561995e+00	-5.193818e+01	5.193818e+01	5.193818e+01
9.424548259703442e-01	4.565177e-01	1.456518e+00	-5.586733e+01	5.586733e+01	5.586733e+01
9.444079509703442e-01	3.441739e-01	1.344174e+00	-5.895619e+01	5.895619e+01	5.895619e+01
9.463610759703442e-01	2.266535e-01	1.226653e+00	-6.115829e+01	6.115829e+01	6.115829e+01
9.483142009703442e-01	1.057239e-01	1.105724e+00	-6.244051e+01	6.244051e+01	6.244051e+01
9.502673259703442e-01	-1.679580e-02	9.832042e-01	-6.278358e+01	6.278358e+01	6.278358e+01
9.522204509703442e-01	-1.390629e-01	8.609371e-01	-6.218232e+01	6.218232e+01	6.218232e+01
9.541735759703442e-01	-2.592384e-01	7.407616e-01	-6.064577e+01	6.064577e+01	6.064577e+01
9.561267009703442e-01	-3.755146e-01	6.244854e-01	-5.819706e+01	5.819706e+01	5.819706e+01
9.580798259703442e-01	-4.861428e-01	5.138572e-01	-5.487301e+01	5.487301e+01	5.487301e+01
9.600329509703442e-01	-5.894589e-01	4.105411e-01	-5.072363e+01	5.072363e+01	5.072363e+01
9.610095134703442e-01	-6.378844e-01	3.621156e-01	-4.835847e+01	4.835847e+01	4.835847e+01
9.619860759703442e-01	-6.839091e-01	3.160909e-01	-4.581130e+01	4.581130e+01	4.581130e+01
9.629626384703442e-01	-7.273597e-01	2.726403e-01	-4.309171e+01	4.309171e+01	4.309171e+01
9.639392009703442e-01	-7.680726e-01	2.319274e-01	-4.020994e+01	4.020994e+01	4.020994e+01
9.649157634703442e-01	-8.058947e-01	1.941053e-01	-3.717682e+01	3.717682e+01	3.717682e+01
9.658923259703442e-01	-8.406836e-01	1.593164e-01	-3.400378e+01	3.400378e+01	3.400378e+01
9.668688884703442e-01	-8.723083e-01	1.276917e-01	-3.070275e+01	3.070275e+01	3.070275e+01
9.678454509703442e-01	-9.006499e-01	9.935012e-02	-2.728617e+01	2.728617e+01	2.728617e+01
9.688220134703442e-01	-9.256016e-01	7.439839e-02	-2.376689e+01	2.376689e+01	2.376689e+01
9.697985759703442e-01	-9.470696e-01	5.293041e-02	-2.015815e+01	2.015815e+01	2.015815e+01
9.707751384703442e-01	-9.649730e-01	3.502700e-02	-1.647355e+01	1.647355e+01	1.647355e+01
9.717517009703442e-01	-9.792445e-01	2.075552e-02	-1.272694e+01	1.272694e+01	1.272694e+01
9.727282634703442e-01	-9.898303e-01	1.016970e-02	-8.932426e+00	8.932426e+00	8.932426e+00
9.737048259703442e-01	-9.966906e-01	3.309377e-03	-5.104296e+00	5.104296e+00	5.104296e+00
9.746813884703442e-01	-9.997996e-01	2.003725e-04	-1.256955e+00	1.256955e+00	1.256955e+00
9.756579509703442e-01	-9.991456e-01	8.543876e-04	2.595117e+00	-2.595117e+00	-2.595117e+00
9.766345134703442e-01	-9.947310e-01	5.268961e-03	6.437422e+00	-6.437422e+00	-6.437422e+00
9.776110759703442e-01	-9.865725e-01	1.342748e-02	1.025550e+01	-1.025550e+01	-1.025550e+01
9.785876384703442e-01	-9.747007e-01	2.529923e-02	1.403497e+01	-1.403497e+01	-1.403497e+01
9.795642009703442e-01	-9.591604e-01	4.083954e-02	1.776163e+01	-1.776163e+01	-1.776163e+01
9.805407634703442e-01	-9.400101e-01	5.998991e-02	2.142143e+01	-2.142143e+01	-2.142143e+01
9.815173259703442e-01	-9.173217e-01	8.267827e-02	2.500060e+01	-2.500060e+01	-2.500060e+01
9.824938884703442e-01	-8.911808e-01	1.088192e-01	2.848568e+01	-2.848568e+01	-2.848568e+01
9.834704509703442e-01	-8.616856e-01	1.383144e-01	3.186355e+01	-3.186355e+01	-3.186355e+01
9.844470134703442e-01	-8.289473e-01	1.710527e-01	3.512149e+01	-3.512149e+01	-3.512149e+01
9.854235759703442e-01	-7.930890e-01	2.069110e-01	3.824723e+01	-3.824723e+01	-3.824723e+01
9.864001384703442e-01	-7.542456e-01	2.457543e-01	4.122903e+01	-4.122903e+01	-4.122903e+01
9.873767009703442e-01	-7.125635e-01	2.874365e-01	4.405565e+01	-4.405565e+01	-4.405565e+01
9.883532634703442e-01	-6.681995e-01	3.318005e-01	4.671645e+01	-4.671645e+01	-4.671645e+01
9.893298259703442e-01	-6.213205e-01	3.786795e-01	4.920142e+01	-4.920142e+01	-4.920142e+01
9.912829509703442e-01	-5.207322e-01	4.792678e-01	5.360716e+01	-5.360716e+01	-5.360716e+01
9.932360759703442e-01	-4.123116e-01	5.876884e-01	5.720660e+01	-5.720660e+01	-5.720660e+01
9.951892009703442e-01	-2.976894e-01	7.023106e-01	5.994560e+01	-5.994560e+01	-5.994560e+01
9.971423259703442e-01	-1.785897e-01	8.214102e-01	6.178296e+01	-6.178296e+01	-6.178296e+01
9.990954509703442e-01	-5.680390e-02	9.431961e-01	6.269395e+01	-6.269395e+01	-6.269395e+01
1.000000000000000e+00	-2.449294e-15	1.000000e+00	6.285658e+01	-6.285658e+01	-6.285658e+01
