time	V(n001)	V(n003)	I(C2)	I(C1)	I(I1)	I(V1)
8.496813884703442e-01	2.001762e-02	9.999391e-03	-3.138993e+01	-3.138993e+01	1.000000e+00	3.038993e+01
8.516345134703442e-01	-1.025191e-01	-5.121130e-02	-3.123079e+01	-3.123079e+01	1.000000e+00	3.023079e+01
8.535876384703442e-01	-2.235138e-01	-1.116517e-01	-3.060192e+01	-3.060192e+01	1.000000e+00	2.960192e+01
8.555407634703442e-01	-3.411466e-01	-1.704128e-01	-2.951276e+01	-2.951276e+01	1.000000e+00	2.851276e+01
8.574938884703442e-01	-4.536483e-01	-2.266107e-01	-2.797971e+01	-2.797971e+01	1.000000e+00	2.697971e+01
8.594470134703442e-01	-5.593267e-01	-2.794002e-01	-2.602581e+01	-2.602581e+01	1.000000e+00	2.502581e+01
8.614001384703442e-01	-6.565923e-01	-3.279873e-01	-2.368046e+01	-2.368046e+01	1.000000e+00	2.268046e+01
8.633532634703442e-01	-7.439821e-01	-3.716410e-01	-2.097894e+01	-2.097894e+01	1.000000e+00	1.997894e+01
8.653063884703442e-01	-8.201818e-01	-4.097050e-01	-1.796187e+01	-1.796187e+01	1.000000e+00	1.696187e+01
8.672595134703442e-01	-8.840452e-01	-4.416067e-01	-1.467464e+01	-1.467464e+01	1.000000e+00	1.367464e+01
8.692126384703442e-01	-9.346117e-01	-4.668661e-01	-1.116669e+01	-1.116669e+01	1.000000e+00	1.016669e+01
8.711657634703442e-01	-9.711207e-01	-4.851035e-01	-7.490778e+00	-7.490778e+00	1.000000e+00	6.490778e+00
8.731188884703442e-01	-9.930233e-01	-4.960445e-01	-3.702202e+00	-3.702202e+00	1.000000e+00	2.702202e+00
8.740954509703442e-01	-9.983854e-01	-4.987230e-01	-1.783428e+00	-1.783428e+00	1.000000e+00	7.834275e-01
8.760485759703442e-01	-9.978305e-01	-4.984458e-01	2.067011e+00	2.067011e+00	1.000000e+00	-3.067011e+00
8.780017009703442e-01	-9.822672e-01	-4.906715e-01	5.886360e+00	5.886360e+00	1.000000e+00	-6.886360e+00
8.799548259703442e-01	-9.519298e-01	-4.755170e-01	9.617173e+00	9.617173e+00	1.000000e+00	-1.061717e+01
8.819079509703442e-01	-9.072744e-01	-4.532104e-01	1.320333e+01	1.320333e+01	1.000000e+00	-1.420333e+01
8.838610759703442e-01	-8.489729e-01	-4.240870e-01	1.659090e+01	1.659090e+01	1.000000e+00	-1.759090e+01
8.858142009703442e-01	-7.779019e-01	-3.885850e-01	1.972894e+01	1.972894e+01	1.000000e+00	-2.072894e+01
8.877673259703442e-01	-6.951306e-01	-3.472382e-01	2.257022e+01	2.257022e+01	1.000000e+00	-2.357022e+01
8.897204509703442e-01	-6.019039e-01	-3.006688e-01	2.507203e+01	2.507203e+01	1.000000e+00	-2.607203e+01
8.916735759703442e-01	-4.996240e-01	-2.495769e-01	2.719673e+01	2.719673e+01	1.000000e+00	-2.819673e+01
8.936267009703442e-01	-3.898293e-01	-1.947312e-01	2.891237e+01	2.891237e+01	1.000000e+00	-2.991237e+01
8.955798259703442e-01	-2.741711e-01	-1.369566e-01	3.019314e+01	3.019314e+01	1.000000e+00	-3.119314e+01
8.975329509703442e-01	-1.543892e-01	-7.712199e-02	3.101978e+01	3.101978e+01	1.000000e+00	-3.201978e+01
8.994860759703442e-01	-3.228519e-02	-1.612740e-02	3.137985e+01	3.137985e+01	1.000000e+00	-3.237985e+01
9.014392009703442e-01	9.030447e-02	4.510975e-02	3.126794e+01	3.126794e+01	1.000000e+00	-3.226794e+01
9.033923259703442e-01	2.115359e-01	1.056684e-01	3.068573e+01	3.068573e+01	1.000000e+00	-3.168573e+01
9.053454509703442e-01	3.295856e-01	1.646377e-01	2.964198e+01	2.964198e+01	1.000000e+00	-3.064198e+01
9.072985759703442e-01	4.426780e-01	2.211307e-01	2.815238e+01	2.815238e+01	1.000000e+00	-2.915238e+01
9.092517009703442e-01	5.491121e-01	2.742977e-01	2.623935e+01	2.623935e+01	1.000000e+00	-2.723935e+01
9.112048259703442e-01	6.472871e-01	3.233390e-01	2.393165e+01	2.393165e+01	1.000000e+00	-2.493165e+01
9.131579509703442e-01	7.357263e-01	3.675170e-01	2.126400e+01	2.126400e+01	1.000000e+00	-2.226400e+01
9.151110759703442e-01	8.130995e-01	4.061672e-01	1.827652e+01	1.827652e+01	1.000000e+00	-1.927652e+01
9.170642009703442e-01	8.782429e-01	4.387082e-01	1.501414e+01	1.501414e+01	1.000000e+00	-1.601414e+01
9.190173259703442e-01	9.301767e-01	4.646507e-01	1.152593e+01	1.152593e+01	1.000000e+00	-1.252593e+01
9.209704509703442e-01	9.681197e-01	4.836044e-01	7.864368e+00	7.864368e+00	1.000000e+00	-8.864367e+00
9.229235759703442e-01	9.915015e-01	4.952843e-01	4.084515e+00	4.084515e+00	1.000000e+00	-5.084515e+00
9.248767009703442e-01	9.999700e-01	4.995145e-01	2.432274e-01	2.432274e-01	1.000000e+00	-1.243227e+00
9.258532634703442e-01	9.985632e-01	4.988118e-01	-1.682412e+00	-1.682412e+00	1.000000e+00	6.824117e-01
9.268298259703442e-01	9.933981e-01	4.962317e-01	-3.601719e+00	-3.601719e+00	1.000000e+00	2.601719e+00
9.287829509703442e-01	9.718845e-01	4.854850e-01	-7.392491e+00	-7.392491e+00	1.000000e+00	6.392491e+00
9.307360759703442e-01	9.357529e-01	4.674362e-01	-1.107207e+01	-1.107207e+01	1.000000e+00	1.007207e+01
9.326892009703442e-01	8.855467e-01	4.423567e-01	-1.458512e+01	-1.458512e+01	1.000000e+00	1.358512e+01
9.346423259703442e-01	8.220211e-01	4.106238e-01	-1.787880e+01	-1.787880e+01	1.000000e+00	1.687880e+01
9.365954509703442e-01	7.461315e-01	3.727147e-01	-2.090356e+01	-2.090356e+01	1.000000e+00	1.990356e+01
9.385485759703442e-01	6.590194e-01	3.291996e-01	-2.361391e+01	-2.361391e+01	1.000000e+00	2.261391e+01
9.405017009703442e-01	5.619950e-01	2.807331e-01	-2.596909e+01	-2.596909e+01	1.000000e+00	2.496909e+01
9.424548259703442e-01	4.565177e-01	2.280440e-01	-2.793366e+01	-2.793366e+01	1.000000e+00	2.693366e+01
9.444079509703442e-01	3.441739e-01	1.719250e-01	-2.947809e+01	-2.947809e+01	1.000000e+00	2.847809e+01
9.463610759703442e-01	2.266535e-01	1.132201e-01	-3.057915e+01	-3.057915e+01	1.000000e+00	2.957915e+01
9.483142009703442e-01	1.057239e-01	5.281222e-02	-3.122026e+01	-3.122026e+01	1.000000e+00	3.022026e+01
9.502673259703442e-01	-1.679580e-02	-8.389996e-03	-3.139179e+01	-3.139179e+01	1.000000e+00	3.039179e+01
9.522204509703442e-01	-1.390629e-01	-6.946602e-02	-3.109116e+01	-3.109116e+01	1.000000e+00	3.009116e+01
9.541735759703442e-01	-2.592384e-01	-1.294972e-01	-3.032289e+01	-3.032289e+01	1.000000e+00	2.932289e+01
9.561267009703442e-01	-3.755146e-01	-1.875806e-01	-2.909853e+01	-2.909853e+01	1.000000e+00	2.809853e+01
9.580798259703442e-01	-4.861428e-01	-2.428427e-01	-2.743651e+01	-2.743651e+01	1.000000e+00	2.643651e+01
9.600329509703442e-01	-5.894589e-01	-2.944522e-01	-2.536181e+01	-2.536181e+01	1.000000e+00	2.436181e+01
9.619860759703442e-01	-6.839091e-01	-3.416328e-01	-2.290565e+01	-2.290565e+01	1.000000e+00	2.190565e+01
9.639392009703442e-01	-7.680726e-01	-3.836749e-01	-2.010497e+01	-2.010497e+01	1.000000e+00	1.910497e+01
9.658923259703442e-01	-8.406836e-01	-4.199463e-01	-1.700189e+01	-1.700189e+01	1.000000e+00	1.600189e+01
9.678454509703442e-01	-9.006499e-01	-4.499012e-01	-1.364308e+01	-1.364308e+01	1.000000e+00	1.264308e+01
9.697985759703442e-01	-9.470696e-01	-4.730892e-01	-1.007908e+01	-1.007908e+01	1.000000e+00	9.079076e+00
9.717517009703442e-01	-9.792445e-01	-4.891615e-01	-6.363468e+00	-6.363468e+00	1.000000e+00	5.363468e+00
9.737048259703442e-01	-9.966906e-01	-4.978764e-01	-2.552148e+00	-2.552148e+00	1.000000e+00	1.552148e+00
9.746813884703442e-01	-9.997996e-01	-4.994294e-01	-6.284775e-01	-6.284775e-01	1.000000e+00	-3.715226e-01
9.766345134703442e-01	-9.947310e-01	-4.968975e-01	3.218711e+00	3.218711e+00	1.000000e+00	-4.218711e+00
9.785876384703442e-01	-9.747007e-01	-4.868918e-01	7.017487e+00	7.017487e+00	1.000000e+00	-8.017487e+00
9.795642009703442e-01	-9.591604e-01	-4.791290e-01	8.880813e+00	8.880813e+00	1.000000e+00	-9.880813e+00
9.815173259703442e-01	-9.173217e-01	-4.582293e-01	1.250030e+01	1.250030e+01	1.000000e+00	-1.350030e+01
9.834704509703442e-01	-8.616856e-01	-4.304374e-01	1.593177e+01	1.593177e+01	1.000000e+00	-1.693177e+01
9.854235759703442e-01	-7.930890e-01	-3.961714e-01	1.912362e+01	1.912362e+01	1.000000e+00	-2.012362e+01
9.873767009703442e-01	-7.125635e-01	-3.559465e-01	2.202782e+01	2.202782e+01	1.000000e+00	-2.302782e+01
9.893298259703442e-01	-6.213205e-01	-3.103679e-01	2.460071e+01	2.460071e+01	1.000000e+00	-2.560071e+01
9.912829509703442e-01	-5.207322e-01	-2.601211e-01	2.680358e+01	2.680358e+01	1.000000e+00	-2.780358e+01
9.932360759703442e-01	-4.123116e-01	-2.059618e-01	2.860330e+01	2.860330e+01	1.000000e+00	-2.960330e+01
9.951892009703442e-01	-2.976894e-01	-1.487046e-01	2.997280e+01	2.997280e+01	1.000000e+00	-3.097280e+01
9.971423259703442e-01	-1.785897e-01	-8.921085e-02	3.089148e+01	3.089148e+01	1.000000e+00	-3.189148e+01
9.990954509703442e-01	-5.680390e-02	-2.837654e-02	3.134698e+01	3.134698e+01	1.000000e+00	-3.234698e+01
1.000000000000000e+00	-2.449294e-15	2.119108e-15	3.142829e+01	3.142829e+01	1.000000e+00	-3.242829e+01
