time	V(n003)	V(n001)	V(n002)	V(n005)	V(n004)	I(C1)	I(L1)	I(R3)	I(R2)	I(R1)	I(V2)	I(V1)
1.885485759703442e-01	5.000000e+00	1.704903e+00	1.138669e+00	5.693346e-01	1.138669e+00	-2.842171e-13	4.324489e-13	-5.693346e-01	5.693346e-01	-5.693346e-01	-5.693346e-01	-5.693346e-01
1.895251384703442e-01	5.000000e+00	1.941709e+00	1.296391e+00	6.481955e-01	1.296391e+00	-2.273737e-13	4.323326e-13	-6.481955e-01	6.481955e-01	-6.481955e-01	-6.481955e-01	-6.481955e-01
1.914782634703442e-01	5.000000e+00	2.448918e+00	1.634212e+00	8.171059e-01	1.634212e+00	-2.273737e-13	4.320993e-13	-8.171059e-01	8.171059e-01	-8.171059e-01	-8.171059e-01	-8.171059e-01
1.934313884703442e-01	5.000000e+00	2.994497e+00	1.997589e+00	9.987946e-01	1.997589e+00	-2.273737e-13	4.318651e-13	-9.987946e-01	9.987946e-01	-9.987946e-01	-9.987946e-01	-9.987946e-01
1.963610759703442e-01	5.000000e+00	3.866733e+00	2.578533e+00	1.289266e+00	2.578533e+00	-4.547474e-13	4.315118e-13	-1.289266e+00	1.289266e+00	-1.289266e+00	-1.289266e+00	-1.289266e+00
1.977561652560585e-01	5.000000e+00	4.305771e+00	2.870950e+00	1.435475e+00	2.870950e+00	-4.992122e-13	4.313421e-13	-1.435475e+00	1.435475e+00	-1.435475e+00	-1.435475e+00	-1.435475e+00
1.991512545417728e-01	5.000000e+00	4.741836e+00	3.161386e+00	1.580693e+00	3.161386e+00	-5.072008e-13	4.311716e-13	-1.580693e+00	1.580693e+00	-1.580693e+00	-1.580693e+00	-1.580693e+00
2.005463438274871e-01	5.000000e+00	5.174929e+00	3.449843e+00	1.724922e+00	3.449843e+00	-4.787131e-13	4.310003e-13	-1.724922e+00	1.724922e+00	-1.724922e+00	-1.724922e+00	-1.724922e+00
2.019414331132014e-01	5.000000e+00	5.605049e+00	3.736320e+00	1.868160e+00	3.736320e+00	-4.137492e-13	4.308282e-13	-1.868160e+00	1.868160e+00	-1.868160e+00	-1.868160e+00	-1.868160e+00
2.033365223989157e-01	5.000000e+00	6.032197e+00	4.020817e+00	2.010409e+00	4.020817e+00	-3.123090e-13	4.306553e-13	-2.010409e+00	2.010409e+00	-2.010409e+00	-2.010409e+00	-2.010409e+00
2.047316116846300e-01	5.000000e+00	6.456371e+00	4.303334e+00	2.151667e+00	4.303334e+00	-1.743926e-13	4.304817e-13	-2.151667e+00	2.151667e+00	-2.151667e+00	-2.151667e+00	-2.151667e+00
2.061267009703442e-01	5.000000e+00	6.877573e+00	4.583871e+00	2.291935e+00	4.583871e+00	0.000000e+00	4.303072e-13	-2.291935e+00	2.291935e+00	-2.291935e+00	-2.291935e+00	-2.291935e+00
2.080798259703442e-01	5.000000e+00	7.447267e+00	4.963310e+00	2.481655e+00	4.963310e+00	0.000000e+00	4.300635e-13	-2.481655e+00	2.481655e+00	-2.481655e+00	-2.481655e+00	-2.481655e+00
2.100329509703442e-01	5.000000e+00	7.963147e+00	5.306906e+00	2.653453e+00	5.306906e+00	0.000000e+00	4.298198e-13	-2.653453e+00	2.653453e+00	-2.653453e+00	-2.653453e+00	-2.653453e+00
2.119860759703442e-01	5.000000e+00	8.425214e+00	5.614661e+00	2.807331e+00	5.614661e+00	0.000000e+00	4.295761e-13	-2.807331e+00	2.807331e+00	-2.807331e+00	-2.807331e+00	-2.807331e+00
2.139392009703442e-01	5.000000e+00	8.833467e+00	5.886574e+00	2.943287e+00	5.886574e+00	0.000000e+00	4.293324e-13	-2.943287e+00	2.943287e+00	-2.943287e+00	-2.943287e+00	-2.943287e+00
2.158923259703442e-01	5.000000e+00	9.187908e+00	6.122645e+00	3.061323e+00	6.122645e+00	0.000000e+00	4.290887e-13	-3.061323e+00	3.061323e+00	-3.061323e+00	-3.061323e+00	-3.061323e+00
2.178454509703442e-01	5.000000e+00	9.488534e+00	6.322874e+00	3.161437e+00	6.322874e+00	0.000000e+00	4.288450e-13	-3.161437e+00	3.161437e+00	-3.161437e+00	-3.161437e+00	-3.161437e+00
2.197985759703442e-01	5.000000e+00	9.735348e+00	6.487262e+00	3.243631e+00	6.487262e+00	0.000000e+00	4.286013e-13	-3.243631e+00	3.243631e+00	-3.243631e+00	-3.243631e+00	-3.243631e+00
2.227282634703442e-01	5.000000e+00	9.949151e+00	6.629663e+00	3.314831e+00	6.629663e+00	0.000000e+00	4.282358e-13	-3.314831e+00	3.314831e+00	-3.314831e+00	-3.314831e+00	-3.314831e+00
2.256579509703442e-01	5.000000e+00	9.995728e+00	6.660685e+00	3.330343e+00	6.660685e+00	0.000000e+00	4.278703e-13	-3.330343e+00	3.330343e+00	-3.330343e+00	-3.330343e+00	-3.330343e+00
2.285876384703442e-01	5.000000e+00	9.873504e+00	6.579279e+00	3.289639e+00	6.579279e+00	0.000000e+00	4.275047e-13	-3.289639e+00	3.289639e+00	-3.289639e+00	-3.289639e+00	-3.289639e+00
2.315173259703442e-01	5.000000e+00	9.586609e+00	6.388195e+00	3.194098e+00	6.388195e+00	0.000000e+00	4.271391e-13	-3.194098e+00	3.194098e+00	-3.194098e+00	-3.194098e+00	-3.194098e+00
2.344470134703442e-01	5.000000e+00	9.144736e+00	6.093891e+00	3.046946e+00	6.093891e+00	0.000000e+00	4.267736e-13	-3.046946e+00	3.046946e+00	-3.046946e+00	-3.046946e+00	-3.046946e+00
2.373767009703442e-01	5.000000e+00	8.562818e+00	5.706310e+00	2.853155e+00	5.706310e+00	0.000000e+00	4.264081e-13	-2.853155e+00	2.853155e+00	-2.853155e+00	-2.853155e+00	-2.853155e+00
2.403063884703442e-01	5.000000e+00	7.860515e+00	5.238549e+00	2.619274e+00	5.238549e+00	0.000000e+00	4.260425e-13	-2.619274e+00	2.619274e+00	-2.619274e+00	-2.619274e+00	-2.619274e+00
2.418409866846300e-01	5.000000e+00	7.441851e+00	4.959702e+00	2.479851e+00	4.959702e+00	-9.736979e-15	4.258515e-13	-2.479851e+00	2.479851e+00	-2.479851e+00	-2.479851e+00	-2.479851e+00
2.433755848989157e-01	5.000000e+00	7.010852e+00	4.672640e+00	2.336320e+00	4.672640e+00	-3.788293e-14	4.256602e-13	-2.336320e+00	2.336320e+00	-2.336320e+00	-2.336320e+00	-2.336320e+00
2.449101831132014e-01	5.000000e+00	6.567517e+00	4.377361e+00	2.188681e+00	4.377361e+00	-8.443786e-14	4.254685e-13	-2.188681e+00	2.188681e+00	-2.188681e+00	-2.188681e+00	-2.188681e+00
2.464447813274871e-01	5.000000e+00	6.111846e+00	4.073866e+00	2.036933e+00	4.073866e+00	-1.494018e-13	4.252765e-13	-2.036933e+00	2.036933e+00	-2.036933e+00	-2.036933e+00	-2.036933e+00
2.479793795417728e-01	5.000000e+00	5.643839e+00	3.762155e+00	1.881078e+00	3.762155e+00	-2.327747e-13	4.250842e-13	-1.881078e+00	1.881078e+00	-1.881078e+00	-1.881078e+00	-1.881078e+00
2.495139777560585e-01	5.000000e+00	5.163497e+00	3.442228e+00	1.721114e+00	3.442228e+00	-3.345565e-13	4.248916e-13	-1.721114e+00	1.721114e+00	-1.721114e+00	-1.721114e+00	-1.721114e+00
2.510485759703442e-01	5.000000e+00	4.670818e+00	3.114085e+00	1.557043e+00	3.114085e+00	-4.547474e-13	4.246986e-13	-1.557043e+00	1.557043e+00	-1.557043e+00	-1.557043e+00	-1.557043e+00
2.523041563274871e-01	5.000000e+00	4.272832e+00	2.849011e+00	1.424506e+00	2.849011e+00	-4.554972e-13	4.245393e-13	-1.424506e+00	1.424506e+00	-1.424506e+00	-1.424506e+00	-1.424506e+00
2.535597366846299e-01	5.000000e+00	3.885207e+00	2.590837e+00	1.295419e+00	2.590837e+00	-4.451697e-13	4.243793e-13	-1.295419e+00	1.295419e+00	-1.295419e+00	-1.295419e+00	-1.295419e+00
2.548153170417728e-01	5.000000e+00	3.507942e+00	2.339564e+00	1.169782e+00	2.339564e+00	-4.237650e-13	4.242186e-13	-1.169782e+00	1.169782e+00	-1.169782e+00	-1.169782e+00	-1.169782e+00
2.560708973989157e-01	5.000000e+00	3.141039e+00	2.095192e+00	1.047596e+00	2.095192e+00	-3.912831e-13	4.240574e-13	-1.047596e+00	1.047596e+00	-1.047596e+00	-1.047596e+00	-1.047596e+00
2.573264777560585e-01	5.000000e+00	2.784496e+00	1.857720e+00	9.288601e-01	1.857720e+00	-3.477239e-13	4.238955e-13	-9.288601e-01	9.288601e-01	-9.288601e-01	-9.288601e-01	-9.288601e-01
2.585820581132014e-01	5.000000e+00	2.438313e+00	1.627149e+00	8.135746e-01	1.627149e+00	-2.930874e-13	4.237330e-13	-8.135746e-01	8.135746e-01	-8.135746e-01	-8.135746e-01	-8.135746e-01
2.598376384703442e-01	5.000000e+00	2.102492e+00	1.403479e+00	7.017394e-01	1.403479e+00	-2.273737e-13	4.235699e-13	-7.017394e-01	7.017394e-01	-7.017394e-01	-7.017394e-01	-7.017394e-01
2.608142009703442e-01	5.000000e+00	1.858071e+00	1.240685e+00	6.203426e-01	1.240685e+00	-2.273737e-13	4.234430e-13	-6.203426e-01	6.203426e-01	-6.203426e-01	-6.203426e-01	-6.203426e-01
2.617907634703442e-01	5.000000e+00	1.625477e+00	1.085768e+00	5.428839e-01	1.085768e+00	-2.842171e-13	4.233158e-13	-5.428839e-01	5.428839e-01	-5.428839e-01	-5.428839e-01	-5.428839e-01
2.627673259703442e-01	5.000000e+00	1.405583e+00	9.393099e-01	4.696549e-01	9.393099e-01	-3.979039e-13	4.231883e-13	-4.696549e-01	4.696549e-01	-4.696549e-01	-4.696549e-01	-4.696549e-01
2.637438884703442e-01	5.000000e+00	1.199217e+00	8.018625e-01	4.009312e-01	8.018625e-01	-4.547474e-13	4.230605e-13	-4.009312e-01	4.009312e-01	-4.009312e-01	-4.009312e-01	-4.009312e-01
2.647204509703442e-01	5.000000e+00	1.007157e+00	6.739429e-01	3.369715e-01	6.739429e-01	-4.547474e-13	4.229323e-13	-3.369715e-01	3.369715e-01	-3.369715e-01	-3.369715e-01	-3.369715e-01
2.656970134703442e-01	5.000000e+00	8.301255e-01	5.560327e-01	2.780164e-01	5.560327e-01	-4.547474e-13	4.228036e-13	-2.780164e-01	2.780164e-01	-2.780164e-01	-2.780164e-01	-2.780164e-01
2.666735759703442e-01	5.000000e+00	6.687881e-01	4.485757e-01	2.242878e-01	4.485757e-01	-4.547474e-13	4.226745e-13	-2.242878e-01	2.242878e-01	-2.242878e-01	-2.242878e-01	-2.242878e-01
2.676501384703442e-01	5.000000e+00	5.237524e-01	3.519762e-01	1.759881e-01	3.519762e-01	-4.547474e-13	4.225449e-13	-1.759881e-01	1.759881e-01	-1.759881e-01	-1.759881e-01	-1.759881e-01
2.686267009703442e-01	5.000000e+00	3.955643e-01	2.665979e-01	1.332989e-01	2.665979e-01	-4.405365e-13	4.224150e-13	-1.332989e-01	1.332989e-01	-1.332989e-01	-1.332989e-01	-1.332989e-01
2.696032634703442e-01	5.000000e+00	2.847062e-01	1.927620e-01	9.638101e-02	1.927620e-01	-4.263256e-13	4.222846e-13	-9.638101e-02	9.638101e-02	-9.638101e-02	-9.638101e-02	-9.638101e-02
2.705798259703442e-01	5.000000e+00	1.915954e-01	1.307466e-01	6.537329e-02	1.307466e-01	-4.334311e-13	4.221538e-13	-6.537329e-02	6.537329e-02	-6.537329e-02	-6.537329e-02	-6.537329e-02
2.715563884703442e-01	5.000000e+00	1.165824e-01	8.078496e-02	4.039248e-02	8.078496e-02	-4.334311e-13	4.220226e-13	-4.039248e-02	4.039248e-02	-4.039248e-02	-4.039248e-02	-4.039248e-02
2.725329509703442e-01	5.000000e+00	5.994949e-02	4.306520e-02	2.153260e-02	4.306520e-02	-4.227729e-13	4.218909e-13	-2.153260e-02	2.153260e-02	-2.153260e-02	-2.153260e-02	-2.153260e-02
2.735095134703442e-01	5.000000e+00	2.190980e-02	1.772927e-02	8.864634e-03	1.772927e-02	-4.203304e-13	4.217589e-13	-8.864634e-03	8.864634e-03	-8.864634e-03	-8.864634e-03	-8.864634e-03
2.744860759703442e-01	5.000000e+00	2.606513e-03	4.872519e-03	2.436259e-03	4.872519e-03	-4.215517e-13	4.216265e-13	-2.436259e-03	2.436259e-03	-2.436259e-03	-2.436259e-03	-2.436259e-03
2.754626384703442e-01	5.000000e+00	2.112286e-03	4.543344e-03	2.271672e-03	4.543344e-03	-4.216627e-13	4.214936e-13	-2.271672e-03	2.271672e-03	-2.271672e-03	-2.271672e-03	-2.271672e-03
2.764392009703442e-01	5.000000e+00	2.042898e-02	1.674298e-02	8.371491e-03	1.674298e-02	-4.204415e-13	4.213604e-13	-8.371491e-03	8.371491e-03	-8.371491e-03	-8.371491e-03	-8.371491e-03
2.774157634703442e-01	5.000000e+00	5.748766e-02	4.142552e-02	2.071276e-02	4.142552e-02	-4.156675e-13	4.212268e-13	-2.071276e-02	2.071276e-02	-2.071276e-02	-2.071276e-02	-2.071276e-02
2.783923259703442e-01	5.000000e+00	1.131488e-01	7.849805e-02	3.924903e-02	7.849805e-02	-4.121148e-13	4.210927e-13	-3.924903e-02	3.924903e-02	-3.924903e-02	-3.924903e-02	-3.924903e-02
2.793688884703442e-01	5.000000e+00	1.872030e-01	1.278211e-01	6.391053e-02	1.278211e-01	-4.121148e-13	4.209583e-13	-6.391053e-02	6.391053e-02	-6.391053e-02	-6.391053e-02	-6.391053e-02
2.803454509703442e-01	5.000000e+00	2.793715e-01	1.892089e-01	9.460444e-02	1.892089e-01	-4.050094e-13	4.208235e-13	-9.460444e-02	9.460444e-02	-9.460444e-02	-9.460444e-02	-9.460444e-02
2.813220134703442e-01	5.000000e+00	3.893073e-01	2.624305e-01	1.312152e-01	2.624305e-01	-3.979039e-13	4.206883e-13	-1.312152e-01	1.312152e-01	-1.312152e-01	-1.312152e-01	-1.312152e-01
2.822985759703442e-01	5.000000e+00	5.165967e-01	3.472103e-01	1.736051e-01	3.472103e-01	-3.979039e-13	4.205527e-13	-1.736051e-01	1.736051e-01	-1.736051e-01	-1.736051e-01	-1.736051e-01
2.832751384703442e-01	5.000000e+00	6.607607e-01	4.432291e-01	2.216146e-01	4.432291e-01	-4.263256e-13	4.204167e-13	-2.216146e-01	2.216146e-01	-2.216146e-01	-2.216146e-01	-2.216146e-01
2.842517009703442e-01	5.000000e+00	8.212566e-01	5.501257e-01	2.750629e-01	5.501257e-01	-4.547474e-13	4.202804e-13	-2.750629e-01	2.750629e-01	-2.750629e-01	-2.750629e-01	-2.750629e-01
2.852282634703442e-01	5.000000e+00	9.974803e-01	6.674976e-01	3.337488e-01	6.674976e-01	-4.547474e-13	4.201436e-13	-3.337488e-01	3.337488e-01	-3.337488e-01	-3.337488e-01	-3.337488e-01
2.862048259703442e-01	5.000000e+00	1.188769e+00	7.949032e-01	3.974516e-01	7.949032e-01	-4.547474e-13	4.200063e-13	-3.974516e-01	3.974516e-01	-3.974516e-01	-3.974516e-01	-3.974516e-01
2.871813884703442e-01	5.000000e+00	1.394402e+00	9.318628e-01	4.659314e-01	9.318628e-01	-4.547474e-13	4.198686e-13	-4.659314e-01	4.659314e-01	-4.659314e-01	-4.659314e-01	-4.659314e-01
2.881579509703442e-01	5.000000e+00	1.613605e+00	1.077861e+00	5.389305e-01	1.077861e+00	-4.547474e-13	4.197305e-13	-5.389305e-01	5.389305e-01	-5.389305e-01	-5.389305e-01	-5.389305e-01
2.891345134703442e-01	5.000000e+00	1.845554e+00	1.232348e+00	6.161742e-01	1.232348e+00	-4.547474e-13	4.195920e-13	-6.161742e-01	6.161742e-01	-6.161742e-01	-6.161742e-01	-6.161742e-01
2.901110759703442e-01	5.000000e+00	2.089376e+00	1.394743e+00	6.973716e-01	1.394743e+00	-4.547474e-13	4.194530e-13	-6.973716e-01	6.973716e-01	-6.973716e-01	-6.973716e-01	-6.973716e-01
2.920642009703442e-01	5.000000e+00	2.608926e+00	1.740784e+00	8.703918e-01	1.740784e+00	-4.547474e-13	4.191738e-13	-8.703918e-01	8.703918e-01	-8.703918e-01	-8.703918e-01	-8.703918e-01
2.940173259703442e-01	5.000000e+00	3.164439e+00	2.110778e+00	1.055389e+00	2.110778e+00	-4.547474e-13	4.188928e-13	-1.055389e+00	1.055389e+00	-1.055389e+00	-1.055389e+00	-1.055389e+00
2.969470134703442e-01	5.000000e+00	4.046747e+00	2.698430e+00	1.349215e+00	2.698430e+00	-4.547474e-13	4.184681e-13	-1.349215e+00	1.349215e+00	-1.349215e+00	-1.349215e+00	-1.349215e+00
2.983421027560585e-01	5.000000e+00	4.488440e+00	2.992614e+00	1.496307e+00	2.992614e+00	-4.411899e-13	4.182648e-13	-1.496307e+00	1.496307e+00	-1.496307e+00	-1.496307e+00	-1.496307e+00
2.997371920417728e-01	5.000000e+00	4.925764e+00	3.283889e+00	1.641945e+00	3.283889e+00	-4.538062e-13	4.180604e-13	-1.641945e+00	1.641945e+00	-1.641945e+00	-1.641945e+00	-1.641945e+00
3.011322813274871e-01	5.000000e+00	5.358721e+00	3.572255e+00	1.786128e+00	3.572255e+00	-4.925963e-13	4.178549e-13	-1.786128e+00	1.786128e+00	-1.786128e+00	-1.786128e+00	-1.786128e+00
3.025273706132014e-01	5.000000e+00	5.787310e+00	3.857712e+00	1.928856e+00	3.857712e+00	-5.575602e-13	4.176483e-13	-1.928856e+00	1.928856e+00	-1.928856e+00	-1.928856e+00	-1.928856e+00
3.039224598989157e-01	5.000000e+00	6.211531e+00	4.140260e+00	2.070130e+00	4.140260e+00	-6.486979e-13	4.174407e-13	-2.070130e+00	2.070130e+00	-2.070130e+00	-2.070130e+00	-2.070130e+00
3.053175491846299e-01	5.000000e+00	6.631384e+00	4.419899e+00	2.209949e+00	4.419899e+00	-7.660094e-13	4.172319e-13	-2.209949e+00	2.209949e+00	-2.209949e+00	-2.209949e+00	-2.209949e+00
3.067126384703442e-01	5.000000e+00	7.046869e+00	4.696629e+00	2.348314e+00	4.696629e+00	-9.094947e-13	4.170222e-13	-2.348314e+00	2.348314e+00	-2.348314e+00	-2.348314e+00	-2.348314e+00
3.096423259703442e-01	5.000000e+00	7.847285e+00	5.229737e+00	2.614869e+00	5.229737e+00	-9.094947e-13	4.165747e-13	-2.614869e+00	2.614869e+00	-2.614869e+00	-2.614869e+00	-2.614869e+00
3.125720134703442e-01	5.000000e+00	8.551495e+00	5.698769e+00	2.849384e+00	5.698769e+00	-9.094947e-13	4.161194e-13	-2.849384e+00	2.849384e+00	-2.849384e+00	-2.849384e+00	-2.849384e+00
3.155017009703442e-01	5.000000e+00	9.135703e+00	6.087874e+00	3.043937e+00	6.087874e+00	-9.094947e-13	4.156563e-13	-3.043937e+00	3.043937e+00	-3.043937e+00	-3.043937e+00	-3.043937e+00
3.184313884703442e-01	5.000000e+00	9.580170e+00	6.383907e+00	3.191953e+00	6.383907e+00	-9.094947e-13	4.151854e-13	-3.191953e+00	3.191953e+00	-3.191953e+00	-3.191953e+00	-3.191953e+00
3.213610759703442e-01	5.000000e+00	9.869877e+00	6.576863e+00	3.288432e+00	6.576863e+00	-9.094947e-13	4.147067e-13	-3.288432e+00	3.288432e+00	-3.288432e+00	-3.288432e+00	-3.288432e+00
3.242907634703442e-01	5.000000e+00	9.995036e+00	6.660224e+00	3.330112e+00	6.660224e+00	-9.094947e-13	4.142202e-13	-3.330112e+00	3.330112e+00	-3.330112e+00	-3.330112e+00	-3.330112e+00
3.272204509703442e-01	5.000000e+00	9.951418e+00	6.631172e+00	3.315586e+00	6.631172e+00	-9.094947e-13	4.137259e-13	-3.315586e+00	3.315586e+00	-3.315586e+00	-3.315586e+00	-3.315586e+00
3.301501384703442e-01	5.000000e+00	9.740496e+00	6.490690e+00	3.245345e+00	6.490690e+00	-9.094947e-13	4.132238e-13	-3.245345e+00	3.245345e+00	-3.245345e+00	-3.245345e+00	-3.245345e+00
3.330798259703442e-01	5.000000e+00	9.369397e+00	6.243524e+00	3.121762e+00	6.243524e+00	-9.094947e-13	4.127139e-13	-3.121762e+00	3.121762e+00	-3.121762e+00	-3.121762e+00	-3.121762e+00
3.360095134703442e-01	5.000000e+00	8.850660e+00	5.898025e+00	2.949012e+00	5.898025e+00	-9.094947e-13	4.121962e-13	-2.949012e+00	2.949012e+00	-2.949012e+00	-2.949012e+00	-2.949012e+00
3.389392009703442e-01	5.000000e+00	8.201814e+00	5.465868e+00	2.732934e+00	5.465868e+00	-9.094947e-13	4.116706e-13	-2.732934e+00	2.732934e+00	-2.732934e+00	-2.732934e+00	-2.732934e+00
3.418688884703442e-01	5.000000e+00	7.444781e+00	4.961654e+00	2.480827e+00	4.961654e+00	-9.094947e-13	4.111373e-13	-2.480827e+00	2.480827e+00	-2.480827e+00	-2.480827e+00	-2.480827e+00
3.434034866846299e-01	5.000000e+00	7.002670e+00	4.667190e+00	2.333595e+00	4.667190e+00	-8.257034e-13	4.108541e-13	-2.333595e+00	2.333595e+00	-2.333595e+00	-2.333595e+00	-2.333595e+00
3.449380848989157e-01	5.000000e+00	6.552625e+00	4.367442e+00	2.183721e+00	4.367442e+00	-7.481880e-13	4.105694e-13	-2.183721e+00	2.183721e+00	-2.183721e+00	-2.183721e+00	-2.183721e+00
3.464726831132014e-01	5.000000e+00	6.094645e+00	4.062410e+00	2.031205e+00	4.062410e+00	-6.769483e-13	4.102831e-13	-2.031205e+00	2.031205e+00	-2.031205e+00	-2.031205e+00	-2.031205e+00
3.480072813274871e-01	5.000000e+00	5.628731e+00	3.752093e+00	1.876046e+00	3.752093e+00	-6.119844e-13	4.099954e-13	-1.876046e+00	1.876046e+00	-1.876046e+00	-1.876046e+00	-1.876046e+00
3.495418795417728e-01	5.000000e+00	5.154882e+00	3.436491e+00	1.718245e+00	3.436491e+00	-5.532962e-13	4.097061e-13	-1.718245e+00	1.718245e+00	-1.718245e+00	-1.718245e+00	-1.718245e+00
3.510764777560585e-01	5.000000e+00	4.673099e+00	3.115604e+00	1.557802e+00	3.115604e+00	-5.008839e-13	4.094152e-13	-1.557802e+00	1.557802e+00	-1.557802e+00	-1.557802e+00	-1.557802e+00
3.526110759703442e-01	5.000000e+00	4.183381e+00	2.789433e+00	1.394717e+00	2.789433e+00	-4.547474e-13	4.091229e-13	-1.394717e+00	1.394717e+00	-1.394717e+00	-1.394717e+00	-1.394717e+00
3.555407634703442e-01	5.000000e+00	3.294267e+00	2.197248e+00	1.098624e+00	2.197248e+00	-4.547474e-13	4.085629e-13	-1.098624e+00	1.098624e+00	-1.098624e+00	-1.098624e+00	-1.098624e+00
3.574938884703442e-01	5.000000e+00	2.731758e+00	1.822595e+00	9.112976e-01	1.822595e+00	-4.547474e-13	4.081874e-13	-9.112976e-01	9.112976e-01	-9.112976e-01	-9.112976e-01	-9.112976e-01
3.594470134703442e-01	5.000000e+00	2.203367e+00	1.470665e+00	7.353326e-01	1.470665e+00	-4.547474e-13	4.078102e-13	-7.353326e-01	7.353326e-01	-7.353326e-01	-7.353326e-01	-7.353326e-01
3.604235759703442e-01	5.000000e+00	1.954471e+00	1.304891e+00	6.524456e-01	1.304891e+00	-4.547474e-13	4.076209e-13	-6.524456e-01	6.524456e-01	-6.524456e-01	-6.524456e-01	-6.524456e-01
3.614001384703442e-01	5.000000e+00	1.717038e+00	1.146752e+00	5.733758e-01	1.146752e+00	-3.979039e-13	4.074312e-13	-5.733758e-01	5.733758e-01	-5.733758e-01	-5.733758e-01	-5.733758e-01
3.623767009703442e-01	5.000000e+00	1.491962e+00	9.968420e-01	4.984210e-01	9.968420e-01	-3.410605e-13	4.072411e-13	-4.984210e-01	4.984210e-01	-4.984210e-01	-4.984210e-01	-4.984210e-01
3.633532634703442e-01	5.000000e+00	1.280089e+00	8.557262e-01	4.278631e-01	8.557262e-01	-3.410605e-13	4.070507e-13	-4.278631e-01	4.278631e-01	-4.278631e-01	-4.278631e-01	-4.278631e-01
3.643298259703442e-01	5.000000e+00	1.082217e+00	7.239358e-01	3.619679e-01	7.239358e-01	-3.410605e-13	4.068600e-13	-3.619679e-01	3.619679e-01	-3.619679e-01	-3.619679e-01	-3.619679e-01
3.653063884703442e-01	5.000000e+00	8.990909e-01	6.019664e-01	3.009832e-01	6.019664e-01	-3.694822e-13	4.066689e-13	-3.009832e-01	3.009832e-01	-3.009832e-01	-3.009832e-01	-3.009832e-01
3.662829509703442e-01	5.000000e+00	7.313995e-01	4.902773e-01	2.451387e-01	4.902773e-01	-3.979039e-13	4.064775e-13	-2.451387e-01	2.451387e-01	-2.451387e-01	-2.451387e-01	-2.451387e-01
3.672595134703442e-01	5.000000e+00	5.797741e-01	3.892889e-01	1.946444e-01	3.892889e-01	-3.979039e-13	4.062857e-13	-1.946444e-01	1.946444e-01	-1.946444e-01	-1.946444e-01	-1.946444e-01
3.682360759703442e-01	5.000000e+00	4.447855e-01	2.993811e-01	1.496906e-01	2.993811e-01	-3.979039e-13	4.060936e-13	-1.496906e-01	1.496906e-01	-1.496906e-01	-1.496906e-01	-1.496906e-01
3.692126384703442e-01	5.000000e+00	3.269416e-01	2.208925e-01	1.104462e-01	2.208925e-01	-3.979039e-13	4.059010e-13	-1.104462e-01	1.104462e-01	-1.104462e-01	-1.104462e-01	-1.104462e-01
3.701892009703442e-01	5.000000e+00	2.266861e-01	1.541184e-01	7.705918e-02	1.541184e-01	-4.050094e-13	4.057081e-13	-7.705918e-02	7.705918e-02	-7.705918e-02	-7.705918e-02	-7.705918e-02
3.711657634703442e-01	5.000000e+00	1.443963e-01	9.931009e-02	4.965505e-02	9.931009e-02	-4.121148e-13	4.055148e-13	-4.965505e-02	4.965505e-02	-4.965505e-02	-4.965505e-02	-4.965505e-02
3.721423259703442e-01	5.000000e+00	8.038186e-02	5.667396e-02	2.833698e-02	5.667396e-02	-4.085621e-13	4.053211e-13	-2.833698e-02	2.833698e-02	-2.833698e-02	-2.833698e-02	-2.833698e-02
3.731188884703442e-01	5.000000e+00	3.488375e-02	2.637043e-02	1.318522e-02	2.637043e-02	-4.045653e-13	4.051270e-13	-1.318522e-02	1.318522e-02	-1.318522e-02	-1.318522e-02	-1.318522e-02
3.740954509703442e-01	5.000000e+00	8.073225e-03	8.513564e-03	4.256782e-03	8.513564e-03	-4.046902e-13	4.049325e-13	-4.256782e-03	4.256782e-03	-4.256782e-03	-4.256782e-03	-4.256782e-03
3.750720134703442e-01	5.000000e+00	5.118309e-05	3.170568e-03	1.585284e-03	3.170568e-03	-4.050094e-13	4.047377e-13	-1.585284e-03	1.585284e-03	-1.585284e-03	-1.585284e-03	-1.585284e-03
3.760485759703442e-01	5.000000e+00	1.084782e-02	1.036155e-02	5.180777e-03	1.036155e-02	-4.053285e-13	4.045424e-13	-5.180777e-03	5.180777e-03	-5.180777e-03	-5.180777e-03	-5.180777e-03
3.770251384703442e-01	5.000000e+00	4.042250e-02	3.005945e-02	1.502973e-02	3.005945e-02	-4.054534e-13	4.043468e-13	-1.502973e-02	1.502973e-02	-1.502973e-02	-1.502973e-02	-1.502973e-02
3.780017009703442e-01	5.000000e+00	8.866391e-02	6.219013e-02	3.109507e-02	6.219013e-02	-4.014566e-13	4.041508e-13	-3.109507e-02	3.109507e-02	-3.109507e-02	-3.109507e-02	-3.109507e-02
3.789782634703442e-01	5.000000e+00	1.553905e-01	1.066326e-01	5.331632e-02	1.066326e-01	-4.050094e-13	4.039543e-13	-5.331632e-02	5.331632e-02	-5.331632e-02	-5.331632e-02	-5.331632e-02
3.799548259703442e-01	5.000000e+00	2.403511e-01	1.632197e-01	8.160987e-02	1.632197e-01	-4.192202e-13	4.037575e-13	-8.160987e-02	8.160987e-02	-8.160987e-02	-8.160987e-02	-8.160987e-02
