time	N001	V1	R1	I1
0.0166873	1.86667	-2.86667	1.86667	1
0.0166883	1.8667	-2.8667	1.8667	1
0.0166893	1.86673	-2.86673	1.86673	1
0.0166903	1.86677	-2.86677	1.86677	1
0.0166913	1.8668	-2.8668	1.8668	1
0.0166923	1.86683	-2.86683	1.86683	1
0.0166933	1.86686	-2.86686	1.86686	1
0.0166943	1.86689	-2.86689	1.86689	1
0.0166953	1.86692	-2.86692	1.86692	1
0.0166963	1.86695	-2.86695	1.86695	1
0.0166973	1.86699	-2.86699	1.86699	1
0.0166983	1.86702	-2.86702	1.86702	1
0.0166993	1.86705	-2.86705	1.86705	1
0.0167003	1.86708	-2.86708	1.86708	1
0.0167013	1.86711	-2.86711	1.86711	1
0.0167023	1.86714	-2.86714	1.86714	1
0.0167033	1.86717	-2.86717	1.86717	1
0.0167043	1.8672	-2.8672	1.8672	1
0.0167053	1.86724	-2.86724	1.86724	1
0.0167063	1.86727	-2.86727	1.86727	1
0.0167073	1.8673	-2.8673	1.8673	1
0.0167083	1.86733	-2.86733	1.86733	1
0.0167093	1.86736	-2.86736	1.86736	1
0.0167103	1.86739	-2.86739	1.86739	1
0.0167113	1.86742	-2.86742	1.86742	1
0.0167123	1.86746	-2.86746	1.86746	1
0.0167133	1.86749	-2.86749	1.86749	1
0.0167143	1.86752	-2.86752	1.86752	1
0.0167153	1.86755	-2.86755	1.86755	1
0.0167163	1.86758	-2.86758	1.86758	1
0.0167173	1.86761	-2.86761	1.86761	1
0.0167183	1.86764	-2.86764	1.86764	1
0.0167193	1.86767	-2.86767	1.86767	1
0.0167203	1.86771	-2.86771	1.86771	1
0.0167213	1.86774	-2.86774	1.86774	1
0.0167223	1.86777	-2.86777	1.86777	1
0.0167233	1.8678	-2.8678	1.8678	1
0.0167243	1.86783	-2.86783	1.86783	1
0.0167253	1.86786	-2.86786	1.86786	1
0.0167263	1.86789	-2.86789	1.86789	1
0.0167273	1.86792	-2.86792	1.86792	1
0.0167283	1.86795	-2.86795	1.86795	1
0.0167293	1.86799	-2.86799	1.86799	1
0.0167303	1.86802	-2.86802	1.86802	1
0.0167313	1.86805	-2.86805	1.86805	1
0.0167323	1.86808	-2.86808	1.86808	1
0.0167333	1.86811	-2.86811	1.86811	1
0.0167343	1.86814	-2.86814	1.86814	1
0.0167353	1.86817	-2.86817	1.86817	1
0.0167363	1.8682	-2.8682	1.8682	1
0.0167373	1.86824	-2.86824	1.86824	1
0.0167383	1.86827	-2.86827	1.86827	1
0.0167393	1.8683	-2.8683	1.8683	1
0.0167403	1.86833	-2.86833	1.86833	1
0.0167413	1.86836	-2.86836	1.86836	1
0.0167423	1.86839	-2.86839	1.86839	1
0.0167433	1.86842	-2.86842	1.86842	1
0.0167443	1.86845	-2.86845	1.86845	1
0.0167453	1.86848	-2.86848	1.86848	1
0.0167463	1.86852	-2.86852	1.86852	1
0.0167473	1.86855	-2.86855	1.86855	1
0.0167483	1.86858	-2.86858	1.86858	1
0.0167493	1.86861	-2.86861	1.86861	1
0.0167503	1.86864	-2.86864	1.86864	1
0.0167513	1.86867	-2.86867	1.86867	1
0.0167523	1.8687	-2.8687	1.8687	1
0.0167533	1.86873	-2.86873	1.86873	1
0.0167543	1.86877	-2.86877	1.86877	1
0.0167553	1.8688	-2.8688	1.8688	1
0.0167563	1.86883	-2.86883	1.86883	1
0.0167573	1.86886	-2.86886	1.86886	1
0.0167583	1.86889	-2.86889	1.86889	1
0.0167593	1.86892	-2.86892	1.86892	1
0.0167603	1.86895	-2.86895	1.86895	1
0.0167613	1.86898	-2.86898	1.86898	1
0.0167623	1.86901	-2.86901	1.86901	1
0.0167633	1.86905	-2.86905	1.86905	1
0.0167643	1.86908	-2.86908	1.86908	1
0.0167653	1.86911	-2.86911	1.86911	1
0.0167663	1.86914	-2.86914	1.86914	1
0.0167673	1.86917	-2.86917	1.86917	1
0.0167683	1.8692	-2.8692	1.8692	1
0.0167693	1.86923	-2.86923	1.86923	1
0.0167703	1.86926	-2.86926	1.86926	1
0.0167713	1.86929	-2.86929	1.86929	1
0.0167723	1.86932	-2.86932	1.86932	1
0.0167733	1.86936	-2.86936	1.86936	1
0.0167743	1.86939	-2.86939	1.86939	1
0.0167753	1.86942	-2.86942	1.86942	1
0.0167763	1.86945	-2.86945	1.86945	1
0.0167773	1.86948	-2.86948	1.86948	1
0.0167783	1.86951	-2.86951	1.86951	1
0.0167793	1.86954	-2.86954	1.86954	1
0.0167803	1.86957	-2.86957	1.86957	1
0.0167813	1.8696	-2.8696	1.8696	1
0.0167823	1.86964	-2.86964	1.86964	1
0.0167833	1.86967	-2.86967	1.86967	1
0.0167843	1.8697	-2.8697	1.8697	1
0.0167853	1.86973	-2.86973	1.86973	1
0.0167863	1.86976	-2.86976	1.86976	1
0.0167873	1.86979	-2.86979	1.86979	1
0.0167883	1.86982	-2.86982	1.86982	1
0.0167893	1.86985	-2.86985	1.86985	1
0.0167903	1.86988	-2.86988	1.86988	1
0.0167913	1.86991	-2.86991	1.86991	1
0.0167923	1.86995	-2.86995	1.86995	1
0.0167933	1.86998	-2.86998	1.86998	1
0.0167943	1.87001	-2.87001	1.87001	1
0.0167953	1.87004	-2.87004	1.87004	1
0.0167963	1.87007	-2.87007	1.87007	1
0.0167973	1.8701	-2.8701	1.8701	1
0.0167983	1.87013	-2.87013	1.87013	1
0.0167993	1.87016	-2.87016	1.87016	1
0.0168003	1.87019	-2.87019	1.87019	1
0.0168013	1.87022	-2.87022	1.87022	1
0.0168023	1.87026	-2.87026	1.87026	1
0.0168033	1.87029	-2.87029	1.87029	1
0.0168043	1.87032	-2.87032	1.87032	1
0.0168053	1.87035	-2.87035	1.87035	1
0.0168063	1.87038	-2.87038	1.87038	1
0.0168073	1.87041	-2.87041	1.87041	1
0.0168083	1.87044	-2.87044	1.87044	1
0.0168093	1.87047	-2.87047	1.87047	1
0.0168103	1.8705	-2.8705	1.8705	1
0.0168113	1.87053	-2.87053	1.87053	1
0.0168123	1.87056	-2.87056	1.87056	1
0.0168133	1.8706	-2.8706	1.8706	1
0.0168143	1.87063	-2.87063	1.87063	1
0.0168153	1.87066	-2.87066	1.87066	1
0.0168163	1.87069	-2.87069	1.87069	1
0.0168173	1.87072	-2.87072	1.87072	1
0.0168183	1.87075	-2.87075	1.87075	1
0.0168193	1.87078	-2.87078	1.87078	1
0.0168203	1.87081	-2.87081	1.87081	1
0.0168213	1.87084	-2.87084	1.87084	1
0.0168223	1.87087	-2.87087	1.87087	1
0.0168233	1.8709	-2.8709	1.8709	1
0.0168243	1.87094	-2.87094	1.87094	1
0.0168253	1.87097	-2.87097	1.87097	1
0.0168263	1.871	-2.871	1.871	1
0.0168273	1.87103	-2.87103	1.87103	1
0.0168283	1.87106	-2.87106	1.87106	1
0.0168293	1.87109	-2.87109	1.87109	1
0.0168303	1.87112	-2.87112	1.87112	1
0.0168313	1.87115	-2.87115	1.87115	1
0.0168323	1.87118	-2.87118	1.87118	1
0.0168333	1.87121	-2.87121	1.87121	1
0.0168343	1.87124	-2.87124	1.87124	1
0.0168353	1.87127	-2.87127	1.87127	1
0.0168363	1.87131	-2.87131	1.87131	1
0.0168373	1.87134	-2.87134	1.87134	1
0.0168383	1.87137	-2.87137	1.87137	1
0.0168393	1.8714	-2.8714	1.8714	1
0.0168403	1.87143	-2.87143	1.87143	1
0.0168413	1.87146	-2.87146	1.87146	1
0.0168423	1.87149	-2.87149	1.87149	1
0.0168433	1.87152	-2.87152	1.87152	1
0.0168443	1.87155	-2.87155	1.87155	1
0.0168453	1.87158	-2.87158	1.87158	1
0.0168463	1.87161	-2.87161	1.87161	1
0.0168473	1.87164	-2.87164	1.87164	1
0.0168483	1.87168	-2.87168	1.87168	1
0.0168493	1.87171	-2.87171	1.87171	1
0.0168503	1.87174	-2.87174	1.87174	1
0.0168513	1.87177	-2.87177	1.87177	1
0.0168523	1.8718	-2.8718	1.8718	1
0.0168533	1.87183	-2.87183	1.87183	1
0.0168543	1.87186	-2.87186	1.87186	1
0.0168553	1.87189	-2.87189	1.87189	1
0.0168563	1.87192	-2.87192	1.87192	1
0.0168573	1.87195	-2.87195	1.87195	1
0.0168583	1.87198	-2.87198	1.87198	1
0.0168593	1.87201	-2.87201	1.87201	1
0.0168603	1.87204	-2.87205	1.87205	1
0.0168613	1.87208	-2.87208	1.87208	1
0.0168623	1.87211	-2.87211	1.87211	1
0.0168633	1.87214	-2.87214	1.87214	1
0.0168643	1.87217	-2.87217	1.87217	1
0.0168653	1.8722	-2.8722	1.8722	1
0.0168663	1.87223	-2.87223	1.87223	1
0.0168673	1.87226	-2.87226	1.87226	1
0.0168683	1.87229	-2.87229	1.87229	1
0.0168693	1.87232	-2.87232	1.87232	1
0.0168703	1.87235	-2.87235	1.87235	1
0.0168713	1.87238	-2.87238	1.87238	1
0.0168723	1.87241	-2.87241	1.87241	1
0.0168733	1.87244	-2.87244	1.87244	1
0.0168743	1.87248	-2.87248	1.87248	1
0.0168753	1.87251	-2.87251	1.87251	1
0.0168763	1.87254	-2.87254	1.87254	1
0.0168773	1.87257	-2.87257	1.87257	1
0.0168783	1.8726	-2.8726	1.8726	1
0.0168793	1.87263	-2.87263	1.87263	1
0.0168803	1.87266	-2.87266	1.87266	1
0.0168813	1.87269	-2.87269	1.87269	1
0.0168823	1.87272	-2.87272	1.87272	1
0.0168833	1.87275	-2.87275	1.87275	1
0.0168843	1.87278	-2.87278	1.87278	1
0.0168853	1.87281	-2.87281	1.87281	1
0.0168863	1.87284	-2.87284	1.87284	1
0.0168873	1.87287	-2.87287	1.87287	1
0.0168883	1.8729	-2.8729	1.8729	1
0.0168893	1.87294	-2.87294	1.87294	1
0.0168903	1.87297	-2.87297	1.87297	1
0.0168913	1.873	-2.873	1.873	1
0.0168923	1.87303	-2.87303	1.87303	1
0.0168933	1.87306	-2.87306	1.87306	1
0.0168943	1.87309	-2.87309	1.87309	1
0.0168953	1.87312	-2.87312	1.87312	1
0.0168963	1.87315	-2.87315	1.87315	1
0.0168973	1.87318	-2.87318	1.87318	1
0.0168983	1.87321	-2.87321	1.87321	1
0.0168993	1.87324	-2.87324	1.87324	1
0.0169003	1.87327	-2.87327	1.87327	1
0.0169013	1.8733	-2.8733	1.8733	1
0.0169023	1.87333	-2.87333	1.87333	1
0.0169033	1.87336	-2.87336	1.87336	1
0.0169043	1.8734	-2.87339	1.87339	1
0.0169053	1.87343	-2.87343	1.87343	1
0.0169063	1.87346	-2.87346	1.87346	1
0.0169073	1.87349	-2.87349	1.87349	1
0.0169083	1.87352	-2.87352	1.87352	1
0.0169093	1.87355	-2.87355	1.87355	1
0.0169103	1.87358	-2.87358	1.87358	1
0.0169113	1.87361	-2.87361	1.87361	1
0.0169123	1.87364	-2.87364	1.87364	1
0.0169133	1.87367	-2.87367	1.87367	1
0.0169143	1.8737	-2.8737	1.8737	1
0.0169153	1.87373	-2.87373	1.87373	1
0.0169163	1.87376	-2.87376	1.87376	1
0.0169173	1.87379	-2.87379	1.87379	1
0.0169183	1.87382	-2.87382	1.87382	1
0.0169193	1.87385	-2.87385	1.87385	1
0.0169203	1.87388	-2.87388	1.87388	1
0.0169213	1.87391	-2.87391	1.87391	1
0.0169223	1.87395	-2.87395	1.87395	1
0.0169233	1.87398	-2.87398	1.87398	1
0.0169243	1.87401	-2.87401	1.87401	1
0.0169253	1.87404	-2.87404	1.87404	1
0.0169263	1.87407	-2.87407	1.87407	1
0.0169273	1.8741	-2.8741	1.8741	1
0.0169283	1.87413	-2.87413	1.87413	1
0.0169293	1.87416	-2.87416	1.87416	1
0.0169303	1.87419	-2.87419	1.87419	1
0.0169313	1.87422	-2.87422	1.87422	1
0.0169323	1.87425	-2.87425	1.87425	1
0.0169333	1.87428	-2.87428	1.87428	1
0.0169343	1.87431	-2.87431	1.87431	1
0.0169353	1.87434	-2.87434	1.87434	1
0.0169363	1.87437	-2.87437	1.87437	1
0.0169373	1.8744	-2.8744	1.8744	1
0.0169383	1.87443	-2.87443	1.87443	1
0.0169393	1.87446	-2.87446	1.87446	1
0.0169403	1.87449	-2.87449	1.87449	1
0.0169413	1.87453	-2.87453	1.87453	1
0.0169423	1.87456	-2.87456	1.87456	1
0.0169433	1.87459	-2.87459	1.87459	1
0.0169443	1.87462	-2.87462	1.87462	1
0.0169453	1.87465	-2.87465	1.87465	1
0.0169463	1.87468	-2.87468	1.87468	1
0.0169473	1.87471	-2.87471	1.87471	1
0.0169483	1.87474	-2.87474	1.87474	1
0.0169493	1.87477	-2.87477	1.87477	1
0.0169503	1.8748	-2.8748	1.8748	1
0.0169513	1.87483	-2.87483	1.87483	1
0.0169523	1.87486	-2.87486	1.87486	1
0.0169533	1.87489	-2.87489	1.87489	1
0.0169543	1.87492	-2.87492	1.87492	1
0.0169553	1.87495	-2.87495	1.87495	1
0.0169563	1.87498	-2.87498	1.87498	1
0.0169573	1.87501	-2.87501	1.87501	1
0.0169583	1.87504	-2.87504	1.87504	1
0.0169593	1.87507	-2.87507	1.87507	1
0.0169603	1.8751	-2.8751	1.8751	1
0.0169613	1.87513	-2.87513	1.87513	1
0.0169623	1.87516	-2.87516	1.87516	1
0.0169633	1.87519	-2.87519	1.87519	1
0.0169643	1.87523	-2.87523	1.87523	1
0.0169653	1.87526	-2.87526	1.87526	1
0.0169663	1.87529	-2.87529	1.87529	1
0.0169673	1.87532	-2.87532	1.87532	1
0.0169683	1.87535	-2.87535	1.87535	1
0.0169693	1.87538	-2.87538	1.87538	1
0.0169703	1.87541	-2.87541	1.87541	1
0.0169713	1.87544	-2.87544	1.87544	1
0.0169723	1.87547	-2.87547	1.87547	1
0.0169733	1.8755	-2.8755	1.8755	1
0.0169743	1.87553	-2.87553	1.87553	1
0.0169753	1.87556	-2.87556	1.87556	1
0.0169763	1.87559	-2.87559	1.87559	1
0.0169773	1.87562	-2.87562	1.87562	1
0.0169783	1.87565	-2.87565	1.87565	1
0.0169793	1.87568	-2.87568	1.87568	1
0.0169804	1.87571	-2.87571	1.87571	1
0.0169814	1.87574	-2.87574	1.87574	1
0.0169824	1.87577	-2.87577	1.87577	1
0.0169834	1.8758	-2.8758	1.8758	1
0.0169844	1.87583	-2.87583	1.87583	1
0.0169854	1.87586	-2.87586	1.87586	1
0.0169864	1.87589	-2.87589	1.87589	1
0.0169874	1.87592	-2.87592	1.87592	1
0.0169884	1.87595	-2.87595	1.87595	1
0.0169894	1.87598	-2.87598	1.87598	1
0.0169904	1.87601	-2.87601	1.87601	1
0.0169914	1.87604	-2.87604	1.87604	1
0.0169924	1.87608	-2.87608	1.87608	1
0.0169934	1.87611	-2.87611	1.87611	1
0.0169944	1.87614	-2.87614	1.87614	1
0.0169954	1.87617	-2.87617	1.87617	1
0.0169964	1.8762	-2.8762	1.8762	1
0.0169974	1.87623	-2.87623	1.87623	1
0.0169984	1.87626	-2.87626	1.87626	1
0.0169994	1.87629	-2.87629	1.87629	1
0.0170004	1.87632	-2.87632	1.87632	1
0.0170014	1.87635	-2.87635	1.87635	1
0.0170024	1.87638	-2.87638	1.87638	1
0.0170034	1.87641	-2.87641	1.87641	1
0.0170044	1.87644	-2.87644	1.87644	1
0.0170054	1.87647	-2.87647	1.87647	1
0.0170064	1.8765	-2.8765	1.8765	1
0.0170074	1.87653	-2.87653	1.87653	1
0.0170084	1.87656	-2.87656	1.87656	1
0.0170094	1.87659	-2.87659	1.87659	1
0.0170104	1.87662	-2.87662	1.87662	1
0.0170114	1.87665	-2.87665	1.87665	1
0.0170124	1.87668	-2.87668	1.87668	1
0.0170134	1.87671	-2.87671	1.87671	1
0.0170144	1.87674	-2.87674	1.87674	1
0.0170154	1.87677	-2.87677	1.87677	1
0.0170164	1.8768	-2.8768	1.8768	1
0.0170174	1.87683	-2.87683	1.87683	1
0.0170184	1.87686	-2.87686	1.87686	1
0.0170194	1.87689	-2.87689	1.87689	1
0.0170204	1.87692	-2.87692	1.87692	1
0.0170214	1.87695	-2.87695	1.87695	1
0.0170224	1.87698	-2.87698	1.87698	1
0.0170234	1.87701	-2.87701	1.87701	1
0.0170244	1.87704	-2.87704	1.87704	1
0.0170254	1.87707	-2.87707	1.87707	1
0.0170264	1.8771	-2.8771	1.8771	1
0.0170274	1.87713	-2.87713	1.87713	1
0.0170284	1.87716	-2.87716	1.87716	1
0.0170294	1.87719	-2.87719	1.87719	1
0.0170304	1.87722	-2.87722	1.87722	1
0.0170314	1.87725	-2.87725	1.87725	1
0.0170324	1.87728	-2.87728	1.87728	1
0.0170334	1.87731	-2.87731	1.87731	1
0.0170344	1.87734	-2.87734	1.87734	1
0.0170354	1.87737	-2.87737	1.87737	1
0.0170364	1.87741	-2.87741	1.87741	1
0.0170374	1.87744	-2.87744	1.87744	1
0.0170384	1.87747	-2.87747	1.87747	1
0.0170394	1.8775	-2.8775	1.8775	1
0.0170404	1.87753	-2.87753	1.87753	1
0.0170414	1.87756	-2.87756	1.87756	1
0.0170424	1.87759	-2.87759	1.87759	1
0.0170434	1.87762	-2.87762	1.87762	1
0.0170444	1.87765	-2.87765	1.87765	1
0.0170454	1.87768	-2.87768	1.87768	1
0.0170464	1.87771	-2.87771	1.87771	1
0.0170474	1.87774	-2.87774	1.87774	1
0.0170484	1.87777	-2.87777	1.87777	1
0.0170494	1.8778	-2.8778	1.8778	1
0.0170504	1.87783	-2.87783	1.87783	1
0.0170514	1.87786	-2.87786	1.87786	1
0.0170524	1.87789	-2.87789	1.87789	1
0.0170534	1.87792	-2.87792	1.87792	1
0.0170544	1.87795	-2.87795	1.87795	1
0.0170554	1.87798	-2.87798	1.87798	1
0.0170564	1.87801	-2.87801	1.87801	1
0.0170574	1.87804	-2.87804	1.87804	1
0.0170584	1.87807	-2.87807	1.87807	1
0.0170594	1.8781	-2.8781	1.8781	1
0.0170604	1.87813	-2.87813	1.87813	1
0.0170614	1.87816	-2.87816	1.87816	1
0.0170624	1.87819	-2.87819	1.87819	1
0.0170634	1.87822	-2.87822	1.87822	1
0.0170644	1.87825	-2.87825	1.87825	1
0.0170654	1.87828	-2.87828	1.87828	1
0.0170664	1.87831	-2.87831	1.87831	1
0.0170674	1.87834	-2.87834	1.87834	1
0.0170684	1.87837	-2.87837	1.87837	1
0.0170694	1.8784	-2.8784	1.8784	1
0.0170704	1.87843	-2.87843	1.87843	1
0.0170714	1.87846	-2.87846	1.87846	1
0.0170724	1.87849	-2.87849	1.87849	1
0.0170734	1.87852	-2.87852	1.87852	1
0.0170744	1.87855	-2.87855	1.87855	1
0.0170754	1.87858	-2.87858	1.87858	1
0.0170764	1.87861	-2.87861	1.87861	1
0.0170774	1.87864	-2.87864	1.87864	1
0.0170784	1.87867	-2.87867	1.87867	1
0.0170794	1.8787	-2.8787	1.8787	1
0.0170804	1.87873	-2.87873	1.87873	1
0.0170814	1.87876	-2.87876	1.87876	1
0.0170824	1.87879	-2.87879	1.87879	1
0.0170834	1.87882	-2.87882	1.87882	1
0.0170844	1.87885	-2.87885	1.87885	1
0.0170854	1.87888	-2.87888	1.87888	1
0.0170864	1.87891	-2.87891	1.87891	1
0.0170874	1.87894	-2.87894	1.87894	1
0.0170884	1.87897	-2.87897	1.87897	1
0.0170894	1.879	-2.879	1.879	1
0.0170904	1.87903	-2.87903	1.87903	1
0.0170914	1.87906	-2.87906	1.87906	1
0.0170924	1.87909	-2.87909	1.87909	1
0.0170934	1.87912	-2.87912	1.87912	1
0.0170944	1.87915	-2.87915	1.87915	1
0.0170954	1.87918	-2.87918	1.87918	1
0.0170964	1.87921	-2.87921	1.87921	1
0.0170974	1.87924	-2.87924	1.87924	1
0.0170984	1.87927	-2.87927	1.87927	1
0.0170994	1.8793	-2.8793	1.8793	1
0.0171004	1.87933	-2.87933	1.87933	1
0.0171014	1.87936	-2.87936	1.87936	1
0.0171024	1.87939	-2.87939	1.87939	1
0.0171034	1.87942	-2.87942	1.87942	1
0.0171044	1.87945	-2.87945	1.87945	1
0.0171054	1.87948	-2.87948	1.87948	1
0.0171064	1.87951	-2.87951	1.87951	1
0.0171074	1.87954	-2.87954	1.87954	1
0.0171084	1.87957	-2.87957	1.87957	1
0.0171094	1.8796	-2.8796	1.8796	1
0.0171104	1.87963	-2.87963	1.87963	1
0.0171114	1.87966	-2.87966	1.87966	1
0.0171124	1.87969	-2.87969	1.87969	1
0.0171134	1.87972	-2.87972	1.87972	1
0.0171144	1.87975	-2.87975	1.87975	1
0.0171154	1.87978	-2.87978	1.87978	1
0.0171164	1.87981	-2.87981	1.87981	1
0.0171174	1.87984	-2.87984	1.87984	1
0.0171184	1.87987	-2.87987	1.87987	1
0.0171194	1.8799	-2.8799	1.8799	1
0.0171204	1.87993	-2.87993	1.87993	1
0.0171214	1.87996	-2.87996	1.87996	1
0.0171224	1.87999	-2.87999	1.87999	1
0.0171234	1.88002	-2.88002	1.88002	1
0.0171244	1.88004	-2.88004	1.88004	1
0.0171254	1.88007	-2.88007	1.88007	1
0.0171264	1.8801	-2.8801	1.8801	1
0.0171274	1.88013	-2.88013	1.88013	1
0.0171284	1.88016	-2.88016	1.88016	1
0.0171294	1.88019	-2.88019	1.88019	1
0.0171304	1.88022	-2.88022	1.88022	1
0.0171314	1.88025	-2.88025	1.88025	1
0.0171324	1.88028	-2.88028	1.88028	1
0.0171334	1.88031	-2.88031	1.88031	1
0.0171344	1.88034	-2.88034	1.88034	1
0.0171354	1.88037	-2.88037	1.88037	1
0.0171364	1.8804	-2.8804	1.8804	1
0.0171374	1.88043	-2.88043	1.88043	1
0.0171384	1.88046	-2.88046	1.88046	1
0.0171394	1.88049	-2.88049	1.88049	1
0.0171404	1.88052	-2.88052	1.88052	1
0.0171414	1.88055	-2.88055	1.88055	1
0.0171424	1.88058	-2.88058	1.88058	1
0.0171434	1.88061	-2.88061	1.88061	1
0.0171444	1.88064	-2.88064	1.88064	1
0.0171454	1.88067	-2.88067	1.88067	1
0.0171464	1.8807	-2.8807	1.8807	1
0.0171474	1.88073	-2.88073	1.88073	1
0.0171484	1.88076	-2.88076	1.88076	1
0.0171494	1.88079	-2.88079	1.88079	1
0.0171504	1.88082	-2.88082	1.88082	1
0.0171514	1.88085	-2.88085	1.88085	1
0.0171524	1.88088	-2.88088	1.88088	1
0.0171534	1.88091	-2.88091	1.88091	1
0.0171544	1.88094	-2.88094	1.88094	1
0.0171554	1.88097	-2.88097	1.88097	1
0.0171564	1.881	-2.881	1.881	1
0.0171574	1.88103	-2.88103	1.88103	1
0.0171584	1.88106	-2.88106	1.88106	1
0.0171594	1.88109	-2.88109	1.88109	1
0.0171604	1.88112	-2.88112	1.88112	1
0.0171614	1.88115	-2.88115	1.88115	1
0.0171624	1.88118	-2.88118	1.88118	1
0.0171634	1.88121	-2.88121	1.88121	1
0.0171644	1.88124	-2.88124	1.88124	1
0.0171654	1.88127	-2.88127	1.88127	1
0.0171664	1.8813	-2.8813	1.8813	1
0.0171674	1.88133	-2.88133	1.88133	1
0.0171684	1.88135	-2.88135	1.88135	1
0.0171694	1.88138	-2.88138	1.88138	1
0.0171704	1.88141	-2.88141	1.88141	1
0.0171714	1.88144	-2.88144	1.88144	1
0.0171724	1.88147	-2.88147	1.88147	1
0.0171734	1.8815	-2.8815	1.8815	1
0.0171744	1.88153	-2.88153	1.88153	1
0.0171754	1.88156	-2.88156	1.88156	1
0.0171764	1.88159	-2.88159	1.88159	1
0.0171774	1.88162	-2.88162	1.88162	1
0.0171784	1.88165	-2.88165	1.88165	1
0.0171794	1.88168	-2.88168	1.88168	1
0.0171804	1.88171	-2.88171	1.88171	1
0.0171814	1.88174	-2.88174	1.88174	1
0.0171824	1.88177	-2.88177	1.88177	1
0.0171834	1.8818	-2.8818	1.8818	1
0.0171844	1.88183	-2.88183	1.88183	1
0.0171854	1.88186	-2.88186	1.88186	1
0.0171864	1.88189	-2.88189	1.88189	1
0.0171874	1.88192	-2.88192	1.88192	1
0.0171884	1.88195	-2.88195	1.88195	1
0.0171894	1.88198	-2.88198	1.88198	1
0.0171904	1.88201	-2.88201	1.88201	1
0.0171914	1.88204	-2.88204	1.88204	1
0.0171924	1.88207	-2.88207	1.88207	1
0.0171934	1.8821	-2.8821	1.8821	1
0.0171944	1.88213	-2.88213	1.88213	1
0.0171954	1.88216	-2.88216	1.88216	1
0.0171964	1.88218	-2.88218	1.88218	1
0.0171974	1.88221	-2.88221	1.88221	1
0.0171984	1.88224	-2.88224	1.88224	1
0.0171994	1.88227	-2.88227	1.88227	1
0.0172004	1.8823	-2.8823	1.8823	1
0.0172014	1.88233	-2.88233	1.88233	1
0.0172024	1.88236	-2.88236	1.88236	1
0.0172034	1.88239	-2.88239	1.88239	1
0.0172044	1.88242	-2.88242	1.88242	1
0.0172054	1.88245	-2.88245	1.88245	1
0.0172064	1.88248	-2.88248	1.88248	1
0.0172074	1.88251	-2.88251	1.88251	1
0.0172084	1.88254	-2.88254	1.88254	1
0.0172094	1.88257	-2.88257	1.88257	1
0.0172104	1.8826	-2.8826	1.8826	1
0.0172114	1.88263	-2.88263	1.88263	1
0.0172124	1.88266	-2.88266	1.88266	1
0.0172134	1.88269	-2.88269	1.88269	1
0.0172144	1.88272	-2.88272	1.88272	1
0.0172154	1.88275	-2.88275	1.88275	1
0.0172164	1.88278	-2.88278	1.88278	1
0.0172174	1.88281	-2.88281	1.88281	1
0.0172184	1.88284	-2.88283	1.88284	1
0.0172194	1.88286	-2.88286	1.88286	1
0.0172204	1.88289	-2.88289	1.88289	1
0.0172214	1.88292	-2.88292	1.88292	1
0.0172224	1.88295	-2.88295	1.88295	1
0.0172234	1.88298	-2.88298	1.88298	1
0.0172244	1.88301	-2.88301	1.88301	1
0.0172254	1.88304	-2.88304	1.88304	1
0.0172264	1.88307	-2.88307	1.88307	1
0.0172274	1.8831	-2.8831	1.8831	1
0.0172284	1.88313	-2.88313	1.88313	1
0.0172294	1.88316	-2.88316	1.88316	1
0.0172304	1.88319	-2.88319	1.88319	1
0.0172314	1.88322	-2.88322	1.88322	1
0.0172324	1.88325	-2.88325	1.88325	1
0.0172334	1.88328	-2.88328	1.88328	1
0.0172344	1.88331	-2.88331	1.88331	1
0.0172354	1.88334	-2.88334	1.88334	1
0.0172364	1.88337	-2.88337	1.88337	1
0.0172374	1.8834	-2.8834	1.8834	1
0.0172384	1.88342	-2.88342	1.88342	1
0.0172394	1.88345	-2.88345	1.88345	1
0.0172404	1.88348	-2.88348	1.88348	1
0.0172414	1.88351	-2.88351	1.88351	1
0.0172424	1.88354	-2.88354	1.88354	1
0.0172434	1.88357	-2.88357	1.88357	1
0.0172444	1.8836	-2.8836	1.8836	1
0.0172454	1.88363	-2.88363	1.88363	1
0.0172464	1.88366	-2.88366	1.88366	1
0.0172474	1.88369	-2.88369	1.88369	1
0.0172484	1.88372	-2.88372	1.88372	1
0.0172494	1.88375	-2.88375	1.88375	1
0.0172504	1.88378	-2.88378	1.88378	1
0.0172514	1.88381	-2.88381	1.88381	1
0.0172524	1.88384	-2.88384	1.88384	1
0.0172534	1.88387	-2.88387	1.88387	1
0.0172544	1.8839	-2.8839	1.8839	1
0.0172554	1.88392	-2.88392	1.88392	1
0.0172564	1.88395	-2.88395	1.88395	1
0.0172574	1.88398	-2.88398	1.88398	1
0.0172584	1.88401	-2.88401	1.88401	1
0.0172594	1.88404	-2.88404	1.88404	1
0.0172604	1.88407	-2.88407	1.88407	1
0.0172614	1.8841	-2.8841	1.8841	1
0.0172624	1.88413	-2.88413	1.88413	1
0.0172634	1.88416	-2.88416	1.88416	1
0.0172644	1.88419	-2.88419	1.88419	1
0.0172654	1.88422	-2.88422	1.88422	1
0.0172664	1.88425	-2.88425	1.88425	1
0.0172674	1.88428	-2.88428	1.88428	1
0.0172684	1.88431	-2.88431	1.88431	1
0.0172694	1.88434	-2.88434	1.88434	1
