time	N001	V1	R1	I1
0.0240821	1.99834	-2.99834	1.99834	1
0.0240831	1.99834	-2.99834	1.99834	1
0.0240841	1.99834	-2.99834	1.99834	1
0.0240851	1.99835	-2.99835	1.99835	1
0.0240861	1.99835	-2.99835	1.99835	1
0.0240871	1.99836	-2.99836	1.99836	1
0.0240881	1.99836	-2.99836	1.99836	1
0.0240891	1.99836	-2.99836	1.99836	1
0.0240901	1.99837	-2.99837	1.99837	1
0.0240911	1.99837	-2.99837	1.99837	1
0.0240921	1.99837	-2.99837	1.99837	1
0.0240931	1.99838	-2.99838	1.99838	1
0.0240941	1.99838	-2.99838	1.99838	1
0.0240951	1.99838	-2.99838	1.99838	1
0.0240961	1.99839	-2.99839	1.99839	1
0.0240971	1.99839	-2.99839	1.99839	1
0.0240981	1.99839	-2.99839	1.99839	1
0.0240991	1.9984	-2.9984	1.9984	1
0.0241001	1.9984	-2.9984	1.9984	1
0.0241011	1.99841	-2.99841	1.99841	1
0.0241021	1.99841	-2.99841	1.99841	1
0.0241031	1.99841	-2.99841	1.99841	1
0.0241041	1.99842	-2.99842	1.99842	1
0.0241051	1.99842	-2.99842	1.99842	1
0.0241061	1.99842	-2.99842	1.99842	1
0.0241071	1.99843	-2.99843	1.99843	1
0.0241081	1.99843	-2.99843	1.99843	1
0.0241091	1.99843	-2.99843	1.99843	1
0.0241101	1.99844	-2.99844	1.99844	1
0.0241111	1.99844	-2.99844	1.99844	1
0.0241121	1.99844	-2.99844	1.99844	1
0.0241131	1.99845	-2.99845	1.99845	1
0.0241141	1.99845	-2.99845	1.99845	1
0.0241151	1.99845	-2.99845	1.99845	1
0.0241161	1.99846	-2.99846	1.99846	1
0.0241171	1.99846	-2.99846	1.99846	1
0.0241181	1.99847	-2.99847	1.99847	1
0.0241191	1.99847	-2.99847	1.99847	1
0.0241201	1.99847	-2.99847	1.99847	1
0.0241211	1.99848	-2.99848	1.99848	1
0.0241221	1.99848	-2.99848	1.99848	1
0.0241231	1.99848	-2.99848	1.99848	1
0.0241241	1.99849	-2.99849	1.99849	1
0.0241251	1.99849	-2.99849	1.99849	1
0.0241261	1.99849	-2.99849	1.99849	1
0.0241271	1.9985	-2.9985	1.9985	1
0.0241281	1.9985	-2.9985	1.9985	1
0.0241291	1.9985	-2.9985	1.9985	1
0.0241301	1.99851	-2.99851	1.99851	1
0.0241311	1.99851	-2.99851	1.99851	1
0.0241321	1.99851	-2.99851	1.99851	1
0.0241331	1.99852	-2.99852	1.99852	1
0.0241341	1.99852	-2.99852	1.99852	1
0.0241351	1.99852	-2.99852	1.99852	1
0.0241361	1.99853	-2.99853	1.99853	1
0.0241371	1.99853	-2.99853	1.99853	1
0.0241381	1.99853	-2.99853	1.99853	1
0.0241391	1.99854	-2.99854	1.99854	1
0.0241401	1.99854	-2.99854	1.99854	1
0.0241411	1.99854	-2.99854	1.99854	1
0.0241421	1.99855	-2.99855	1.99855	1
0.0241431	1.99855	-2.99855	1.99855	1
0.0241441	1.99855	-2.99855	1.99855	1
0.0241451	1.99856	-2.99856	1.99856	1
0.0241461	1.99856	-2.99856	1.99856	1
0.0241471	1.99856	-2.99856	1.99856	1
0.0241481	1.99857	-2.99857	1.99857	1
0.0241491	1.99857	-2.99857	1.99857	1
0.0241501	1.99857	-2.99857	1.99857	1
0.0241511	1.99858	-2.99858	1.99858	1
0.0241521	1.99858	-2.99858	1.99858	1
0.0241531	1.99858	-2.99858	1.99858	1
0.0241541	1.99859	-2.99859	1.99859	1
0.0241551	1.99859	-2.99859	1.99859	1
0.0241561	1.99859	-2.99859	1.99859	1
0.0241571	1.9986	-2.9986	1.9986	1
0.0241581	1.9986	-2.9986	1.9986	1
0.0241591	1.9986	-2.9986	1.9986	1
0.0241601	1.99861	-2.99861	1.99861	1
0.0241611	1.99861	-2.99861	1.99861	1
0.0241621	1.99861	-2.99861	1.99861	1
0.0241631	1.99862	-2.99862	1.99862	1
0.0241641	1.99862	-2.99862	1.99862	1
0.0241651	1.99862	-2.99862	1.99862	1
0.0241661	1.99863	-2.99863	1.99863	1
0.0241671	1.99863	-2.99863	1.99863	1
0.0241681	1.99863	-2.99863	1.99863	1
0.0241691	1.99864	-2.99864	1.99864	1
0.0241701	1.99864	-2.99864	1.99864	1
0.0241711	1.99864	-2.99864	1.99864	1
0.0241721	1.99865	-2.99865	1.99865	1
0.0241731	1.99865	-2.99865	1.99865	1
0.0241741	1.99865	-2.99865	1.99865	1
0.0241751	1.99866	-2.99866	1.99866	1
0.0241761	1.99866	-2.99866	1.99866	1
0.0241771	1.99866	-2.99866	1.99866	1
0.0241781	1.99867	-2.99867	1.99867	1
0.0241791	1.99867	-2.99867	1.99867	1
0.0241801	1.99867	-2.99867	1.99867	1
0.0241811	1.99868	-2.99868	1.99868	1
0.0241821	1.99868	-2.99868	1.99868	1
0.0241831	1.99868	-2.99868	1.99868	1
0.0241841	1.99869	-2.99869	1.99869	1
0.0241851	1.99869	-2.99869	1.99869	1
0.0241861	1.99869	-2.99869	1.99869	1
0.0241871	1.9987	-2.9987	1.9987	1
0.0241881	1.9987	-2.9987	1.9987	1
0.0241891	1.9987	-2.9987	1.9987	1
0.0241901	1.99871	-2.99871	1.99871	1
0.0241911	1.99871	-2.99871	1.99871	1
0.0241921	1.99871	-2.99871	1.99871	1
0.0241931	1.99872	-2.99871	1.99872	1
0.0241941	1.99872	-2.99872	1.99872	1
0.0241951	1.99872	-2.99872	1.99872	1
0.0241961	1.99872	-2.99872	1.99872	1
0.0241971	1.99873	-2.99873	1.99873	1
0.0241981	1.99873	-2.99873	1.99873	1
0.0241991	1.99873	-2.99873	1.99873	1
0.0242001	1.99874	-2.99874	1.99874	1
0.0242011	1.99874	-2.99874	1.99874	1
0.0242021	1.99874	-2.99874	1.99874	1
0.0242031	1.99875	-2.99875	1.99875	1
0.0242041	1.99875	-2.99875	1.99875	1
0.0242051	1.99875	-2.99875	1.99875	1
0.0242061	1.99876	-2.99876	1.99876	1
0.0242071	1.99876	-2.99876	1.99876	1
0.0242081	1.99876	-2.99876	1.99876	1
0.0242091	1.99877	-2.99877	1.99877	1
0.0242101	1.99877	-2.99877	1.99877	1
0.0242111	1.99877	-2.99877	1.99877	1
0.0242121	1.99877	-2.99877	1.99877	1
0.0242131	1.99878	-2.99878	1.99878	1
0.0242141	1.99878	-2.99878	1.99878	1
0.0242151	1.99878	-2.99878	1.99878	1
0.0242161	1.99879	-2.99879	1.99879	1
0.0242171	1.99879	-2.99879	1.99879	1
0.0242181	1.99879	-2.99879	1.99879	1
0.0242191	1.9988	-2.9988	1.9988	1
0.0242201	1.9988	-2.9988	1.9988	1
0.0242211	1.9988	-2.9988	1.9988	1
0.0242221	1.99881	-2.99881	1.99881	1
0.0242231	1.99881	-2.99881	1.99881	1
0.0242241	1.99881	-2.99881	1.99881	1
0.0242251	1.99881	-2.99882	1.99881	1
0.0242261	1.99882	-2.99882	1.99882	1
0.0242271	1.99882	-2.99882	1.99882	1
0.0242281	1.99882	-2.99882	1.99882	1
0.0242291	1.99883	-2.99883	1.99883	1
0.0242301	1.99883	-2.99883	1.99883	1
0.0242311	1.99883	-2.99883	1.99883	1
0.0242321	1.99884	-2.99884	1.99884	1
0.0242331	1.99884	-2.99884	1.99884	1
0.0242341	1.99884	-2.99884	1.99884	1
0.0242351	1.99885	-2.99885	1.99885	1
0.0242361	1.99885	-2.99885	1.99885	1
0.0242371	1.99885	-2.99885	1.99885	1
0.0242381	1.99885	-2.99885	1.99885	1
0.0242391	1.99886	-2.99886	1.99886	1
0.0242401	1.99886	-2.99886	1.99886	1
0.0242411	1.99886	-2.99886	1.99886	1
0.0242421	1.99887	-2.99887	1.99887	1
0.0242431	1.99887	-2.99887	1.99887	1
0.0242441	1.99887	-2.99887	1.99887	1
0.0242451	1.99888	-2.99888	1.99888	1
0.0242461	1.99888	-2.99888	1.99888	1
0.0242471	1.99888	-2.99888	1.99888	1
0.0242481	1.99888	-2.99888	1.99888	1
0.0242491	1.99889	-2.99889	1.99889	1
0.0242501	1.99889	-2.99889	1.99889	1
0.0242511	1.99889	-2.99889	1.99889	1
0.0242521	1.9989	-2.9989	1.9989	1
0.0242531	1.9989	-2.9989	1.9989	1
0.0242541	1.9989	-2.9989	1.9989	1
0.0242551	1.9989	-2.9989	1.9989	1
0.0242561	1.99891	-2.99891	1.99891	1
0.0242571	1.99891	-2.99891	1.99891	1
0.0242581	1.99891	-2.99891	1.99891	1
0.0242591	1.99892	-2.99892	1.99892	1
0.0242601	1.99892	-2.99892	1.99892	1
0.0242611	1.99892	-2.99892	1.99892	1
0.0242621	1.99893	-2.99893	1.99893	1
0.0242631	1.99893	-2.99893	1.99893	1
0.0242641	1.99893	-2.99893	1.99893	1
0.0242651	1.99893	-2.99893	1.99893	1
0.0242661	1.99894	-2.99894	1.99894	1
0.0242671	1.99894	-2.99894	1.99894	1
0.0242681	1.99894	-2.99894	1.99894	1
0.0242691	1.99895	-2.99895	1.99895	1
0.0242701	1.99895	-2.99895	1.99895	1
0.0242711	1.99895	-2.99895	1.99895	1
0.0242721	1.99895	-2.99895	1.99895	1
0.0242731	1.99896	-2.99896	1.99896	1
0.0242741	1.99896	-2.99896	1.99896	1
0.0242751	1.99896	-2.99896	1.99896	1
0.0242761	1.99897	-2.99897	1.99897	1
0.0242771	1.99897	-2.99897	1.99897	1
0.0242781	1.99897	-2.99897	1.99897	1
0.0242791	1.99897	-2.99897	1.99897	1
0.0242801	1.99898	-2.99898	1.99898	1
0.0242811	1.99898	-2.99898	1.99898	1
0.0242821	1.99898	-2.99898	1.99898	1
0.0242831	1.99899	-2.99899	1.99899	1
0.0242841	1.99899	-2.99899	1.99899	1
0.0242851	1.99899	-2.99899	1.99899	1
0.0242861	1.99899	-2.99899	1.99899	1
0.0242871	1.999	-2.999	1.999	1
0.0242881	1.999	-2.999	1.999	1
0.0242891	1.999	-2.999	1.999	1
0.0242901	1.99901	-2.99901	1.99901	1
0.0242911	1.99901	-2.99901	1.99901	1
0.0242921	1.99901	-2.99901	1.99901	1
0.0242931	1.99901	-2.99901	1.99901	1
0.0242941	1.99902	-2.99902	1.99902	1
0.0242951	1.99902	-2.99902	1.99902	1
0.0242961	1.99902	-2.99902	1.99902	1
0.0242971	1.99902	-2.99902	1.99902	1
0.0242981	1.99903	-2.99903	1.99903	1
0.0242991	1.99903	-2.99903	1.99903	1
0.0243001	1.99903	-2.99903	1.99903	1
0.0243011	1.99904	-2.99904	1.99904	1
0.0243021	1.99904	-2.99904	1.99904	1
0.0243031	1.99904	-2.99904	1.99904	1
0.0243041	1.99904	-2.99904	1.99904	1
0.0243051	1.99905	-2.99905	1.99905	1
0.0243061	1.99905	-2.99905	1.99905	1
0.0243071	1.99905	-2.99905	1.99905	1
0.0243081	1.99906	-2.99906	1.99906	1
0.0243091	1.99906	-2.99906	1.99906	1
0.0243101	1.99906	-2.99906	1.99906	1
0.0243111	1.99906	-2.99906	1.99906	1
0.0243121	1.99907	-2.99907	1.99907	1
0.0243131	1.99907	-2.99907	1.99907	1
0.0243141	1.99907	-2.99907	1.99907	1
0.0243151	1.99907	-2.99907	1.99907	1
0.0243161	1.99908	-2.99908	1.99908	1
0.0243171	1.99908	-2.99908	1.99908	1
0.0243181	1.99908	-2.99908	1.99908	1
0.0243191	1.99909	-2.99908	1.99908	1
0.0243201	1.99909	-2.99909	1.99909	1
0.0243211	1.99909	-2.99909	1.99909	1
0.0243221	1.99909	-2.99909	1.99909	1
0.0243231	1.9991	-2.9991	1.9991	1
0.0243241	1.9991	-2.9991	1.9991	1
0.0243251	1.9991	-2.9991	1.9991	1
0.0243261	1.9991	-2.9991	1.9991	1
0.0243271	1.99911	-2.99911	1.99911	1
0.0243281	1.99911	-2.99911	1.99911	1
0.0243291	1.99911	-2.99911	1.99911	1
0.0243301	1.99911	-2.99911	1.99911	1
0.0243311	1.99912	-2.99912	1.99912	1
0.0243321	1.99912	-2.99912	1.99912	1
0.0243331	1.99912	-2.99912	1.99912	1
0.0243341	1.99912	-2.99913	1.99912	1
0.0243351	1.99913	-2.99913	1.99913	1
0.0243361	1.99913	-2.99913	1.99913	1
0.0243371	1.99913	-2.99913	1.99913	1
0.0243381	1.99914	-2.99914	1.99914	1
0.0243391	1.99914	-2.99914	1.99914	1
0.0243401	1.99914	-2.99914	1.99914	1
0.0243411	1.99914	-2.99914	1.99914	1
0.0243421	1.99915	-2.99915	1.99915	1
0.0243431	1.99915	-2.99915	1.99915	1
0.0243441	1.99915	-2.99915	1.99915	1
0.0243451	1.99915	-2.99915	1.99915	1
0.0243461	1.99916	-2.99916	1.99916	1
0.0243471	1.99916	-2.99916	1.99916	1
0.0243481	1.99916	-2.99916	1.99916	1
0.0243491	1.99916	-2.99916	1.99916	1
0.0243501	1.99917	-2.99917	1.99917	1
0.0243511	1.99917	-2.99917	1.99917	1
0.0243521	1.99917	-2.99917	1.99917	1
0.0243531	1.99917	-2.99917	1.99917	1
0.0243541	1.99918	-2.99918	1.99918	1
0.0243551	1.99918	-2.99918	1.99918	1
0.0243561	1.99918	-2.99918	1.99918	1
0.0243571	1.99918	-2.99918	1.99918	1
0.0243581	1.99919	-2.99919	1.99919	1
0.0243591	1.99919	-2.99919	1.99919	1
0.0243601	1.99919	-2.99919	1.99919	1
0.0243611	1.99919	-2.99919	1.99919	1
0.0243621	1.9992	-2.9992	1.9992	1
0.0243631	1.9992	-2.9992	1.9992	1
0.0243641	1.9992	-2.9992	1.9992	1
0.0243651	1.9992	-2.9992	1.9992	1
0.0243661	1.99921	-2.99921	1.99921	1
0.0243671	1.99921	-2.99921	1.99921	1
0.0243681	1.99921	-2.99921	1.99921	1
0.0243691	1.99921	-2.99921	1.99921	1
0.0243701	1.99922	-2.99922	1.99922	1
0.0243711	1.99922	-2.99922	1.99922	1
0.0243721	1.99922	-2.99922	1.99922	1
0.0243731	1.99922	-2.99922	1.99922	1
0.0243741	1.99923	-2.99923	1.99923	1
0.0243751	1.99923	-2.99923	1.99923	1
0.0243761	1.99923	-2.99923	1.99923	1
0.0243771	1.99923	-2.99923	1.99923	1
0.0243781	1.99924	-2.99924	1.99924	1
0.0243791	1.99924	-2.99924	1.99924	1
0.0243801	1.99924	-2.99924	1.99924	1
0.0243811	1.99924	-2.99924	1.99924	1
0.0243821	1.99925	-2.99925	1.99925	1
0.0243831	1.99925	-2.99925	1.99925	1
0.0243841	1.99925	-2.99925	1.99925	1
0.0243851	1.99925	-2.99925	1.99925	1
0.0243861	1.99926	-2.99926	1.99926	1
0.0243871	1.99926	-2.99926	1.99926	1
0.0243881	1.99926	-2.99926	1.99926	1
0.0243891	1.99926	-2.99926	1.99926	1
0.0243901	1.99927	-2.99927	1.99927	1
0.0243911	1.99927	-2.99927	1.99927	1
0.0243921	1.99927	-2.99927	1.99927	1
0.0243931	1.99927	-2.99927	1.99927	1
0.0243941	1.99928	-2.99928	1.99928	1
0.0243951	1.99928	-2.99928	1.99928	1
0.0243961	1.99928	-2.99928	1.99928	1
0.0243971	1.99928	-2.99928	1.99928	1
0.0243981	1.99929	-2.99928	1.99928	1
0.0243991	1.99929	-2.99929	1.99929	1
0.0244001	1.99929	-2.99929	1.99929	1
0.0244011	1.99929	-2.99929	1.99929	1
0.0244021	1.99929	-2.99929	1.99929	1
0.0244031	1.9993	-2.9993	1.9993	1
0.0244041	1.9993	-2.9993	1.9993	1
0.0244051	1.9993	-2.9993	1.9993	1
0.0244061	1.9993	-2.9993	1.9993	1
0.0244071	1.99931	-2.99931	1.99931	1
0.0244081	1.99931	-2.99931	1.99931	1
0.0244091	1.99931	-2.99931	1.99931	1
0.0244101	1.99931	-2.99931	1.99931	1
0.0244111	1.99932	-2.99932	1.99932	1
0.0244121	1.99932	-2.99932	1.99932	1
0.0244131	1.99932	-2.99932	1.99932	1
0.0244141	1.99932	-2.99932	1.99932	1
0.0244151	1.99932	-2.99932	1.99932	1
0.0244161	1.99933	-2.99933	1.99933	1
0.0244171	1.99933	-2.99933	1.99933	1
0.0244181	1.99933	-2.99933	1.99933	1
0.0244191	1.99933	-2.99933	1.99933	1
0.0244201	1.99934	-2.99934	1.99934	1
0.0244211	1.99934	-2.99934	1.99934	1
0.0244221	1.99934	-2.99934	1.99934	1
0.0244231	1.99934	-2.99934	1.99934	1
0.0244241	1.99935	-2.99935	1.99935	1
0.0244251	1.99935	-2.99935	1.99935	1
0.0244261	1.99935	-2.99935	1.99935	1
0.0244271	1.99935	-2.99935	1.99935	1
0.0244281	1.99935	-2.99935	1.99935	1
0.0244291	1.99936	-2.99936	1.99936	1
0.0244301	1.99936	-2.99936	1.99936	1
0.0244311	1.99936	-2.99936	1.99936	1
0.0244321	1.99936	-2.99936	1.99936	1
0.0244331	1.99937	-2.99937	1.99937	1
0.0244341	1.99937	-2.99937	1.99937	1
0.0244351	1.99937	-2.99937	1.99937	1
0.0244361	1.99937	-2.99937	1.99937	1
0.0244371	1.99937	-2.99937	1.99937	1
0.0244381	1.99938	-2.99938	1.99938	1
0.0244391	1.99938	-2.99938	1.99938	1
0.0244401	1.99938	-2.99938	1.99938	1
0.0244411	1.99938	-2.99938	1.99938	1
0.0244421	1.99939	-2.99939	1.99939	1
0.0244431	1.99939	-2.99939	1.99939	1
0.0244441	1.99939	-2.99939	1.99939	1
0.0244451	1.99939	-2.99939	1.99939	1
0.0244461	1.99939	-2.99939	1.99939	1
0.0244471	1.9994	-2.9994	1.9994	1
0.0244481	1.9994	-2.9994	1.9994	1
0.0244491	1.9994	-2.9994	1.9994	1
0.0244501	1.9994	-2.9994	1.9994	1
0.0244511	1.99941	-2.99941	1.99941	1
0.0244521	1.99941	-2.99941	1.99941	1
0.0244531	1.99941	-2.99941	1.99941	1
0.0244541	1.99941	-2.99941	1.99941	1
0.0244551	1.99941	-2.99941	1.99941	1
0.0244561	1.99942	-2.99942	1.99942	1
0.0244571	1.99942	-2.99942	1.99942	1
0.0244581	1.99942	-2.99942	1.99942	1
0.0244591	1.99942	-2.99942	1.99942	1
0.0244601	1.99942	-2.99942	1.99942	1
0.0244611	1.99943	-2.99943	1.99943	1
0.0244621	1.99943	-2.99943	1.99943	1
0.0244631	1.99943	-2.99943	1.99943	1
0.0244641	1.99943	-2.99943	1.99943	1
0.0244651	1.99944	-2.99944	1.99944	1
0.0244661	1.99944	-2.99944	1.99944	1
0.0244671	1.99944	-2.99944	1.99944	1
0.0244681	1.99944	-2.99944	1.99944	1
0.0244692	1.99944	-2.99944	1.99944	1
0.0244702	1.99945	-2.99945	1.99945	1
0.0244712	1.99945	-2.99945	1.99945	1
0.0244722	1.99945	-2.99945	1.99945	1
0.0244732	1.99945	-2.99945	1.99945	1
0.0244742	1.99945	-2.99945	1.99945	1
0.0244752	1.99946	-2.99946	1.99946	1
0.0244762	1.99946	-2.99946	1.99946	1
0.0244772	1.99946	-2.99946	1.99946	1
0.0244782	1.99946	-2.99946	1.99946	1
0.0244792	1.99946	-2.99946	1.99946	1
0.0244802	1.99947	-2.99947	1.99947	1
0.0244812	1.99947	-2.99947	1.99947	1
0.0244822	1.99947	-2.99947	1.99947	1
0.0244832	1.99947	-2.99947	1.99947	1
0.0244842	1.99947	-2.99947	1.99947	1
0.0244852	1.99948	-2.99948	1.99948	1
0.0244862	1.99948	-2.99948	1.99948	1
0.0244872	1.99948	-2.99948	1.99948	1
0.0244882	1.99948	-2.99948	1.99948	1
0.0244892	1.99948	-2.99949	1.99948	1
0.0244902	1.99949	-2.99949	1.99949	1
0.0244912	1.99949	-2.99949	1.99949	1
0.0244922	1.99949	-2.99949	1.99949	1
0.0244932	1.99949	-2.99949	1.99949	1
0.0244942	1.99949	-2.9995	1.9995	1
0.0244952	1.9995	-2.9995	1.9995	1
0.0244962	1.9995	-2.9995	1.9995	1
0.0244972	1.9995	-2.9995	1.9995	1
0.0244982	1.9995	-2.9995	1.9995	1
0.0244992	1.9995	-2.99951	1.9995	1
0.0245002	1.99951	-2.99951	1.99951	1
0.0245012	1.99951	-2.99951	1.99951	1
0.0245022	1.99951	-2.99951	1.99951	1
0.0245032	1.99951	-2.99951	1.99951	1
0.0245042	1.99951	-2.99951	1.99951	1
0.0245052	1.99952	-2.99952	1.99952	1
0.0245062	1.99952	-2.99952	1.99952	1
0.0245072	1.99952	-2.99952	1.99952	1
0.0245082	1.99952	-2.99952	1.99952	1
0.0245092	1.99952	-2.99952	1.99952	1
0.0245102	1.99953	-2.99953	1.99953	1
0.0245112	1.99953	-2.99953	1.99953	1
0.0245122	1.99953	-2.99953	1.99953	1
0.0245132	1.99953	-2.99953	1.99953	1
0.0245142	1.99953	-2.99953	1.99953	1
0.0245152	1.99954	-2.99954	1.99954	1
0.0245162	1.99954	-2.99954	1.99954	1
0.0245172	1.99954	-2.99954	1.99954	1
0.0245182	1.99954	-2.99954	1.99954	1
0.0245192	1.99954	-2.99954	1.99954	1
0.0245202	1.99955	-2.99955	1.99955	1
0.0245212	1.99955	-2.99955	1.99955	1
0.0245222	1.99955	-2.99955	1.99955	1
0.0245232	1.99955	-2.99955	1.99955	1
0.0245242	1.99955	-2.99955	1.99955	1
0.0245252	1.99955	-2.99956	1.99955	1
0.0245262	1.99956	-2.99956	1.99956	1
0.0245272	1.99956	-2.99956	1.99956	1
0.0245282	1.99956	-2.99956	1.99956	1
0.0245292	1.99956	-2.99956	1.99956	1
0.0245302	1.99956	-2.99956	1.99956	1
0.0245312	1.99957	-2.99957	1.99957	1
0.0245322	1.99957	-2.99957	1.99957	1
0.0245332	1.99957	-2.99957	1.99957	1
0.0245342	1.99957	-2.99957	1.99957	1
0.0245352	1.99957	-2.99957	1.99957	1
0.0245362	1.99958	-2.99958	1.99958	1
0.0245372	1.99958	-2.99958	1.99958	1
0.0245382	1.99958	-2.99958	1.99958	1
0.0245392	1.99958	-2.99958	1.99958	1
0.0245402	1.99958	-2.99958	1.99958	1
0.0245412	1.99958	-2.99958	1.99958	1
0.0245422	1.99959	-2.99959	1.99959	1
0.0245432	1.99959	-2.99959	1.99959	1
0.0245442	1.99959	-2.99959	1.99959	1
0.0245452	1.99959	-2.99959	1.99959	1
0.0245462	1.99959	-2.99959	1.99959	1
0.0245472	1.9996	-2.9996	1.9996	1
0.0245482	1.9996	-2.9996	1.9996	1
0.0245492	1.9996	-2.9996	1.9996	1
0.0245502	1.9996	-2.9996	1.9996	1
0.0245512	1.9996	-2.9996	1.9996	1
0.0245522	1.9996	-2.9996	1.9996	1
0.0245532	1.99961	-2.99961	1.99961	1
0.0245542	1.99961	-2.99961	1.99961	1
0.0245552	1.99961	-2.99961	1.99961	1
0.0245562	1.99961	-2.99961	1.99961	1
0.0245572	1.99961	-2.99961	1.99961	1
0.0245582	1.99961	-2.99961	1.99961	1
0.0245592	1.99962	-2.99962	1.99962	1
0.0245602	1.99962	-2.99962	1.99962	1
0.0245612	1.99962	-2.99962	1.99962	1
0.0245622	1.99962	-2.99962	1.99962	1
0.0245632	1.99962	-2.99962	1.99962	1
0.0245642	1.99963	-2.99963	1.99963	1
0.0245652	1.99963	-2.99963	1.99963	1
0.0245662	1.99963	-2.99963	1.99963	1
0.0245672	1.99963	-2.99963	1.99963	1
0.0245682	1.99963	-2.99963	1.99963	1
0.0245692	1.99963	-2.99963	1.99963	1
0.0245702	1.99964	-2.99964	1.99964	1
0.0245712	1.99964	-2.99964	1.99964	1
0.0245722	1.99964	-2.99964	1.99964	1
0.0245732	1.99964	-2.99964	1.99964	1
0.0245742	1.99964	-2.99964	1.99964	1
0.0245752	1.99964	-2.99964	1.99964	1
0.0245762	1.99965	-2.99965	1.99965	1
0.0245772	1.99965	-2.99965	1.99965	1
0.0245782	1.99965	-2.99965	1.99965	1
0.0245792	1.99965	-2.99965	1.99965	1
0.0245802	1.99965	-2.99965	1.99965	1
0.0245812	1.99965	-2.99965	1.99965	1
0.0245822	1.99966	-2.99966	1.99966	1
0.0245832	1.99966	-2.99966	1.99966	1
0.0245842	1.99966	-2.99966	1.99966	1
0.0245852	1.99966	-2.99966	1.99966	1
0.0245862	1.99966	-2.99966	1.99966	1
0.0245872	1.99966	-2.99966	1.99966	1
0.0245882	1.99967	-2.99967	1.99967	1
0.0245892	1.99967	-2.99967	1.99967	1
0.0245902	1.99967	-2.99967	1.99967	1
0.0245912	1.99967	-2.99967	1.99967	1
0.0245922	1.99967	-2.99967	1.99967	1
0.0245932	1.99967	-2.99967	1.99967	1
0.0245942	1.99967	-2.99967	1.99967	1
0.0245952	1.99968	-2.99968	1.99968	1
0.0245962	1.99968	-2.99968	1.99968	1
0.0245972	1.99968	-2.99968	1.99968	1
0.0245982	1.99968	-2.99968	1.99968	1
0.0245992	1.99968	-2.99968	1.99968	1
0.0246002	1.99968	-2.99968	1.99968	1
0.0246012	1.99969	-2.99969	1.99969	1
0.0246022	1.99969	-2.99969	1.99969	1
0.0246032	1.99969	-2.99969	1.99969	1
0.0246042	1.99969	-2.99969	1.99969	1
0.0246052	1.99969	-2.99969	1.99969	1
0.0246062	1.99969	-2.99969	1.99969	1
0.0246072	1.9997	-2.9997	1.9997	1
0.0246082	1.9997	-2.9997	1.9997	1
0.0246092	1.9997	-2.9997	1.9997	1
0.0246102	1.9997	-2.9997	1.9997	1
0.0246112	1.9997	-2.9997	1.9997	1
0.0246122	1.9997	-2.9997	1.9997	1
0.0246132	1.9997	-2.9997	1.9997	1
0.0246142	1.99971	-2.99971	1.99971	1
0.0246152	1.99971	-2.99971	1.99971	1
0.0246162	1.99971	-2.99971	1.99971	1
0.0246172	1.99971	-2.99971	1.99971	1
0.0246182	1.99971	-2.99971	1.99971	1
0.0246192	1.99971	-2.99971	1.99971	1
0.0246202	1.99972	-2.99972	1.99972	1
0.0246212	1.99972	-2.99972	1.99972	1
0.0246222	1.99972	-2.99972	1.99972	1
0.0246232	1.99972	-2.99972	1.99972	1
0.0246242	1.99972	-2.99972	1.99972	1
0.0246252	1.99972	-2.99972	1.99972	1
0.0246262	1.99972	-2.99972	1.99972	1
0.0246272	1.99973	-2.99973	1.99973	1
0.0246282	1.99973	-2.99973	1.99973	1
0.0246292	1.99973	-2.99973	1.99973	1
0.0246302	1.99973	-2.99973	1.99973	1
0.0246312	1.99973	-2.99973	1.99973	1
0.0246322	1.99973	-2.99973	1.99973	1
0.0246332	1.99973	-2.99973	1.99973	1
0.0246342	1.99974	-2.99974	1.99974	1
0.0246352	1.99974	-2.99974	1.99974	1
0.0246362	1.99974	-2.99974	1.99974	1
0.0246372	1.99974	-2.99974	1.99974	1
0.0246382	1.99974	-2.99974	1.99974	1
0.0246392	1.99974	-2.99974	1.99974	1
0.0246402	1.99974	-2.99974	1.99974	1
0.0246412	1.99975	-2.99975	1.99975	1
0.0246422	1.99975	-2.99975	1.99975	1
0.0246432	1.99975	-2.99975	1.99975	1
0.0246442	1.99975	-2.99975	1.99975	1
0.0246452	1.99975	-2.99975	1.99975	1
0.0246462	1.99975	-2.99975	1.99975	1
0.0246472	1.99975	-2.99975	1.99975	1
0.0246482	1.99976	-2.99976	1.99976	1
0.0246492	1.99976	-2.99976	1.99976	1
0.0246502	1.99976	-2.99976	1.99976	1
0.0246512	1.99976	-2.99976	1.99976	1
0.0246522	1.99976	-2.99976	1.99976	1
0.0246532	1.99976	-2.99976	1.99976	1
0.0246542	1.99976	-2.99976	1.99976	1
0.0246552	1.99977	-2.99977	1.99977	1
0.0246562	1.99977	-2.99977	1.99977	1
0.0246572	1.99977	-2.99977	1.99977	1
0.0246582	1.99977	-2.99977	1.99977	1
0.0246592	1.99977	-2.99977	1.99977	1
0.0246602	1.99977	-2.99977	1.99977	1
0.0246612	1.99977	-2.99977	1.99977	1
0.0246622	1.99977	-2.99977	1.99977	1
0.0246632	1.99978	-2.99978	1.99978	1
0.0246642	1.99978	-2.99978	1.99978	1
