time	V(n001)	V(n002)	I(C1)	I(I1)	I(R1)	I(V1)
2.848632878687777e-01	-8.140361e-01	2.527709e-03	-8.157978e-01	1.000000e+00	-8.157978e-01	-1.842022e-01
2.858398503687777e-01	-7.768882e-01	1.749533e-03	-7.779067e-01	1.000000e+00	-7.779067e-01	-2.220933e-01
2.868164128687777e-01	-7.368163e-01	1.009767e-03	-7.371327e-01	1.000000e+00	-7.371327e-01	-2.628672e-01
2.877929753687777e-01	-6.939712e-01	3.111530e-04	-6.936293e-01	1.000000e+00	-6.936293e-01	-3.063707e-01
2.887695378687777e-01	-6.485141e-01	-3.437247e-04	-6.475601e-01	1.000000e+00	-6.475601e-01	-3.524399e-01
2.897461003687777e-01	-6.006162e-01	-9.524448e-04	-5.990986e-01	1.000000e+00	-5.990986e-01	-4.009014e-01
2.907226628687777e-01	-5.504576e-01	-1.512760e-03	-5.484269e-01	1.000000e+00	-5.484269e-01	-4.515731e-01
2.916992253687777e-01	-4.982273e-01	-2.022605e-03	-4.957359e-01	1.000000e+00	-4.957359e-01	-5.042641e-01
2.926757878687777e-01	-4.441218e-01	-2.480105e-03	-4.412238e-01	1.000000e+00	-4.412238e-01	-5.587762e-01
2.936523503687777e-01	-3.883447e-01	-2.883581e-03	-3.850957e-01	1.000000e+00	-3.850957e-01	-6.149043e-01
2.946289128687777e-01	-3.311059e-01	-3.231559e-03	-3.275628e-01	1.000000e+00	-3.275628e-01	-6.724372e-01
2.956054753687777e-01	-2.726209e-01	-3.522772e-03	-2.688417e-01	1.000000e+00	-2.688417e-01	-7.311583e-01
2.965820378687777e-01	-2.131099e-01	-3.756168e-03	-2.091532e-01	1.000000e+00	-2.091532e-01	-7.908468e-01
2.975586003687777e-01	-1.527968e-01	-3.930912e-03	-1.487221e-01	1.000000e+00	-1.487221e-01	-8.512779e-01
2.985351628687777e-01	-9.190854e-02	-4.046389e-03	-8.777568e-02	1.000000e+00	-8.777568e-02	-9.122243e-01
2.995117253687777e-01	-3.067439e-02	-4.102209e-03	-2.654332e-02	1.000000e+00	-2.654332e-02	-9.734567e-01
3.004882878687777e-01	3.067522e-02	-4.098204e-03	3.474456e-02	1.000000e+00	3.474456e-02	-1.034745e+00
3.014648503687777e-01	9.190937e-02	-4.034434e-03	9.585732e-02	1.000000e+00	9.585732e-02	-1.095857e+00
3.024414128687777e-01	1.527976e-01	-3.911181e-03	1.565650e-01	1.000000e+00	1.565650e-01	-1.156565e+00
3.034179753687777e-01	2.131107e-01	-3.728952e-03	2.166392e-01	1.000000e+00	2.166392e-01	-1.216639e+00
3.043945378687777e-01	2.726218e-01	-3.488477e-03	2.758537e-01	1.000000e+00	2.758537e-01	-1.275854e+00
3.053711003687777e-01	3.311067e-01	-3.190704e-03	3.339859e-01	1.000000e+00	3.339859e-01	-1.333986e+00
3.063476628687777e-01	3.883454e-01	-2.836796e-03	3.908168e-01	1.000000e+00	3.908168e-01	-1.390817e+00
3.073242253687777e-01	4.441225e-01	-2.428130e-03	4.461327e-01	1.000000e+00	4.461327e-01	-1.446133e+00
3.083007878687777e-01	4.982280e-01	-1.966285e-03	4.997255e-01	1.000000e+00	4.997255e-01	-1.499726e+00
3.092773503687777e-01	5.504583e-01	-1.453043e-03	5.513934e-01	1.000000e+00	5.513934e-01	-1.551393e+00
3.102539128687777e-01	6.006168e-01	-8.903795e-04	6.009420e-01	1.000000e+00	6.009420e-01	-1.600942e+00
3.112304753687777e-01	6.485147e-01	-2.804542e-04	6.481850e-01	1.000000e+00	6.481850e-01	-1.648185e+00
3.122070378687777e-01	6.939718e-01	3.743941e-04	6.929444e-01	1.000000e+00	6.929444e-01	-1.692944e+00
3.131836003687777e-01	7.368168e-01	1.071658e-03	7.350519e-01	1.000000e+00	7.350519e-01	-1.735052e+00
3.141601628687777e-01	7.768887e-01	1.808670e-03	7.743491e-01	1.000000e+00	7.743491e-01	-1.774349e+00
3.151367253687777e-01	8.140365e-01	2.582614e-03	8.106880e-01	1.000000e+00	8.106880e-01	-1.810688e+00
3.170898503687777e-01	8.790124e-01	4.229346e-03	8.739560e-01	1.000000e+00	8.739560e-01	-1.873956e+00
3.190429753687777e-01	9.307671e-01	5.986746e-03	9.239045e-01	1.000000e+00	9.239045e-01	-1.923905e+00
3.209961003687777e-01	9.685222e-01	7.828040e-03	9.597828e-01	1.000000e+00	9.597828e-01	-1.959783e+00
3.229492253687777e-01	9.917098e-01	9.725194e-03	9.810514e-01	1.000000e+00	9.810514e-01	-1.981051e+00
3.249023503687777e-01	9.999812e-01	1.164933e-02	9.873909e-01	1.000000e+00	9.873909e-01	-1.987391e+00
3.268554753687777e-01	9.932119e-01	1.357118e-02	9.787062e-01	1.000000e+00	9.787062e-01	-1.978706e+00
3.288086003687777e-01	9.715038e-01	1.546149e-02	9.551282e-01	1.000000e+00	9.551282e-01	-1.955128e+00
3.307617253687777e-01	9.351833e-01	1.729150e-02	9.170119e-01	1.000000e+00	9.170119e-01	-1.917012e+00
3.327148503687777e-01	8.847969e-01	1.903334e-02	8.649310e-01	1.000000e+00	8.649310e-01	-1.864931e+00
3.346679753687777e-01	8.211023e-01	2.066048e-02	7.996691e-01	1.000000e+00	7.996691e-01	-1.799669e+00
3.366211003687777e-01	7.450575e-01	2.214811e-02	7.222084e-01	1.000000e+00	7.222084e-01	-1.722208e+00
3.385742253687777e-01	6.578064e-01	2.347352e-02	6.337139e-01	1.000000e+00	6.337139e-01	-1.633714e+00
3.405273503687777e-01	5.606613e-01	2.461645e-02	5.355172e-01	1.000000e+00	5.355172e-01	-1.535517e+00
3.424804753687777e-01	4.550832e-01	2.555936e-02	4.290957e-01	1.000000e+00	4.290957e-01	-1.429096e+00
3.444336003687777e-01	3.426603e-01	2.628775e-02	3.160502e-01	1.000000e+00	3.160502e-01	-1.316050e+00
3.463867253687777e-01	2.250835e-01	2.679032e-02	1.980814e-01	1.000000e+00	1.980814e-01	-1.198081e+00
3.483398503687777e-01	1.041212e-01	2.705920e-02	7.696405e-02	1.000000e+00	7.696405e-02	-1.076964e+00
3.493164128687777e-01	4.293784e-02	2.710449e-02	1.579295e-02	1.000000e+00	1.579295e-02	-1.015793e+00
3.512695378687777e-01	-7.968285e-02	2.701573e-02	-1.066236e-01	1.000000e+00	-1.066236e-01	-8.933764e-01
3.532226628687777e-01	-2.011050e-01	2.668904e-02	-2.276049e-01	1.000000e+00	-2.276049e-01	-7.723951e-01
3.551757878687777e-01	-3.195024e-01	2.612903e-02	-3.453308e-01	1.000000e+00	-3.453308e-01	-6.546692e-01
3.571289128687777e-01	-4.330942e-01	2.534378e-02	-4.580305e-01	1.000000e+00	-4.580305e-01	-5.419695e-01
3.590820378687777e-01	-5.401718e-01	2.434477e-02	-5.640084e-01	1.000000e+00	-5.640084e-01	-4.359917e-01
3.600586003687777e-01	-5.907601e-01	2.376958e-02	-6.139737e-01	1.000000e+00	-6.139737e-01	-3.860263e-01
3.610351628687777e-01	-6.391248e-01	2.314671e-02	-6.616701e-01	1.000000e+00	-6.616701e-01	-3.383299e-01
3.620117253687777e-01	-6.850840e-01	2.247846e-02	-7.069178e-01	1.000000e+00	-7.069178e-01	-2.930822e-01
3.629882878687777e-01	-7.284647e-01	2.176729e-02	-7.495465e-01	1.000000e+00	-7.495465e-01	-2.504535e-01
3.639648503687777e-01	-7.691036e-01	2.101585e-02	-7.893958e-01	1.000000e+00	-7.893958e-01	-2.106042e-01
3.649414128687777e-01	-8.068478e-01	2.022693e-02	-8.263155e-01	1.000000e+00	-8.263155e-01	-1.736845e-01
3.659179753687777e-01	-8.415552e-01	1.940345e-02	-8.601668e-01	1.000000e+00	-8.601668e-01	-1.398332e-01
3.668945378687777e-01	-8.730952e-01	1.854848e-02	-8.908221e-01	1.000000e+00	-8.908221e-01	-1.091779e-01
3.678711003687777e-01	-9.013490e-01	1.766519e-02	-9.181661e-01	1.000000e+00	-9.181661e-01	-8.183391e-02
3.688476628687777e-01	-9.262104e-01	1.675685e-02	-9.420958e-01	1.000000e+00	-9.420958e-01	-5.790426e-02
3.698242253687777e-01	-9.475857e-01	1.582687e-02	-9.625210e-01	1.000000e+00	-9.625210e-01	-3.747904e-02
3.708007878687777e-01	-9.653946e-01	1.487868e-02	-9.793649e-01	1.000000e+00	-9.793649e-01	-2.063515e-02
3.717773503687777e-01	-9.795699e-01	1.391582e-02	-9.925640e-01	1.000000e+00	-9.925640e-01	-7.436047e-03
3.727539128687777e-01	-9.900582e-01	1.294188e-02	-1.002069e+00	1.000000e+00	-1.002069e+00	2.068562e-03
3.737304753687777e-01	-9.968203e-01	1.196048e-02	-1.007843e+00	1.000000e+00	-1.007843e+00	7.842860e-03
3.747070378687777e-01	-9.998306e-01	1.097527e-02	-1.009865e+00	1.000000e+00	-1.009865e+00	9.865075e-03
3.756836003687777e-01	-9.990777e-01	9.989923e-03	-1.008127e+00	1.000000e+00	-1.008127e+00	8.127557e-03
3.766601628687777e-01	-9.945645e-01	9.008104e-03	-1.002637e+00	1.000000e+00	-1.002637e+00	2.636803e-03
3.776367253687777e-01	-9.863080e-01	8.033470e-03	-9.934134e-01	1.000000e+00	-9.934134e-01	-6.586561e-03
3.786132878687777e-01	-9.743393e-01	7.069649e-03	-9.804921e-01	1.000000e+00	-9.804921e-01	-1.950786e-02
3.795898503687777e-01	-9.587033e-01	6.120229e-03	-9.639215e-01	1.000000e+00	-9.639215e-01	-3.607850e-02
3.805664128687777e-01	-9.394591e-01	5.188742e-03	-9.437639e-01	1.000000e+00	-9.437639e-01	-5.623616e-02
3.815429753687777e-01	-9.166789e-01	4.278654e-03	-9.200950e-01	1.000000e+00	-9.200950e-01	-7.990500e-02
3.825195378687777e-01	-8.904485e-01	3.393352e-03	-8.930041e-01	1.000000e+00	-8.930041e-01	-1.069960e-01
3.834961003687777e-01	-8.608667e-01	2.536127e-03	-8.625928e-01	1.000000e+00	-8.625928e-01	-1.374072e-01
3.844726628687777e-01	-8.280448e-01	1.710166e-03	-8.289758e-01	1.000000e+00	-8.289758e-01	-1.710242e-01
3.854492253687777e-01	-7.921063e-01	9.185371e-04	-7.922795e-01	1.000000e+00	-7.922795e-01	-2.077205e-01
3.864257878687777e-01	-7.531865e-01	1.641809e-04	-7.526420e-01	1.000000e+00	-7.526420e-01	-2.473580e-01
3.874023503687777e-01	-7.114319e-01	-5.501034e-04	-7.102123e-01	1.000000e+00	-7.102123e-01	-2.897876e-01
3.883789128687777e-01	-6.669996e-01	-1.221667e-03	-6.651503e-01	1.000000e+00	-6.651503e-01	-3.348497e-01
3.893554753687777e-01	-6.200569e-01	-1.848023e-03	-6.176254e-01	1.000000e+00	-6.176254e-01	-3.823746e-01
3.903320378687777e-01	-5.707804e-01	-2.426852e-03	-5.678165e-01	1.000000e+00	-5.678165e-01	-4.321835e-01
3.913086003687777e-01	-5.193557e-01	-2.956016e-03	-5.159109e-01	1.000000e+00	-5.159109e-01	-4.840891e-01
3.922851628687777e-01	-4.659761e-01	-3.433562e-03	-4.621041e-01	1.000000e+00	-4.621041e-01	-5.378959e-01
3.932617253687777e-01	-4.108428e-01	-3.857733e-03	-4.065985e-01	1.000000e+00	-4.065985e-01	-5.934016e-01
3.942382878687777e-01	-3.541631e-01	-4.226972e-03	-3.496029e-01	1.000000e+00	-3.496029e-01	-6.503971e-01
3.952148503687777e-01	-2.961505e-01	-4.539928e-03	-2.913319e-01	1.000000e+00	-2.913319e-01	-7.086681e-01
3.961914128687777e-01	-2.370232e-01	-4.795464e-03	-2.320047e-01	1.000000e+00	-2.320047e-01	-7.679953e-01
3.971679753687777e-01	-1.770038e-01	-4.992656e-03	-1.718446e-01	1.000000e+00	-1.718446e-01	-8.281554e-01
3.981445378687777e-01	-1.163182e-01	-5.130802e-03	-1.110780e-01	1.000000e+00	-1.110780e-01	-8.889220e-01
3.991211003687777e-01	-5.519483e-02	-5.209421e-03	-4.993347e-02	1.000000e+00	-4.993347e-02	-9.500665e-01
4.000976628687777e-01	6.136301e-03	-5.228256e-03	1.135878e-02	1.000000e+00	1.135878e-02	-1.011359e+00
4.010742253687777e-01	6.744433e-02	-5.187276e-03	7.256815e-02	1.000000e+00	7.256815e-02	-1.072568e+00
4.020507878687777e-01	1.284985e-01	-5.086674e-03	1.334643e-01	1.000000e+00	1.334643e-01	-1.133464e+00
4.030273503687777e-01	1.890691e-01	-4.926869e-03	1.938180e-01	1.000000e+00	1.938180e-01	-1.193818e+00
4.040039128687777e-01	2.489280e-01	-4.708499e-03	2.534023e-01	1.000000e+00	2.534023e-01	-1.253402e+00
4.049804753687777e-01	3.078500e-01	-4.432427e-03	3.119928e-01	1.000000e+00	3.119928e-01	-1.311993e+00
4.059570378687777e-01	3.656134e-01	-4.099731e-03	3.693691e-01	1.000000e+00	3.693691e-01	-1.369369e+00
4.069336003687777e-01	4.220006e-01	-3.711702e-03	4.253153e-01	1.000000e+00	4.253153e-01	-1.425315e+00
4.079101628687777e-01	4.767996e-01	-3.269838e-03	4.796208e-01	1.000000e+00	4.796208e-01	-1.479621e+00
4.088867253687777e-01	5.298040e-01	-2.775843e-03	5.320813e-01	1.000000e+00	5.320813e-01	-1.532081e+00
4.098632878687777e-01	5.808143e-01	-2.231614e-03	5.824994e-01	1.000000e+00	5.824994e-01	-1.582499e+00
4.108398503687777e-01	6.296386e-01	-1.639239e-03	6.306853e-01	1.000000e+00	6.306853e-01	-1.630685e+00
4.118164128687777e-01	6.760930e-01	-1.000985e-03	6.764579e-01	1.000000e+00	6.764579e-01	-1.676458e+00
4.127929753687777e-01	7.200028e-01	-3.192947e-04	7.196446e-01	1.000000e+00	7.196446e-01	-1.719645e+00
4.137695378687777e-01	7.612026e-01	4.032286e-04	7.600832e-01	1.000000e+00	7.600832e-01	-1.760083e+00
4.147461003687777e-01	7.995375e-01	1.163827e-03	7.976214e-01	1.000000e+00	7.976214e-01	-1.797621e+00
4.157226628687777e-01	8.348631e-01	1.959598e-03	8.321180e-01	1.000000e+00	8.321180e-01	-1.832118e+00
4.176757878687777e-01	8.959664e-01	3.644404e-03	8.914790e-01	1.000000e+00	8.914790e-01	-1.891479e+00
4.196289128687777e-01	9.435936e-01	5.431998e-03	9.372737e-01	1.000000e+00	9.372737e-01	-1.937274e+00
4.215820378687777e-01	9.770283e-01	7.295186e-03	9.688137e-01	1.000000e+00	9.688137e-01	-1.968814e+00
4.235351628687777e-01	9.957675e-01	9.205636e-03	9.856248e-01	1.000000e+00	9.856248e-01	-1.985625e+00
4.254882878687777e-01	9.995294e-01	1.113431e-02	9.874546e-01	1.000000e+00	9.874546e-01	-1.987455e+00
4.274414128687777e-01	9.882575e-01	1.305188e-02	9.742757e-01	1.000000e+00	9.742757e-01	-1.974276e+00
4.293945378687777e-01	9.621213e-01	1.492922e-02	9.462868e-01	1.000000e+00	9.462868e-01	-1.946287e+00
4.313476628687777e-01	9.215139e-01	1.673777e-02	9.039090e-01	1.000000e+00	9.039090e-01	-1.903909e+00
4.333007878687777e-01	8.670461e-01	1.845004e-02	8.477802e-01	1.000000e+00	8.477802e-01	-1.847780e+00
4.352539128687777e-01	7.995370e-01	2.003996e-02	7.787448e-01	1.000000e+00	7.787448e-01	-1.778745e+00
4.372070378687777e-01	7.200022e-01	2.148332e-02	6.978414e-01	1.000000e+00	6.978414e-01	-1.697841e+00
4.391601628687777e-01	6.296379e-01	2.275810e-02	6.062874e-01	1.000000e+00	6.062874e-01	-1.606287e+00
4.411132878687777e-01	5.298033e-01	2.384483e-02	5.054599e-01	1.000000e+00	5.054599e-01	-1.505460e+00
4.430664128687777e-01	4.219999e-01	2.472687e-02	3.968759e-01	1.000000e+00	3.968759e-01	-1.396876e+00
4.450195378687777e-01	3.078493e-01	2.539064e-02	2.821689e-01	1.000000e+00	2.821689e-01	-1.282169e+00
4.469726628687777e-01	1.890683e-01	2.582587e-02	1.630645e-01	1.000000e+00	1.630645e-01	-1.163064e+00
4.489257878687777e-01	6.744350e-02	2.602571e-02	4.135434e-02	1.000000e+00	4.135434e-02	-1.041354e+00
4.508789128687777e-01	-5.519566e-02	2.598684e-02	-8.113057e-02	1.000000e+00	-8.113057e-02	-9.188694e-01
4.528320378687777e-01	-1.770046e-01	2.570957e-02	-2.025476e-01	1.000000e+00	-2.025476e-01	-7.974523e-01
4.547851628687777e-01	-2.961513e-01	2.519776e-02	-3.210704e-01	1.000000e+00	-3.210704e-01	-6.789296e-01
4.567382878687777e-01	-4.108436e-01	2.445882e-02	-4.349158e-01	1.000000e+00	-4.349158e-01	-5.650842e-01
4.586914128687777e-01	-5.193564e-01	2.350355e-02	-5.423712e-01	1.000000e+00	-5.423712e-01	-4.576288e-01
4.596679753687777e-01	-5.707811e-01	2.294908e-02	-5.931931e-01	1.000000e+00	-5.931931e-01	-4.068069e-01
4.606445378687777e-01	-6.200575e-01	2.234605e-02	-6.418201e-01	1.000000e+00	-6.418201e-01	-3.581799e-01
4.616211003687777e-01	-6.670002e-01	2.169668e-02	-6.880693e-01	1.000000e+00	-6.880693e-01	-3.119307e-01
4.625976628687777e-01	-7.114325e-01	2.100341e-02	-7.317665e-01	1.000000e+00	-7.317665e-01	-2.682335e-01
4.635742253687777e-01	-7.531871e-01	2.026878e-02	-7.727472e-01	1.000000e+00	-7.727472e-01	-2.272529e-01
4.645507878687777e-01	-7.921068e-01	1.949554e-02	-8.108571e-01	1.000000e+00	-8.108571e-01	-1.891430e-01
4.655273503687777e-01	-8.280452e-01	1.868655e-02	-8.459527e-01	1.000000e+00	-8.459527e-01	-1.540473e-01
4.665039128687777e-01	-8.608671e-01	1.784482e-02	-8.779019e-01	1.000000e+00	-8.779019e-01	-1.220981e-01
4.674804753687777e-01	-8.904489e-01	1.697349e-02	-9.065845e-01	1.000000e+00	-9.065845e-01	-9.341545e-02
4.684570378687777e-01	-9.166792e-01	1.607580e-02	-9.318925e-01	1.000000e+00	-9.318925e-01	-6.810752e-02
4.694336003687777e-01	-9.394594e-01	1.515508e-02	-9.537305e-01	1.000000e+00	-9.537305e-01	-4.626953e-02
4.704101628687777e-01	-9.587036e-01	1.421478e-02	-9.720163e-01	1.000000e+00	-9.720163e-01	-2.798372e-02
4.713867253687777e-01	-9.743395e-01	1.325838e-02	-9.866810e-01	1.000000e+00	-9.866810e-01	-1.331894e-02
4.723632878687777e-01	-9.863082e-01	1.228946e-02	-9.976696e-01	1.000000e+00	-9.976696e-01	-2.330436e-03
4.733398503687777e-01	-9.945646e-01	1.131162e-02	-1.004940e+00	1.000000e+00	-1.004940e+00	4.940407e-03
4.743164128687777e-01	-9.990777e-01	1.032851e-02	-1.008466e+00	1.000000e+00	-1.008466e+00	8.466183e-03
4.752929753687777e-01	-9.998306e-01	9.343796e-03	-1.008234e+00	1.000000e+00	-1.008234e+00	8.233587e-03
4.762695378687777e-01	-9.968203e-01	8.361142e-03	-1.004243e+00	1.000000e+00	-1.004243e+00	4.243456e-03
4.772461003687777e-01	-9.900581e-01	7.384211e-03	-9.965108e-01	1.000000e+00	-9.965108e-01	-3.489226e-03
4.782226628687777e-01	-9.795697e-01	6.416645e-03	-9.850646e-01	1.000000e+00	-9.850646e-01	-1.493539e-02
4.791992253687777e-01	-9.653943e-01	5.462049e-03	-9.699480e-01	1.000000e+00	-9.699480e-01	-3.005200e-02
4.801757878687777e-01	-9.475855e-01	4.523979e-03	-9.512178e-01	1.000000e+00	-9.512178e-01	-4.878219e-02
4.811523503687777e-01	-9.262101e-01	3.605932e-03	-9.289445e-01	1.000000e+00	-9.289445e-01	-7.105549e-02
4.821289128687777e-01	-9.013487e-01	2.711324e-03	-9.032118e-01	1.000000e+00	-9.032118e-01	-9.678812e-02
4.831054753687777e-01	-8.730948e-01	1.843488e-03	-8.741167e-01	1.000000e+00	-8.741167e-01	-1.258833e-01
4.840820378687777e-01	-8.415548e-01	1.005653e-03	-8.417686e-01	1.000000e+00	-8.417686e-01	-1.582314e-01
4.850586003687777e-01	-8.068473e-01	2.009376e-04	-8.062891e-01	1.000000e+00	-8.062891e-01	-1.937110e-01
4.860351628687777e-01	-7.691031e-01	-5.676663e-04	-7.678117e-01	1.000000e+00	-7.678117e-01	-2.321883e-01
4.870117253687777e-01	-7.284641e-01	-1.297302e-03	-7.264814e-01	1.000000e+00	-7.264814e-01	-2.735186e-01
4.879882878687777e-01	-6.850834e-01	-1.985258e-03	-6.824535e-01	1.000000e+00	-6.824535e-01	-3.175465e-01
4.889648503687777e-01	-6.391241e-01	-2.628982e-03	-6.358938e-01	1.000000e+00	-6.358938e-01	-3.641062e-01
4.899414128687777e-01	-5.907593e-01	-3.226087e-03	-5.869774e-01	1.000000e+00	-5.869774e-01	-4.130226e-01
4.909179753687777e-01	-5.401711e-01	-3.774362e-03	-5.358885e-01	1.000000e+00	-5.358885e-01	-4.641115e-01
4.918945378687777e-01	-4.875498e-01	-4.271778e-03	-4.828193e-01	1.000000e+00	-4.828193e-01	-5.171807e-01
4.928711003687777e-01	-4.330935e-01	-4.716499e-03	-4.279694e-01	1.000000e+00	-4.279694e-01	-5.720306e-01
4.938476628687777e-01	-3.770070e-01	-5.106887e-03	-3.715454e-01	1.000000e+00	-3.715454e-01	-6.284546e-01
4.948242253687777e-01	-3.195016e-01	-5.441508e-03	-3.137595e-01	1.000000e+00	-3.137595e-01	-6.862405e-01
4.958007878687777e-01	-2.607937e-01	-5.719139e-03	-2.548292e-01	1.000000e+00	-2.548292e-01	-7.451708e-01
4.967773503687777e-01	-2.011042e-01	-5.938771e-03	-1.949762e-01	1.000000e+00	-1.949762e-01	-8.050238e-01
4.977539128687777e-01	-1.406578e-01	-6.099612e-03	-1.344259e-01	1.000000e+00	-1.344259e-01	-8.655741e-01
4.987304753687777e-01	-7.968202e-02	-6.201092e-03	-7.340595e-02	1.000000e+00	-7.340595e-02	-9.265940e-01
4.997070378687777e-01	-1.840631e-02	-6.242866e-03	-1.214613e-02	1.000000e+00	-1.214613e-02	-9.878539e-01
5.006836003687777e-01	4.293867e-02	-6.224811e-03	4.912308e-02	1.000000e+00	4.912308e-02	-1.049123e+00
5.016601628687777e-01	1.041221e-01	-6.147030e-03	1.101711e-01	1.000000e+00	1.101711e-01	-1.110171e+00
5.026367253687777e-01	1.649135e-01	-6.009853e-03	1.707682e-01	1.000000e+00	1.707682e-01	-1.170768e+00
5.036132878687777e-01	2.250843e-01	-5.813830e-03	2.306864e-01	1.000000e+00	2.306864e-01	-1.230686e+00
5.045898503687777e-01	2.844079e-01	-5.559735e-03	2.897001e-01	1.000000e+00	2.897001e-01	-1.289700e+00
5.055664128687777e-01	3.426611e-01	-5.248560e-03	3.475872e-01	1.000000e+00	3.475872e-01	-1.347587e+00
5.065429753687777e-01	3.996246e-01	-4.881511e-03	4.041300e-01	1.000000e+00	4.041300e-01	-1.404130e+00
5.075195378687777e-01	4.550840e-01	-4.460003e-03	4.591157e-01	1.000000e+00	4.591157e-01	-1.459116e+00
5.084961003687777e-01	5.088305e-01	-3.985661e-03	5.123374e-01	1.000000e+00	5.123374e-01	-1.512337e+00
5.094726628687777e-01	5.606619e-01	-3.460304e-03	5.635947e-01	1.000000e+00	5.635947e-01	-1.563595e+00
5.104492253687777e-01	6.103832e-01	-2.885944e-03	6.126947e-01	1.000000e+00	6.126947e-01	-1.612695e+00
5.114257878687777e-01	6.578070e-01	-2.264778e-03	6.594528e-01	1.000000e+00	6.594528e-01	-1.659453e+00
5.124023503687777e-01	7.027550e-01	-1.599179e-03	7.036930e-01	1.000000e+00	7.036930e-01	-1.703693e+00
5.133789128687777e-01	7.450581e-01	-8.916883e-04	7.452487e-01	1.000000e+00	7.452487e-01	-1.745249e+00
5.143554753687777e-01	7.845569e-01	-1.450026e-04	7.839636e-01	1.000000e+00	7.839636e-01	-1.783964e+00
5.153320378687777e-01	8.211027e-01	6.380324e-04	8.196921e-01	1.000000e+00	8.196921e-01	-1.819692e+00
5.163086003687777e-01	8.545582e-01	1.454435e-03	8.522997e-01	1.000000e+00	8.522997e-01	-1.852300e+00
5.182617253687777e-01	9.117062e-01	3.174796e-03	9.076735e-01	1.000000e+00	9.076735e-01	-1.907674e+00
5.202148503687777e-01	9.551413e-01	4.989928e-03	9.492526e-01	1.000000e+00	9.492526e-01	-1.949253e+00
5.221679753687777e-01	9.842102e-01	6.872250e-03	9.764118e-01	1.000000e+00	9.764118e-01	-1.976412e+00
5.241211003687777e-01	9.984756e-01	8.793172e-03	9.887429e-01	1.000000e+00	9.887429e-01	-1.988743e+00
5.260742253687777e-01	9.977230e-01	1.072353e-02	9.860607e-01	1.000000e+00	9.860607e-01	-1.986061e+00
5.280273503687777e-01	9.819638e-01	1.263400e-02	9.684058e-01	1.000000e+00	9.684058e-01	-1.968406e+00
5.299804753687777e-01	9.514349e-01	1.449559e-02	9.360440e-01	1.000000e+00	9.360440e-01	-1.936044e+00
5.319336003687777e-01	9.065955e-01	1.628001e-02	8.894625e-01	1.000000e+00	8.894625e-01	-1.889462e+00
5.338867253687777e-01	8.481202e-01	1.796015e-02	8.293619e-01	1.000000e+00	8.293619e-01	-1.829362e+00
5.358398503687777e-01	7.768882e-01	1.951046e-02	7.566468e-01	1.000000e+00	7.566468e-01	-1.756647e+00
5.377929753687777e-01	6.939712e-01	2.090736e-02	6.724108e-01	1.000000e+00	6.724108e-01	-1.672411e+00
5.397461003687777e-01	6.006162e-01	2.212955e-02	5.779215e-01	1.000000e+00	5.779215e-01	-1.577921e+00
5.416992253687777e-01	4.982273e-01	2.315839e-02	4.746001e-01	1.000000e+00	4.746001e-01	-1.474600e+00
5.436523503687777e-01	3.883447e-01	2.397813e-02	3.640011e-01	1.000000e+00	3.640011e-01	-1.364001e+00
5.456054753687777e-01	2.726209e-01	2.457616e-02	2.477883e-01	1.000000e+00	2.477883e-01	-1.247788e+00
5.475586003687777e-01	1.527968e-01	2.494322e-02	1.277098e-01	1.000000e+00	1.277098e-01	-1.127710e+00
5.495117253687777e-01	3.067439e-02	2.507352e-02	5.572009e-03	1.000000e+00	5.572009e-03	-1.005572e+00
5.514648503687777e-01	-9.190937e-02	2.496482e-02	-1.167877e-01	1.000000e+00	-1.167877e-01	-8.832123e-01
5.534179753687777e-01	-2.131107e-01	2.461850e-02	-2.375287e-01	1.000000e+00	-2.375287e-01	-7.624713e-01
5.553711003687777e-01	-3.311067e-01	2.403949e-02	-3.548346e-01	1.000000e+00	-3.548346e-01	-6.451653e-01
5.573242253687777e-01	-4.441225e-01	2.323624e-02	-4.669409e-01	1.000000e+00	-4.669409e-01	-5.330591e-01
5.592773503687777e-01	-5.504583e-01	2.222055e-02	-5.721609e-01	1.000000e+00	-5.721609e-01	-4.278391e-01
5.602539128687777e-01	-6.006168e-01	2.163761e-02	-6.216893e-01	1.000000e+00	-6.216893e-01	-3.783107e-01
5.612304753687777e-01	-6.485147e-01	2.100744e-02	-6.689119e-01	1.000000e+00	-6.689119e-01	-3.310881e-01
5.622070378687777e-01	-6.939718e-01	2.033236e-02	-7.136511e-01	1.000000e+00	-7.136511e-01	-2.863489e-01
5.631836003687777e-01	-7.368168e-01	1.961488e-02	-7.557384e-01	1.000000e+00	-7.557384e-01	-2.442616e-01
5.641601628687777e-01	-7.768887e-01	1.885768e-02	-7.950154e-01	1.000000e+00	-7.950154e-01	-2.049846e-01
5.651367253687777e-01	-8.140365e-01	1.806356e-02	-8.313342e-01	1.000000e+00	-8.313342e-01	-1.686658e-01
5.661132878687777e-01	-8.481206e-01	1.723549e-02	-8.645580e-01	1.000000e+00	-8.645580e-01	-1.354420e-01
5.670898503687777e-01	-8.790124e-01	1.637654e-02	-8.945619e-01	1.000000e+00	-8.945619e-01	-1.054381e-01
5.680664128687777e-01	-9.065959e-01	1.548993e-02	-9.212328e-01	1.000000e+00	-9.212328e-01	-7.876725e-02
