time	V(n002)	V(n001)	V(n003)	I(L1)	I(R1)	I(V2)	I(V1)
9.072985759703442e-01	4.426780e-01	1.442678e+00	4.509838e-01	9.912777e-01	9.912777e-01	-9.912777e-01	-9.912777e-01
9.092517009703442e-01	5.491121e-01	1.549112e+00	5.563351e-01	9.922604e-01	9.922604e-01	-9.922604e-01	-9.922604e-01
9.112048259703442e-01	6.472871e-01	1.647287e+00	6.532373e-01	9.934408e-01	9.934408e-01	-9.934408e-01	-9.934408e-01
9.131579509703442e-01	7.357263e-01	1.735726e+00	7.402331e-01	9.948009e-01	9.948009e-01	-9.948009e-01	-9.948009e-01
9.151110759703442e-01	8.130995e-01	1.813100e+00	8.160142e-01	9.963202e-01	9.963202e-01	-9.963202e-01	-9.963202e-01
9.170642009703442e-01	8.782429e-01	1.878243e+00	8.794409e-01	9.979756e-01	9.979756e-01	-9.979756e-01	-9.979756e-01
9.190173259703442e-01	9.301767e-01	1.930177e+00	9.295595e-01	9.997419e-01	9.997419e-01	-9.997419e-01	-9.997419e-01
9.209704509703442e-01	9.681197e-01	1.968120e+00	9.656164e-01	1.001592e+00	1.001592e+00	-1.001592e+00	-1.001592e+00
9.229235759703442e-01	9.915015e-01	1.991501e+00	9.870692e-01	1.003499e+00	1.003499e+00	-1.003499e+00	-1.003499e+00
9.248767009703442e-01	9.999700e-01	1.999970e+00	9.935957e-01	1.005433e+00	1.005433e+00	-1.005433e+00	-1.005433e+00
9.268298259703442e-01	9.933981e-01	1.993398e+00	9.850978e-01	1.007365e+00	1.007365e+00	-1.007365e+00	-1.007365e+00
9.287829509703442e-01	9.718845e-01	1.971884e+00	9.617035e-01	1.009267e+00	1.009267e+00	-1.009267e+00	-1.009267e+00
9.307360759703442e-01	9.357529e-01	1.935753e+00	9.237648e-01	1.011108e+00	1.011108e+00	-1.011108e+00	-1.011108e+00
9.326892009703442e-01	8.855467e-01	1.885547e+00	8.718526e-01	1.012861e+00	1.012861e+00	-1.012861e+00	-1.012861e+00
9.346423259703442e-01	8.220211e-01	1.822021e+00	8.067480e-01	1.014500e+00	1.014500e+00	-1.014500e+00	-1.014500e+00
9.365954509703442e-01	7.461315e-01	1.746131e+00	7.294302e-01	1.015999e+00	1.015999e+00	-1.015999e+00	-1.015999e+00
9.385485759703442e-01	6.590194e-01	1.659019e+00	6.410624e-01	1.017337e+00	1.017337e+00	-1.017337e+00	-1.017337e+00
9.405017009703442e-01	5.619950e-01	1.561995e+00	5.429739e-01	1.018492e+00	1.018492e+00	-1.018492e+00	-1.018492e+00
9.424548259703442e-01	4.565177e-01	1.456518e+00	4.366402e-01	1.019448e+00	1.019448e+00	-1.019448e+00	-1.019448e+00
9.444079509703442e-01	3.441739e-01	1.344174e+00	3.236610e-01	1.020189e+00	1.020189e+00	-1.020189e+00	-1.020189e+00
9.463610759703442e-01	2.266535e-01	1.226653e+00	2.057356e-01	1.020705e+00	1.020705e+00	-1.020705e+00	-1.020705e+00
9.483142009703442e-01	1.057239e-01	1.105724e+00	8.463803e-02	1.020986e+00	1.020986e+00	-1.020986e+00	-1.020986e+00
9.512438884703442e-01	-7.807627e-02	9.219237e-01	-9.896524e-02	1.020962e+00	1.020962e+00	-1.020962e+00	-1.020962e+00
9.531970134703442e-01	-1.995261e-01	8.004739e-01	-2.199870e-01	1.020649e+00	1.020649e+00	-1.020649e+00	-1.020649e+00
9.551501384703442e-01	-3.179749e-01	6.820251e-01	-3.377772e-01	1.020102e+00	1.020102e+00	-1.020102e+00	-1.020102e+00
9.571032634703442e-01	-4.316410e-01	5.683590e-01	-4.505638e-01	1.019329e+00	1.019329e+00	-1.019329e+00	-1.019329e+00
9.590563884703442e-01	-5.388149e-01	4.611851e-01	-5.566503e-01	1.018342e+00	1.018342e+00	-1.018342e+00	-1.018342e+00
9.600329509703442e-01	-5.894589e-01	4.105411e-01	-6.066777e-01	1.017773e+00	1.017773e+00	-1.017773e+00	-1.017773e+00
9.610095134703442e-01	-6.378844e-01	3.621156e-01	-6.544408e-01	1.017157e+00	1.017157e+00	-1.017157e+00	-1.017157e+00
9.619860759703442e-01	-6.839091e-01	3.160909e-01	-6.997600e-01	1.016494e+00	1.016494e+00	-1.016494e+00	-1.016494e+00
9.629626384703442e-01	-7.273597e-01	2.726403e-01	-7.424644e-01	1.015789e+00	1.015789e+00	-1.015789e+00	-1.015789e+00
9.639392009703442e-01	-7.680726e-01	2.319274e-01	-7.823935e-01	1.015044e+00	1.015044e+00	-1.015044e+00	-1.015044e+00
9.649157634703442e-01	-8.058947e-01	1.941053e-01	-8.193969e-01	1.014261e+00	1.014261e+00	-1.014261e+00	-1.014261e+00
9.658923259703442e-01	-8.406836e-01	1.593164e-01	-8.533353e-01	1.013443e+00	1.013443e+00	-1.013443e+00	-1.013443e+00
9.668688884703442e-01	-8.723083e-01	1.276917e-01	-8.840809e-01	1.012593e+00	1.012593e+00	-1.012593e+00	-1.012593e+00
9.678454509703442e-01	-9.006499e-01	9.935012e-02	-9.115181e-01	1.011716e+00	1.011716e+00	-1.011716e+00	-1.011716e+00
9.688220134703442e-01	-9.256016e-01	7.439839e-02	-9.355435e-01	1.010813e+00	1.010813e+00	-1.010813e+00	-1.010813e+00
9.697985759703442e-01	-9.470696e-01	5.293041e-02	-9.560666e-01	1.009888e+00	1.009888e+00	-1.009888e+00	-1.009888e+00
9.707751384703442e-01	-9.649730e-01	3.502700e-02	-9.730103e-01	1.008945e+00	1.008945e+00	-1.008945e+00	-1.008945e+00
9.717517009703442e-01	-9.792445e-01	2.075552e-02	-9.863106e-01	1.007987e+00	1.007987e+00	-1.007987e+00	-1.007987e+00
9.727282634703442e-01	-9.898303e-01	1.016970e-02	-9.959176e-01	1.007019e+00	1.007019e+00	-1.007019e+00	-1.007019e+00
9.737048259703442e-01	-9.966906e-01	3.309377e-03	-1.001795e+00	1.006042e+00	1.006042e+00	-1.006042e+00	-1.006042e+00
9.746813884703442e-01	-9.997996e-01	2.003725e-04	-1.003921e+00	1.005062e+00	1.005062e+00	-1.005062e+00	-1.005062e+00
9.756579509703442e-01	-9.991456e-01	8.543876e-04	-1.002287e+00	1.004081e+00	1.004081e+00	-1.004081e+00	-1.004081e+00
9.766345134703442e-01	-9.947310e-01	5.268961e-03	-9.968992e-01	1.003104e+00	1.003104e+00	-1.003104e+00	-1.003104e+00
9.776110759703442e-01	-9.865725e-01	1.342748e-02	-9.877784e-01	1.002134e+00	1.002134e+00	-1.002134e+00	-1.002134e+00
9.785876384703442e-01	-9.747007e-01	2.529923e-02	-9.749584e-01	1.001175e+00	1.001175e+00	-1.001175e+00	-1.001175e+00
9.795642009703442e-01	-9.591604e-01	4.083954e-02	-9.584877e-01	1.000230e+00	1.000230e+00	-1.000230e+00	-1.000230e+00
9.805407634703442e-01	-9.400101e-01	5.998991e-02	-9.384282e-01	9.993026e-01	9.993026e-01	-9.993026e-01	-9.993026e-01
9.815173259703442e-01	-9.173217e-01	8.267827e-02	-9.148552e-01	9.983966e-01	9.983966e-01	-9.983966e-01	-9.983966e-01
9.824938884703442e-01	-8.911808e-01	1.088192e-01	-8.878577e-01	9.975154e-01	9.975154e-01	-9.975154e-01	-9.975154e-01
9.834704509703442e-01	-8.616856e-01	1.383144e-01	-8.575371e-01	9.966623e-01	9.966623e-01	-9.966623e-01	-9.966623e-01
9.844470134703442e-01	-8.289473e-01	1.710527e-01	-8.240075e-01	9.958402e-01	9.958402e-01	-9.958402e-01	-9.958402e-01
9.854235759703442e-01	-7.930890e-01	2.069110e-01	-7.873951e-01	9.950524e-01	9.950524e-01	-9.950524e-01	-9.950524e-01
9.864001384703442e-01	-7.542456e-01	2.457543e-01	-7.478378e-01	9.943018e-01	9.943018e-01	-9.943018e-01	-9.943018e-01
9.873767009703442e-01	-7.125635e-01	2.874365e-01	-7.054843e-01	9.935912e-01	9.935912e-01	-9.935912e-01	-9.935912e-01
9.883532634703442e-01	-6.681995e-01	3.318005e-01	-6.604940e-01	9.929233e-01	9.929233e-01	-9.929233e-01	-9.929233e-01
9.893298259703442e-01	-6.213205e-01	3.786795e-01	-6.130363e-01	9.923005e-01	9.923005e-01	-9.923005e-01	-9.923005e-01
9.912829509703442e-01	-5.207322e-01	4.792678e-01	-5.114415e-01	9.911994e-01	9.911994e-01	-9.911994e-01	-9.911994e-01
9.932360759703442e-01	-4.123116e-01	5.876884e-01	-4.022279e-01	9.903044e-01	9.903044e-01	-9.903044e-01	-9.903044e-01
9.951892009703442e-01	-2.976894e-01	7.023106e-01	-2.870380e-01	9.896287e-01	9.896287e-01	-9.896287e-01	-9.896287e-01
9.971423259703442e-01	-1.785897e-01	8.214102e-01	-1.676040e-01	9.891824e-01	9.891824e-01	-9.891824e-01	-9.891824e-01
9.990954509703442e-01	-5.680390e-02	9.431961e-01	-4.572387e-02	9.889708e-01	9.889708e-01	-9.889708e-01	-9.889708e-01
1.000000000000000e+00	-2.449294e-15	1.000000e+00	1.105965e-02	9.889404e-01	9.889404e-01	-9.889404e-01	-9.889404e-01
