time	V(n002)	I(L1)	I(I1)	I(V1)
9.264648503613144e-01	9.957674e-01	1.735698e-02	1.000000e+00	-1.017357e+00
9.284179753613144e-01	9.770281e-01	1.928350e-02	1.000000e+00	-1.019284e+00
9.303711003613144e-01	9.435933e-01	2.115907e-02	1.000000e+00	-1.021159e+00
9.323242253613144e-01	8.959661e-01	2.295547e-02	1.000000e+00	-1.022955e+00
9.342773503613144e-01	8.348626e-01	2.464569e-02	1.000000e+00	-1.024646e+00
9.362304753613144e-01	7.612021e-01	2.620430e-02	1.000000e+00	-1.026204e+00
9.381836003613144e-01	6.760924e-01	2.760786e-02	1.000000e+00	-1.027608e+00
9.401367253613144e-01	5.808136e-01	2.883525e-02	1.000000e+00	-1.028835e+00
9.420898503613144e-01	4.767989e-01	2.986802e-02	1.000000e+00	-1.029868e+00
9.440429753613144e-01	3.656126e-01	3.069063e-02	1.000000e+00	-1.030691e+00
9.459961003613144e-01	2.489272e-01	3.129070e-02	1.000000e+00	-1.031291e+00
9.479492253613144e-01	1.284977e-01	3.165922e-02	1.000000e+00	-1.031659e+00
9.499023503613144e-01	6.135469e-03	3.179064e-02	1.000000e+00	-1.031791e+00
9.518554753613144e-01	-1.163190e-01	3.168298e-02	1.000000e+00	-1.031683e+00
9.538086003613144e-01	-2.370240e-01	3.133785e-02	1.000000e+00	-1.031338e+00
9.557617253613144e-01	-3.541639e-01	3.076046e-02	1.000000e+00	-1.030761e+00
9.577148503613144e-01	-4.659769e-01	2.995948e-02	1.000000e+00	-1.029959e+00
9.596679753613144e-01	-5.707811e-01	2.894696e-02	1.000000e+00	-1.028947e+00
9.616211003613144e-01	-6.670002e-01	2.773814e-02	1.000000e+00	-1.027738e+00
9.635742253613144e-01	-7.531871e-01	2.635118e-02	1.000000e+00	-1.026351e+00
9.655273503613144e-01	-8.280452e-01	2.480696e-02	1.000000e+00	-1.024807e+00
9.674804753613144e-01	-8.904489e-01	2.312869e-02	1.000000e+00	-1.023129e+00
9.694336003613144e-01	-9.394594e-01	2.134163e-02	1.000000e+00	-1.021342e+00
9.713867253613144e-01	-9.743395e-01	1.947264e-02	1.000000e+00	-1.019473e+00
9.733398503613144e-01	-9.945646e-01	1.754984e-02	1.000000e+00	-1.017550e+00
9.752929753613144e-01	-9.998306e-01	1.560216e-02	1.000000e+00	-1.015602e+00
9.772461003613144e-01	-9.900581e-01	1.365888e-02	1.000000e+00	-1.013659e+00
9.791992253613144e-01	-9.653943e-01	1.174923e-02	1.000000e+00	-1.011749e+00
9.811523503613144e-01	-9.262101e-01	9.901936e-03	1.000000e+00	-1.009902e+00
9.831054753613144e-01	-8.730948e-01	8.144783e-03	1.000000e+00	-1.008145e+00
9.850586003613144e-01	-8.068473e-01	6.504199e-03	1.000000e+00	-1.006504e+00
9.860351628613144e-01	-7.691031e-01	5.735410e-03	1.000000e+00	-1.005735e+00
9.870117253613144e-01	-7.284641e-01	5.004859e-03	1.000000e+00	-1.005005e+00
9.879882878613144e-01	-6.850834e-01	4.315295e-03	1.000000e+00	-1.004315e+00
9.889648503613144e-01	-6.391242e-01	3.669314e-03	1.000000e+00	-1.003669e+00
9.899414128613144e-01	-5.907593e-01	3.069347e-03	1.000000e+00	-1.003069e+00
9.909179753613144e-01	-5.401711e-01	2.517652e-03	1.000000e+00	-1.002518e+00
9.918945378613144e-01	-4.875498e-01	2.016305e-03	1.000000e+00	-1.002016e+00
9.928711003613144e-01	-4.330935e-01	1.567193e-03	1.000000e+00	-1.001567e+00
9.938476628613144e-01	-3.770070e-01	1.172007e-03	1.000000e+00	-1.001172e+00
9.948242253613144e-01	-3.195016e-01	8.322339e-04	1.000000e+00	-1.000832e+00
9.958007878613144e-01	-2.607937e-01	5.491526e-04	1.000000e+00	-1.000549e+00
9.967773503613144e-01	-2.011042e-01	3.238282e-04	1.000000e+00	-1.000324e+00
9.977539128613144e-01	-1.406578e-01	1.571090e-04	1.000000e+00	-1.000157e+00
9.987304753613144e-01	-7.968202e-02	4.962231e-05	1.000000e+00	-1.000050e+00
9.997070378613144e-01	-1.840631e-02	-8.706472e-06	1.000000e+00	-9.999913e-01
1.000000000000000e+00	-2.449294e-15	-1.589187e-05	1.000000e+00	-9.999841e-01
