time	V(n002)	V(n001)	V(n004)	I(C2)	I(C1)	I(V2)	I(V1)
5.635485759703442e-01	-7.521260e-01	2.478740e-01	-4.237580e-02	-2.069072e+01	-2.069072e+01	2.069072e+01	2.069072e+01
5.645251384703442e-01	-7.911221e-01	2.088779e-01	-6.185552e-02	-1.920375e+01	-1.920375e+01	1.920375e+01	1.920375e+01
5.655017009703442e-01	-8.271406e-01	1.728594e-01	-7.984784e-02	-1.764452e+01	-1.764452e+01	1.764452e+01	1.764452e+01
5.664782634703442e-01	-8.600460e-01	1.399540e-01	-9.628505e-02	-1.601887e+01	-1.601887e+01	1.601887e+01	1.601887e+01
5.674548259703442e-01	-8.897144e-01	1.102857e-01	-1.111053e-01	-1.433293e+01	-1.433293e+01	1.433293e+01	1.433293e+01
5.684313884703442e-01	-9.160340e-01	8.396599e-02	-1.242527e-01	-1.259304e+01	-1.259304e+01	1.259304e+01	1.259304e+01
5.694079509703442e-01	-9.389059e-01	6.109409e-02	-1.356779e-01	-1.080576e+01	-1.080576e+01	1.080576e+01	1.080576e+01
5.703845134703442e-01	-9.582440e-01	4.175600e-02	-1.453378e-01	-8.977805e+00	-8.977805e+00	8.977805e+00	8.977805e+00
5.713610759703442e-01	-9.739755e-01	2.602453e-02	-1.531962e-01	-7.116061e+00	-7.116061e+00	7.116061e+00	7.116061e+00
5.723376384703442e-01	-9.860411e-01	1.395889e-02	-1.592233e-01	-5.227534e+00	-5.227534e+00	5.227534e+00	5.227534e+00
5.733142009703442e-01	-9.943955e-01	5.604479e-03	-1.633966e-01	-3.319331e+00	-3.319331e+00	3.319331e+00	3.319331e+00
5.742907634703442e-01	-9.990072e-01	9.927504e-04	-1.657003e-01	-1.398636e+00	-1.398636e+00	1.398636e+00	1.398636e+00
5.752673259703442e-01	-9.998589e-01	1.410593e-04	-1.661257e-01	5.273244e-01	5.273244e-01	-5.273244e-01	-5.273244e-01
5.762438884703442e-01	-9.969474e-01	3.052612e-03	-1.646713e-01	2.451300e+00	2.451300e+00	-2.451300e+00	-2.451300e+00
5.772204509703442e-01	-9.902835e-01	9.716448e-03	-1.613425e-01	4.366049e+00	4.366049e+00	-4.366049e+00	-4.366049e+00
5.781970134703442e-01	-9.798925e-01	2.010749e-02	-1.561519e-01	6.264365e+00	6.264365e+00	-6.264365e+00	-6.264365e+00
5.791735759703442e-01	-9.658134e-01	3.418662e-02	-1.491190e-01	8.139104e+00	8.139104e+00	-8.139104e+00	-8.139104e+00
5.801501384703442e-01	-9.480991e-01	5.190086e-02	-1.402702e-01	9.983209e+00	9.983209e+00	-9.983209e+00	-9.983209e+00
5.811267009703442e-01	-9.268165e-01	7.318353e-02	-1.296389e-01	1.178974e+01	1.178974e+01	-1.178974e+01	-1.178974e+01
5.821032634703442e-01	-9.020455e-01	9.795453e-02	-1.172650e-01	1.355190e+01	1.355190e+01	-1.355190e+01	-1.355190e+01
5.830798259703442e-01	-8.738794e-01	1.261206e-01	-1.031952e-01	1.526305e+01	1.526305e+01	-1.526305e+01	-1.526305e+01
5.840563884703442e-01	-8.424242e-01	1.575758e-01	-8.748243e-02	1.691675e+01	1.691675e+01	-1.691675e+01	-1.691675e+01
5.850329509703442e-01	-8.077983e-01	1.922017e-01	-7.018578e-02	1.850678e+01	1.850678e+01	-1.850678e+01	-1.850678e+01
5.860095134703442e-01	-7.701321e-01	2.298679e-01	-5.137038e-02	2.002716e+01	2.002716e+01	-2.002716e+01	-2.002716e+01
5.869860759703442e-01	-7.295672e-01	2.704328e-01	-3.110705e-02	2.147216e+01	2.147216e+01	-2.147216e+01	-2.147216e+01
5.879626384703442e-01	-6.862565e-01	3.137435e-01	-9.472036e-03	2.283634e+01	2.283634e+01	-2.283634e+01	-2.283634e+01
5.889392009703442e-01	-6.403628e-01	3.596372e-01	1.345322e-02	2.411457e+01	2.411457e+01	-2.411457e+01	-2.411457e+01
5.899157634703442e-01	-5.920589e-01	4.079411e-01	3.758242e-02	2.530204e+01	2.530204e+01	-2.530204e+01	-2.530204e+01
5.908923259703442e-01	-5.415267e-01	4.584733e-01	6.282477e-02	2.639428e+01	2.639428e+01	-2.639428e+01	-2.639428e+01
5.918688884703442e-01	-4.889562e-01	5.110437e-01	8.908525e-02	2.738718e+01	2.738718e+01	-2.738718e+01	-2.738718e+01
5.928454509703442e-01	-4.345455e-01	5.654545e-01	1.162650e-01	2.827700e+01	2.827700e+01	-2.827700e+01	-2.827700e+01
5.947985759703442e-01	-3.210284e-01	6.789716e-01	1.729702e-01	2.973440e+01	2.973440e+01	-2.973440e+01	-2.973440e+01
5.967517009703442e-01	-2.026826e-01	7.973174e-01	2.320874e-01	3.074457e+01	3.074457e+01	-3.074457e+01	-3.074457e+01
5.987048259703442e-01	-8.128840e-02	9.187116e-01	2.927274e-01	3.129231e+01	3.129231e+01	-3.129231e+01	-3.129231e+01
6.006579509703442e-01	4.132850e-02	1.041329e+00	3.539782e-01	3.136939e+01	3.136939e+01	-3.136939e+01	-3.136939e+01
6.026110759703442e-01	1.633238e-01	1.163324e+00	4.149184e-01	3.097465e+01	3.097465e+01	-3.097465e+01	-3.097465e+01
6.045642009703442e-01	2.828625e-01	1.282863e+00	4.746315e-01	3.011401e+01	3.011401e+01	-3.011401e+01	-3.011401e+01
6.065173259703442e-01	3.981467e-01	1.398147e+00	5.322194e-01	2.880043e+01	2.880043e+01	-2.880043e+01	-2.880043e+01
6.084704509703442e-01	5.074425e-01	1.507442e+00	5.868158e-01	2.705367e+01	2.705367e+01	-2.705367e+01	-2.705367e+01
6.104235759703442e-01	6.091058e-01	1.609106e+00	6.375996e-01	2.489999e+01	2.489999e+01	-2.489999e+01	-2.489999e+01
6.123767009703442e-01	7.016076e-01	1.701608e+00	6.838070e-01	2.237180e+01	2.237180e+01	-2.237180e+01	-2.237180e+01
6.143298259703442e-01	7.835566e-01	1.783557e+00	7.247429e-01	1.950711e+01	1.950711e+01	-1.950711e+01	-1.950711e+01
6.162829509703442e-01	8.537201e-01	1.853720e+00	7.597917e-01	1.634902e+01	1.634902e+01	-1.634902e+01	-1.634902e+01
6.182360759703442e-01	9.110429e-01	1.911043e+00	7.884262e-01	1.294502e+01	1.294502e+01	-1.294502e+01	-1.294502e+01
6.201892009703442e-01	9.546628e-01	1.954663e+00	8.102156e-01	9.346321e+00	9.346321e+00	-9.346321e+00	-9.346321e+00
6.221423259703442e-01	9.839236e-01	1.983924e+00	8.248323e-01	5.607042e+00	5.607042e+00	-5.607042e+00	-5.607042e+00
6.240954509703442e-01	9.983854e-01	1.998385e+00	8.320563e-01	1.783427e+00	1.783427e+00	-1.783427e+00	-1.783427e+00
6.260485759703442e-01	9.978305e-01	1.997830e+00	8.317791e-01	-2.067011e+00	-2.067011e+00	2.067011e+00	2.067011e+00
6.280017009703442e-01	9.822672e-01	1.982267e+00	8.240048e-01	-5.886360e+00	-5.886360e+00	5.886360e+00	5.886360e+00
6.299548259703442e-01	9.519298e-01	1.951930e+00	8.088503e-01	-9.617173e+00	-9.617173e+00	9.617173e+00	9.617173e+00
6.319079509703442e-01	9.072744e-01	1.907274e+00	7.865437e-01	-1.320333e+01	-1.320333e+01	1.320333e+01	1.320333e+01
6.338610759703442e-01	8.489729e-01	1.848973e+00	7.574204e-01	-1.659091e+01	-1.659091e+01	1.659091e+01	1.659091e+01
6.358142009703442e-01	7.779019e-01	1.777902e+00	7.219183e-01	-1.972894e+01	-1.972894e+01	1.972894e+01	1.972894e+01
6.377673259703442e-01	6.951306e-01	1.695131e+00	6.805716e-01	-2.257022e+01	-2.257022e+01	2.257022e+01	2.257022e+01
6.397204509703442e-01	6.019039e-01	1.601904e+00	6.340021e-01	-2.507203e+01	-2.507203e+01	2.507203e+01	2.507203e+01
6.416735759703442e-01	4.996240e-01	1.499624e+00	5.829103e-01	-2.719673e+01	-2.719673e+01	2.719673e+01	2.719673e+01
6.436267009703442e-01	3.898293e-01	1.389829e+00	5.280645e-01	-2.891237e+01	-2.891237e+01	2.891237e+01	2.891237e+01
6.455798259703442e-01	2.741711e-01	1.274171e+00	4.702899e-01	-3.019314e+01	-3.019314e+01	3.019314e+01	3.019314e+01
6.475329509703442e-01	1.543892e-01	1.154389e+00	4.104553e-01	-3.101978e+01	-3.101978e+01	3.101978e+01	3.101978e+01
6.494860759703442e-01	3.228519e-02	1.032285e+00	3.494607e-01	-3.137985e+01	-3.137985e+01	3.137985e+01	3.137985e+01
6.514392009703442e-01	-9.030447e-02	9.096955e-01	2.882236e-01	-3.126794e+01	-3.126794e+01	3.126794e+01	3.126794e+01
6.533923259703442e-01	-2.115359e-01	7.884641e-01	2.276649e-01	-3.068573e+01	-3.068573e+01	3.068573e+01	3.068573e+01
6.553454509703442e-01	-3.295856e-01	6.704144e-01	1.686956e-01	-2.964198e+01	-2.964198e+01	2.964198e+01	2.964198e+01
6.563220134703442e-01	-3.868598e-01	6.131402e-01	1.400854e-01	-2.895166e+01	-2.895166e+01	2.895166e+01	2.895166e+01
6.572985759703442e-01	-4.426780e-01	5.573220e-01	1.122026e-01	-2.815238e+01	-2.815238e+01	2.815238e+01	2.815238e+01
6.582751384703442e-01	-4.968300e-01	5.031700e-01	8.515205e-02	-2.724714e+01	-2.724714e+01	2.724714e+01	2.724714e+01
6.592517009703442e-01	-5.491121e-01	4.508879e-01	5.903560e-02	-2.623935e+01	-2.623935e+01	2.623935e+01	2.623935e+01
6.602282634703442e-01	-5.993275e-01	4.006725e-01	3.395155e-02	-2.513280e+01	-2.513280e+01	2.513280e+01	2.513280e+01
6.612048259703442e-01	-6.472871e-01	3.527129e-01	9.994302e-03	-2.393165e+01	-2.393165e+01	2.393165e+01	2.393165e+01
6.621813884703442e-01	-6.928105e-01	3.071895e-01	-1.274597e-02	-2.264043e+01	-2.264043e+01	2.264043e+01	2.264043e+01
6.631579509703442e-01	-7.357263e-01	2.642737e-01	-3.418368e-02	-2.126400e+01	-2.126400e+01	2.126400e+01	2.126400e+01
6.641345134703442e-01	-7.758730e-01	2.241270e-01	-5.423814e-02	-1.980753e+01	-1.980753e+01	1.980753e+01	1.980753e+01
6.651110759703442e-01	-8.130995e-01	1.869005e-01	-7.283387e-02	-1.827652e+01	-1.827652e+01	1.827652e+01	1.827652e+01
6.660876384703442e-01	-8.472657e-01	1.527344e-01	-8.990087e-02	-1.667671e+01	-1.667671e+01	1.667671e+01	1.667671e+01
6.670642009703442e-01	-8.782429e-01	1.217571e-01	-1.053749e-01	-1.501414e+01	-1.501414e+01	1.501414e+01	1.501414e+01
6.680407634703442e-01	-9.059146e-01	9.408540e-02	-1.191978e-01	-1.329506e+01	-1.329506e+01	1.329506e+01	1.329506e+01
6.690173259703442e-01	-9.301767e-01	6.982332e-02	-1.313174e-01	-1.152593e+01	-1.152593e+01	1.152593e+01	1.152593e+01
6.699938884703442e-01	-9.509378e-01	4.906221e-02	-1.416882e-01	-9.713430e+00	-9.713430e+00	9.713430e+00	9.713430e+00
6.709704509703442e-01	-9.681197e-01	3.188023e-02	-1.502711e-01	-7.864367e+00	-7.864367e+00	7.864367e+00	7.864367e+00
6.719470134703442e-01	-9.816580e-01	1.834203e-02	-1.570338e-01	-5.985706e+00	-5.985706e+00	5.985706e+00	5.985706e+00
6.729235759703442e-01	-9.915015e-01	8.498567e-03	-1.619509e-01	-4.084515e+00	-4.084515e+00	4.084515e+00	4.084515e+00
6.739001384703442e-01	-9.976131e-01	2.386893e-03	-1.650039e-01	-2.167951e+00	-2.167951e+00	2.167951e+00	2.167951e+00
6.748767009703442e-01	-9.999700e-01	3.000868e-05	-1.661812e-01	-2.432274e-01	-2.432274e-01	2.432274e-01	2.432274e-01
6.758532634703442e-01	-9.985632e-01	1.436786e-03	-1.654785e-01	1.682412e+00	1.682412e+00	-1.682412e+00	-1.682412e+00
6.768298259703442e-01	-9.933981e-01	6.601929e-03	-1.628983e-01	3.601719e+00	3.601719e+00	-3.601719e+00	-3.601719e+00
6.778063884703442e-01	-9.844940e-01	1.550600e-02	-1.584505e-01	5.507469e+00	5.507469e+00	-5.507469e+00	-5.507469e+00
6.787829509703442e-01	-9.718845e-01	2.811548e-02	-1.521517e-01	7.392491e+00	7.392491e+00	-7.392491e+00	-7.392491e+00
6.797595134703442e-01	-9.556171e-01	4.438292e-02	-1.440256e-01	9.249689e+00	9.249689e+00	-9.249689e+00	-9.249689e+00
6.807360759703442e-01	-9.357529e-01	6.424708e-02	-1.341029e-01	1.107207e+01	1.107207e+01	-1.107207e+01	-1.107207e+01
6.817126384703442e-01	-9.123668e-01	8.763321e-02	-1.224208e-01	1.285279e+01	1.285279e+01	-1.285279e+01	-1.285279e+01
6.826892009703442e-01	-8.855467e-01	1.144533e-01	-1.090234e-01	1.458512e+01	1.458512e+01	-1.458512e+01	-1.458512e+01
6.836657634703442e-01	-8.553936e-01	1.446063e-01	-9.396106e-02	1.626256e+01	1.626256e+01	-1.626256e+01	-1.626256e+01
6.846423259703442e-01	-8.220211e-01	1.779789e-01	-7.729047e-02	1.787880e+01	1.787880e+01	-1.787880e+01	-1.787880e+01
6.856188884703442e-01	-7.855546e-01	2.144454e-01	-5.907439e-02	1.942774e+01	1.942774e+01	-1.942774e+01	-1.942774e+01
6.865954509703442e-01	-7.461315e-01	2.538685e-01	-3.938137e-02	2.090356e+01	2.090356e+01	-2.090356e+01	-2.090356e+01
6.875720134703442e-01	-7.039001e-01	2.960999e-01	-1.828554e-02	2.230070e+01	2.230070e+01	-2.230070e+01	-2.230070e+01
6.885485759703442e-01	-6.590194e-01	3.409806e-01	4.133703e-03	2.361391e+01	2.361391e+01	-2.361391e+01	-2.361391e+01
6.895251384703442e-01	-6.116582e-01	3.883418e-01	2.779198e-02	2.483824e+01	2.483824e+01	-2.483824e+01	-2.483824e+01
6.905017009703442e-01	-5.619950e-01	4.380050e-01	5.260025e-02	2.596909e+01	2.596909e+01	-2.596909e+01	-2.596909e+01
6.914782634703442e-01	-5.102165e-01	4.897835e-01	7.846513e-02	2.700219e+01	2.700219e+01	-2.700219e+01	-2.700219e+01
6.924548259703442e-01	-4.565177e-01	5.434823e-01	1.052893e-01	2.793366e+01	2.793366e+01	-2.793366e+01	-2.793366e+01
6.934313884703442e-01	-4.011006e-01	5.988994e-01	1.329717e-01	2.876000e+01	2.876000e+01	-2.876000e+01	-2.876000e+01
6.953845134703442e-01	-2.859518e-01	7.140482e-01	1.904920e-01	3.008524e+01	3.008524e+01	-3.008524e+01	-3.008524e+01
6.973376384703442e-01	-1.665020e-01	8.334979e-01	2.501607e-01	3.095796e+01	3.095796e+01	-3.095796e+01	-3.095796e+01
6.992907634703442e-01	-4.454790e-02	9.554521e-01	3.110803e-01	3.136505e+01	3.136505e+01	-3.136505e+01	-3.136505e+01
7.012438884703442e-01	7.807627e-02	1.078076e+00	3.723347e-01	3.130038e+01	3.130038e+01	-3.130038e+01	-3.130038e+01
7.031970134703442e-01	1.995261e-01	1.199526e+00	4.330025e-01	3.076492e+01	3.076492e+01	-3.076492e+01	-3.076492e+01
7.051501384703442e-01	3.179749e-01	1.317975e+00	4.921712e-01	2.976673e+01	2.976673e+01	-2.976673e+01	-2.976673e+01
7.071032634703442e-01	4.316410e-01	1.431641e+00	5.489508e-01	2.832082e+01	2.832082e+01	-2.832082e+01	-2.832082e+01
7.090563884703442e-01	5.388149e-01	1.538815e+00	6.024873e-01	2.644893e+01	2.644893e+01	-2.644893e+01	-2.644893e+01
7.110095134703442e-01	6.378844e-01	1.637884e+00	6.519755e-01	2.417923e+01	2.417923e+01	-2.417923e+01	-2.417923e+01
7.129626384703442e-01	7.273597e-01	1.727360e+00	6.966709e-01	2.154586e+01	2.154586e+01	-2.154586e+01	-2.154586e+01
7.149157634703442e-01	8.058947e-01	1.805895e+00	7.359015e-01	1.858841e+01	1.858841e+01	-1.858841e+01	-1.858841e+01
7.168688884703442e-01	8.723083e-01	1.872308e+00	7.690771e-01	1.535138e+01	1.535138e+01	-1.535138e+01	-1.535138e+01
7.188220134703442e-01	9.256016e-01	1.925602e+00	7.956986e-01	1.188344e+01	1.188344e+01	-1.188344e+01	-1.188344e+01
7.207751384703442e-01	9.649730e-01	1.964973e+00	8.153659e-01	8.236773e+00	8.236773e+00	-8.236773e+00	-8.236773e+00
7.227282634703442e-01	9.898303e-01	1.989830e+00	8.277828e-01	4.466213e+00	4.466213e+00	-4.466213e+00	-4.466213e+00
7.246813884703442e-01	9.997996e-01	1.999800e+00	8.327627e-01	6.284773e-01	6.284773e-01	-6.284773e-01	-6.284773e-01
7.266345134703442e-01	9.947310e-01	1.994731e+00	8.302308e-01	-3.218711e+00	-3.218711e+00	3.218711e+00	3.218711e+00
7.285876384703442e-01	9.747007e-01	1.974701e+00	8.202251e-01	-7.017488e+00	-7.017488e+00	7.017488e+00	7.017488e+00
7.305407634703442e-01	9.400101e-01	1.940010e+00	8.028961e-01	-1.071071e+01	-1.071071e+01	1.071071e+01	1.071071e+01
7.324938884703442e-01	8.911808e-01	1.891181e+00	7.785045e-01	-1.424284e+01	-1.424284e+01	1.424284e+01	1.424284e+01
7.344470134703442e-01	8.289473e-01	1.828947e+00	7.474170e-01	-1.756074e+01	-1.756074e+01	1.756074e+01	1.756074e+01
7.364001384703442e-01	7.542456e-01	1.754246e+00	7.101014e-01	-2.061452e+01	-2.061452e+01	2.061452e+01	2.061452e+01
7.383532634703442e-01	6.681995e-01	1.668200e+00	6.671187e-01	-2.335822e+01	-2.335822e+01	2.335822e+01	2.335822e+01
7.403063884703442e-01	5.721030e-01	1.572103e+00	6.191157e-01	-2.575061e+01	-2.575061e+01	2.575061e+01	2.575061e+01
7.422595134703442e-01	4.674015e-01	1.467402e+00	5.668142e-01	-2.775567e+01	-2.775567e+01	2.775567e+01	2.775567e+01
7.442126384703442e-01	3.556698e-01	1.355670e+00	5.110009e-01	-2.934327e+01	-2.934327e+01	2.934327e+01	2.934327e+01
7.461657634703442e-01	2.385886e-01	1.238589e+00	4.525154e-01	-3.048952e+01	-3.048952e+01	3.048952e+01	3.048952e+01
7.481188884703442e-01	1.179187e-01	1.117919e+00	3.922372e-01	-3.117717e+01	-3.117717e+01	3.117717e+01	3.117717e+01
7.500720134703442e-01	-4.524725e-03	9.954753e-01	3.310731e-01	-3.139590e+01	-3.139590e+01	3.139590e+01	3.139590e+01
7.520251384703442e-01	-1.269001e-01	8.730999e-01	2.699430e-01	-3.114240e+01	-3.114240e+01	3.114240e+01	3.114240e+01
7.539782634703442e-01	-2.473668e-01	7.526332e-01	2.097663e-01	-3.042048e+01	-3.042048e+01	3.042048e+01	3.042048e+01
7.559313884703442e-01	-3.641129e-01	6.358871e-01	1.514482e-01	-2.924102e+01	-2.924102e+01	2.924102e+01	2.924102e+01
7.569079509703442e-01	-4.205390e-01	5.794610e-01	1.232617e-01	-2.848499e+01	-2.848499e+01	2.848499e+01	2.848499e+01
7.578845134703442e-01	-4.753824e-01	5.246176e-01	9.586580e-02	-2.762174e+01	-2.762174e+01	2.762174e+01	2.762174e+01
7.588610759703442e-01	-5.284365e-01	4.715635e-01	6.936371e-02	-2.665454e+01	-2.665454e+01	2.665454e+01	2.665454e+01
7.598376384703442e-01	-5.795016e-01	4.204984e-01	4.385515e-02	-2.558701e+01	-2.558701e+01	2.558701e+01	2.558701e+01
7.608142009703442e-01	-6.283857e-01	3.716143e-01	1.943611e-02	-2.442318e+01	-2.442318e+01	2.442318e+01	2.442318e+01
7.617907634703442e-01	-6.749047e-01	3.250953e-01	-3.801483e-03	-2.316742e+01	-2.316742e+01	2.316742e+01	2.316742e+01
7.627673259703442e-01	-7.188835e-01	2.811165e-01	-2.577018e-02	-2.182447e+01	-2.182447e+01	2.182447e+01	2.182447e+01
7.637438884703442e-01	-7.601565e-01	2.398435e-01	-4.638730e-02	-2.039938e+01	-2.039938e+01	2.039938e+01	2.039938e+01
7.647204509703442e-01	-7.985685e-01	2.014315e-01	-6.557523e-02	-1.889751e+01	-1.889751e+01	1.889751e+01	1.889751e+01
7.656970134703442e-01	-8.339749e-01	1.660251e-01	-8.326176e-02	-1.732451e+01	-1.732451e+01	1.732451e+01	1.732451e+01
7.666735759703442e-01	-8.662424e-01	1.337576e-01	-9.938031e-02	-1.568630e+01	-1.568630e+01	1.568630e+01	1.568630e+01
7.676501384703442e-01	-8.952495e-01	1.047505e-01	-1.138702e-01	-1.398906e+01	-1.398906e+01	1.398906e+01	1.398906e+01
7.686267009703442e-01	-9.208872e-01	7.911285e-02	-1.266770e-01	-1.223916e+01	-1.223916e+01	1.223916e+01	1.223916e+01
7.696032634703442e-01	-9.430588e-01	5.694124e-02	-1.377524e-01	-1.044320e+01	-1.044320e+01	1.044320e+01	1.044320e+01
7.705798259703442e-01	-9.616809e-01	3.831909e-02	-1.470547e-01	-8.607937e+00	-8.607937e+00	8.607937e+00	8.607937e+00
7.715563884703442e-01	-9.766835e-01	2.331649e-02	-1.545489e-01	-6.740272e+00	-6.740272e+00	6.740272e+00	6.740272e+00
7.725329509703442e-01	-9.880101e-01	1.198990e-02	-1.602069e-01	-4.847239e+00	-4.847239e+00	4.847239e+00	4.847239e+00
7.735095134703442e-01	-9.956180e-01	4.381960e-03	-1.640073e-01	-2.935961e+00	-2.935961e+00	2.935961e+00	2.935961e+00
7.744860759703442e-01	-9.994787e-01	5.213026e-04	-1.659358e-01	-1.013633e+00	-1.013633e+00	1.013633e+00	1.013633e+00
7.754626384703442e-01	-9.995775e-01	4.224571e-04	-1.659852e-01	9.125103e-01	9.125103e-01	-9.125103e-01	-9.125103e-01
7.764392009703442e-01	-9.959142e-01	4.085796e-03	-1.641552e-01	2.835219e+00	2.835219e+00	-2.835219e+00	-2.835219e+00
7.774157634703442e-01	-9.885024e-01	1.149753e-02	-1.604528e-01	4.747256e+00	4.747256e+00	-4.747256e+00	-4.747256e+00
7.783923259703442e-01	-9.773703e-01	2.262977e-02	-1.548920e-01	6.641426e+00	6.641426e+00	-6.641426e+00	-6.641426e+00
7.793688884703442e-01	-9.625594e-01	3.744060e-02	-1.474935e-01	8.510599e+00	8.510599e+00	-8.510599e+00	-8.510599e+00
7.803454509703442e-01	-9.441257e-01	5.587430e-02	-1.382853e-01	1.034774e+01	1.034774e+01	-1.034774e+01	-1.034774e+01
7.813220134703442e-01	-9.221385e-01	7.786147e-02	-1.273021e-01	1.214594e+01	1.214594e+01	-1.214594e+01	-1.214594e+01
7.822985759703442e-01	-8.966807e-01	1.033194e-01	-1.145851e-01	1.389841e+01	1.389841e+01	-1.389841e+01	-1.389841e+01
7.832751384703442e-01	-8.678479e-01	1.321521e-01	-1.001823e-01	1.559858e+01	1.559858e+01	-1.559858e+01	-1.559858e+01
7.842517009703442e-01	-8.357487e-01	1.642513e-01	-8.414781e-02	1.724004e+01	1.724004e+01	-1.724004e+01	-1.724004e+01
7.852282634703442e-01	-8.005039e-01	1.994961e-01	-6.654202e-02	1.881662e+01	1.881662e+01	-1.881662e+01	-1.881662e+01
7.862048259703442e-01	-7.622463e-01	2.377537e-01	-4.743119e-02	2.032237e+01	2.032237e+01	-2.032237e+01	-2.032237e+01
7.871813884703442e-01	-7.211197e-01	2.788803e-01	-2.688725e-02	2.175163e+01	2.175163e+01	-2.175163e+01	-2.175163e+01
7.881579509703442e-01	-6.772790e-01	3.227210e-01	-4.987512e-03	2.309902e+01	2.309902e+01	-2.309902e+01	-2.309902e+01
7.891345134703442e-01	-6.308891e-01	3.691109e-01	1.818558e-02	2.435948e+01	2.435948e+01	-2.435948e+01	-2.435948e+01
7.901110759703442e-01	-5.821248e-01	4.178752e-01	4.254482e-02	2.552825e+01	2.552825e+01	-2.552825e+01	-2.552825e+01
7.910876384703442e-01	-5.311694e-01	4.688306e-01	6.799853e-02	2.660093e+01	2.660093e+01	-2.660093e+01	-2.660093e+01
7.920642009703442e-01	-4.782149e-01	5.217851e-01	9.445089e-02	2.757350e+01	2.757350e+01	-2.757350e+01	-2.757350e+01
7.930407634703442e-01	-4.234604e-01	5.765396e-01	1.218024e-01	2.844229e+01	2.844229e+01	-2.844229e+01	-2.844229e+01
7.949938884703442e-01	-3.093822e-01	6.906178e-01	1.787878e-01	2.985585e+01	2.985585e+01	-2.985585e+01	-2.985585e+01
7.969470134703442e-01	-1.906505e-01	8.093495e-01	2.380978e-01	3.082035e+01	3.082035e+01	-3.082035e+01	-3.082035e+01
7.989001384703442e-01	-6.905135e-02	9.309487e-01	2.988401e-01	3.132128e+01	3.132128e+01	-3.132128e+01	-3.132128e+01
8.008532634703442e-01	5.358645e-02	1.053586e+00	3.601013e-01	3.135111e+01	3.135111e+01	-3.135111e+01	-3.135111e+01
8.028063884703442e-01	1.754182e-01	1.175418e+00	4.209599e-01	3.090939e+01	3.090939e+01	-3.090939e+01	-3.090939e+01
8.047595134703442e-01	2.946116e-01	1.294612e+00	4.805005e-01	3.000276e+01	3.000276e+01	-3.000276e+01	-3.000276e+01
8.067126384703442e-01	4.093737e-01	1.409374e+00	5.378276e-01	2.864487e+01	2.864487e+01	-2.864487e+01	-2.864487e+01
8.086657634703442e-01	5.179785e-01	1.517978e+00	5.920789e-01	2.685612e+01	2.685612e+01	-2.685612e+01	-2.685612e+01
8.106188884703442e-01	6.187924e-01	1.618792e+00	6.424384e-01	2.466344e+01	2.466344e+01	-2.466344e+01	-2.466344e+01
8.125720134703442e-01	7.102990e-01	1.710299e+00	6.881486e-01	2.209980e+01	2.209980e+01	-2.209980e+01	-2.209980e+01
8.145251384703442e-01	7.911221e-01	1.791122e+00	7.285222e-01	1.920375e+01	1.920375e+01	-1.920375e+01	-1.920375e+01
8.164782634703442e-01	8.600460e-01	1.860046e+00	7.629517e-01	1.601887e+01	1.601887e+01	-1.601887e+01	-1.601887e+01
8.184313884703442e-01	9.160340e-01	1.916034e+00	7.909194e-01	1.259304e+01	1.259304e+01	-1.259304e+01	-1.259304e+01
8.203845134703442e-01	9.582440e-01	1.958244e+00	8.120045e-01	8.977805e+00	8.977805e+00	-8.977805e+00	-8.977805e+00
8.223376384703442e-01	9.860411e-01	1.986041e+00	8.258900e-01	5.227534e+00	5.227534e+00	-5.227534e+00	-5.227534e+00
8.242907634703442e-01	9.990072e-01	1.999007e+00	8.323669e-01	1.398636e+00	1.398636e+00	-1.398636e+00	-1.398636e+00
8.262438884703442e-01	9.969474e-01	1.996947e+00	8.313380e-01	-2.451300e+00	-2.451300e+00	2.451300e+00	2.451300e+00
8.281970134703442e-01	9.798925e-01	1.979892e+00	8.228186e-01	-6.264365e+00	-6.264365e+00	6.264365e+00	6.264365e+00
8.301501384703442e-01	9.480991e-01	1.948099e+00	8.069369e-01	-9.983208e+00	-9.983208e+00	9.983208e+00	9.983208e+00
8.321032634703442e-01	9.020455e-01	1.902045e+00	7.839317e-01	-1.355190e+01	-1.355190e+01	1.355190e+01	1.355190e+01
8.340563884703442e-01	8.424242e-01	1.842424e+00	7.541491e-01	-1.691675e+01	-1.691675e+01	1.691675e+01	1.691675e+01
8.360095134703442e-01	7.701321e-01	1.770132e+00	7.180371e-01	-2.002716e+01	-2.002716e+01	2.002716e+01	2.002716e+01
8.379626384703442e-01	6.862565e-01	1.686256e+00	6.761387e-01	-2.283634e+01	-2.283634e+01	2.283634e+01	2.283634e+01
8.399157634703442e-01	5.920589e-01	1.592059e+00	6.290842e-01	-2.530204e+01	-2.530204e+01	2.530204e+01	2.530204e+01
8.418688884703442e-01	4.889562e-01	1.488956e+00	5.775814e-01	-2.738718e+01	-2.738718e+01	2.738718e+01	2.738718e+01
8.438220134703442e-01	3.784992e-01	1.378499e+00	5.224048e-01	-2.906039e+01	-2.906039e+01	2.906039e+01	2.906039e+01
8.457751384703442e-01	2.623492e-01	1.262349e+00	4.643845e-01	-3.029650e+01	-3.029650e+01	3.029650e+01	3.029650e+01
