time	V(n001)	V(n002)	I(C1)	I(R1)	I(V1)
8.336914128687777e-01	8.545578e-01	1.537988e-02	8.383738e-01	8.383738e-01	-8.383738e-01
8.356445378687777e-01	7.845563e-01	1.694899e-02	7.668691e-01	7.668691e-01	-7.668691e-01
8.375976628687777e-01	7.027544e-01	1.836694e-02	6.837263e-01	6.837263e-01	-6.837263e-01
8.395507878687777e-01	6.103825e-01	1.961219e-02	5.901960e-01	5.901960e-01	-5.901960e-01
8.415039128687777e-01	5.088298e-01	2.066581e-02	4.876852e-01	4.876852e-01	-4.876852e-01
8.434570378687777e-01	3.996238e-01	2.151176e-02	3.777360e-01	3.777360e-01	-3.777360e-01
8.454101628687777e-01	2.844071e-01	2.213710e-02	2.620024e-01	2.620024e-01	-2.620024e-01
8.473632878687777e-01	1.649127e-01	2.253224e-02	1.422253e-01	1.422253e-01	-1.422253e-01
8.493164128687777e-01	4.293784e-02	2.269103e-02	2.020641e-02	2.020641e-02	-2.020641e-02
8.512695378687777e-01	-7.968285e-02	2.261088e-02	-1.022188e-01	-1.022188e-01	1.022188e-01
8.532226628687777e-01	-2.011050e-01	2.229279e-02	-2.232086e-01	-2.232086e-01	2.232086e-01
8.551757878687777e-01	-3.195024e-01	2.174135e-02	-3.409431e-01	-3.409431e-01	3.409431e-01
8.571289128687777e-01	-4.330942e-01	2.096466e-02	-4.536513e-01	-4.536513e-01	4.536513e-01
8.590820378687777e-01	-5.401718e-01	1.997420e-02	-5.596378e-01	-5.596378e-01	5.596378e-01
8.610351628687777e-01	-6.391248e-01	1.878467e-02	-6.573080e-01	-6.573080e-01	6.573080e-01
8.629882878687777e-01	-7.284647e-01	1.741376e-02	-7.451930e-01	-7.451930e-01	7.451930e-01
8.649414128687777e-01	-8.068478e-01	1.588190e-02	-8.219705e-01	-8.219705e-01	8.219705e-01
8.668945378687777e-01	-8.730952e-01	1.421192e-02	-8.864856e-01	-8.864856e-01	8.864856e-01
8.688476628687777e-01	-9.262104e-01	1.242876e-02	-9.377676e-01	-9.377676e-01	9.377676e-01
8.708007878687777e-01	-9.653946e-01	1.055903e-02	-9.750452e-01	-9.750452e-01	9.750452e-01
8.727539128687777e-01	-9.900582e-01	8.630659e-03	-9.977573e-01	-9.977573e-01	9.977573e-01
8.747070378687777e-01	-9.998306e-01	6.672461e-03	-1.005562e+00	-1.005562e+00	1.005562e+00
8.766601628687777e-01	-9.945645e-01	4.713690e-03	-9.983424e-01	-9.983424e-01	9.983424e-01
8.786132878687777e-01	-9.743393e-01	2.783614e-03	-9.762061e-01	-9.762061e-01	9.762061e-01
8.805664128687777e-01	-9.394591e-01	9.110696e-04	-9.394861e-01	-9.394861e-01	9.394861e-01
8.815429753687777e-01	-9.166789e-01	5.157621e-06	-9.158215e-01	-9.158215e-01	9.158215e-01
8.825195378687777e-01	-8.904485e-01	-8.759733e-04	-8.887347e-01	-8.887347e-01	8.887347e-01
8.834961003687777e-01	-8.608667e-01	-1.729031e-03	-8.583276e-01	-8.583276e-01	8.583276e-01
8.844726628687777e-01	-8.280448e-01	-2.550829e-03	-8.247148e-01	-8.247148e-01	8.247148e-01
8.854492253687777e-01	-7.921063e-01	-3.338299e-03	-7.880227e-01	-7.880227e-01	7.880227e-01
8.874023503687777e-01	-7.114319e-01	-4.798633e-03	-7.059639e-01	-7.059639e-01	7.059639e-01
8.893554753687777e-01	-6.200569e-01	-6.088262e-03	-6.133852e-01	-6.133852e-01	6.133852e-01
8.913086003687777e-01	-5.193557e-01	-7.187982e-03	-5.116790e-01	-5.116790e-01	5.116790e-01
8.932617253687777e-01	-4.108428e-01	-8.081442e-03	-4.023748e-01	-4.023748e-01	4.023748e-01
8.952148503687777e-01	-2.961505e-01	-8.755396e-03	-2.871164e-01	-2.871164e-01	2.871164e-01
8.971679753687777e-01	-1.770038e-01	-9.199898e-03	-1.676374e-01	-1.676374e-01	1.676374e-01
8.991211003687777e-01	-5.519483e-02	-9.408453e-03	-4.573444e-02	-4.573444e-02	4.573444e-02
9.000976628687777e-01	6.136301e-03	-9.423191e-03	1.555372e-02	1.555372e-02	-1.555372e-02
9.020507878687777e-01	1.284985e-01	-9.273424e-03	1.376510e-01	1.376510e-01	-1.376510e-01
9.040039128687777e-01	2.489280e-01	-8.887079e-03	2.575808e-01	2.575808e-01	-2.575808e-01
9.059570378687777e-01	3.656134e-01	-8.270158e-03	3.735395e-01	3.735395e-01	-3.735395e-01
9.079101628687777e-01	4.767996e-01	-7.432127e-03	4.837831e-01	4.837831e-01	-4.837831e-01
9.098632878687777e-01	5.808143e-01	-6.385782e-03	5.866536e-01	5.866536e-01	-5.866536e-01
9.118164128687777e-01	6.760930e-01	-5.147047e-03	6.806039e-01	6.806039e-01	-6.806039e-01
9.137695378687777e-01	7.612026e-01	-3.734743e-03	7.642211e-01	7.642211e-01	-7.642211e-01
9.147461003687777e-01	7.995375e-01	-2.970106e-03	8.017553e-01	8.017553e-01	-8.017553e-01
9.157226628687777e-01	8.348631e-01	-2.170300e-03	8.362478e-01	8.362478e-01	-8.362478e-01
9.166992253687777e-01	8.670465e-01	-1.338358e-03	8.675690e-01	8.675690e-01	-8.675690e-01
9.176757878687777e-01	8.959664e-01	-4.774357e-04	8.956008e-01	8.956008e-01	-8.956008e-01
9.186523503687777e-01	9.215142e-01	4.092043e-04	9.202379e-01	9.202379e-01	-9.202379e-01
9.206054753687777e-01	9.621215e-01	2.246110e-03	9.589701e-01	9.589701e-01	-9.589701e-01
9.225586003687777e-01	9.882576e-01	4.144544e-03	9.831832e-01	9.831832e-01	-9.831832e-01
9.245117253687777e-01	9.995294e-01	6.075765e-03	9.925132e-01	9.925132e-01	-9.925132e-01
9.264648503687777e-01	9.957674e-01	8.010542e-03	9.868199e-01	9.868199e-01	-9.868199e-01
9.284179753687777e-01	9.770281e-01	9.919587e-03	9.661891e-01	9.661891e-01	-9.661891e-01
9.303711003687777e-01	9.435933e-01	1.177400e-02	9.309314e-01	9.309314e-01	-9.309314e-01
9.323242253687777e-01	8.959661e-01	1.354571e-02	8.815773e-01	8.815773e-01	-8.815773e-01
9.342773503687777e-01	8.348626e-01	1.520788e-02	8.188692e-01	8.188692e-01	-8.188692e-01
9.362304753687777e-01	7.612021e-01	1.673532e-02	7.437506e-01	7.437506e-01	-7.437506e-01
9.381836003687777e-01	6.760924e-01	1.810489e-02	6.573514e-01	6.573514e-01	-6.573514e-01
9.401367253687777e-01	5.808136e-01	1.929579e-02	5.609713e-01	5.609713e-01	-5.609713e-01
9.420898503687777e-01	4.767989e-01	2.028994e-02	4.560603e-01	4.560603e-01	-4.560603e-01
9.440429753687777e-01	3.656126e-01	2.107218e-02	3.441964e-01	3.441964e-01	-3.441964e-01
9.459961003687777e-01	2.489272e-01	2.163059e-02	2.270624e-01	2.270624e-01	-2.270624e-01
9.479492253687777e-01	1.284977e-01	2.195657e-02	1.064202e-01	1.064202e-01	-1.064202e-01
9.499023503687777e-01	6.135469e-03	2.204505e-02	-1.591536e-02	-1.591536e-02	1.591536e-02
9.518554753687777e-01	-1.163190e-01	2.189451e-02	-1.381041e-01	-1.381041e-01	1.381041e-01
9.538086003687777e-01	-2.370240e-01	2.150704e-02	-2.583080e-01	-2.583080e-01	2.583080e-01
9.557617253687777e-01	-3.541639e-01	2.088828e-02	-3.747189e-01	-3.747189e-01	3.747189e-01
9.577148503687777e-01	-4.659769e-01	2.004736e-02	-4.855857e-01	-4.855857e-01	4.855857e-01
9.596679753687777e-01	-5.707811e-01	1.899674e-02	-5.892408e-01	-5.892408e-01	5.892408e-01
9.616211003687777e-01	-6.670002e-01	1.775206e-02	-6.841247e-01	-6.841247e-01	6.841247e-01
9.635742253687777e-01	-7.531871e-01	1.633185e-02	-7.688102e-01	-7.688102e-01	7.688102e-01
9.655273503687777e-01	-8.280452e-01	1.475730e-02	-8.420234e-01	-8.420234e-01	8.420234e-01
9.674804753687777e-01	-8.904489e-01	1.305191e-02	-9.026629e-01	-9.026629e-01	9.026629e-01
9.694336003687777e-01	-9.394594e-01	1.124115e-02	-9.498165e-01	-9.498165e-01	9.498165e-01
9.713867253687777e-01	-9.743395e-01	9.352088e-03	-9.827747e-01	-9.827747e-01	9.827747e-01
9.733398503687777e-01	-9.945646e-01	7.412952e-03	-1.001042e+00	-1.001042e+00	1.001042e+00
9.752929753687777e-01	-9.998306e-01	5.452733e-03	-1.004343e+00	-1.004343e+00	1.004343e+00
9.772461003687777e-01	-9.900581e-01	3.500741e-03	-9.926273e-01	-9.926273e-01	9.926273e-01
9.791992253687777e-01	-9.653943e-01	1.586156e-03	-9.660721e-01	-9.660721e-01	9.660721e-01
9.811523503687777e-01	-9.262101e-01	-2.623987e-04	-9.250762e-01	-9.250762e-01	9.250762e-01
9.821289128687777e-01	-9.013487e-01	-1.153231e-03	-8.993473e-01	-8.993473e-01	8.993473e-01
9.840820378687777e-01	-8.415548e-01	-2.851361e-03	-8.379115e-01	-8.379115e-01	8.379115e-01
9.860351628687777e-01	-7.691031e-01	-4.417154e-03	-7.639622e-01	-7.639622e-01	7.639622e-01
9.879882878687777e-01	-6.850834e-01	-5.827235e-03	-6.786115e-01	-6.786115e-01	6.786115e-01
9.899414128687777e-01	-5.907593e-01	-7.060568e-03	-5.831429e-01	-5.831429e-01	5.831429e-01
9.918945378687777e-01	-4.875498e-01	-8.098776e-03	-4.789923e-01	-4.789923e-01	4.789923e-01
9.938476628687777e-01	-3.770070e-01	-8.926418e-03	-3.677258e-01	-3.677258e-01	3.677258e-01
9.958007878687777e-01	-2.607937e-01	-9.531218e-03	-2.510171e-01	-2.510171e-01	2.510171e-01
9.977539128687777e-01	-1.406578e-01	-9.904252e-03	-1.306212e-01	-1.306212e-01	1.306212e-01
9.997070378687777e-01	-1.840631e-02	-1.005056e-02	-8.346516e-03	-8.346516e-03	8.346516e-03
1.000000000000000e+00	-2.449294e-15	-1.005480e-02	1.005480e-02	1.005480e-02	-1.005480e-02
