time	V(n001)	I(I1)	I(R1)	I(V1)
0.000000000000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	-1.000000e+00
4.288144243348923e-04	2.697828e-02	1.000000e+00	2.696308e-02	-1.026963e+00
8.576288486697847e-04	5.389171e-02	1.000000e+00	5.385799e-02	-1.053858e+00
1.286443273004677e-03	8.074031e-02	1.000000e+00	8.068472e-02	-1.080685e+00
1.715257697339569e-03	1.075241e-01	1.000000e+00	1.074433e-01	-1.107443e+00
2.144072121674462e-03	1.342430e-01	1.000000e+00	1.341337e-01	-1.134134e+00
2.572886546009354e-03	1.608971e-01	1.000000e+00	1.607559e-01	-1.160756e+00
3.001700970344245e-03	1.874863e-01	1.000000e+00	1.873099e-01	-1.187310e+00
4.954825970344245e-03	3.063163e-01	1.000000e+00	3.060281e-01	-1.306028e+00
6.907950970344245e-03	4.205390e-01	1.000000e+00	4.201433e-01	-1.420143e+00
8.861075970344245e-03	5.284365e-01	1.000000e+00	5.279393e-01	-1.527939e+00
1.081420097034425e-02	6.283857e-01	1.000000e+00	6.277944e-01	-1.627794e+00
1.276732597034425e-02	7.188835e-01	1.000000e+00	7.182070e-01	-1.718207e+00
1.472045097034425e-02	7.985685e-01	1.000000e+00	7.978171e-01	-1.797817e+00
1.667357597034425e-02	8.662424e-01	1.000000e+00	8.654273e-01	-1.865427e+00
1.862670097034425e-02	9.208872e-01	1.000000e+00	9.200207e-01	-1.920021e+00
2.057982597034425e-02	9.616809e-01	1.000000e+00	9.607760e-01	-1.960776e+00
2.253295097034425e-02	9.880101e-01	1.000000e+00	9.870805e-01	-1.987080e+00
2.448607597034425e-02	9.994787e-01	1.000000e+00	9.985383e-01	-1.998538e+00
2.643920097034425e-02	9.959142e-01	1.000000e+00	9.949771e-01	-1.994977e+00
2.839232597034425e-02	9.773703e-01	1.000000e+00	9.764506e-01	-1.976451e+00
3.034545097034425e-02	9.441257e-01	1.000000e+00	9.432373e-01	-1.943237e+00
3.229857597034425e-02	8.966807e-01	1.000000e+00	8.958369e-01	-1.895837e+00
3.425170097034425e-02	8.357487e-01	1.000000e+00	8.349622e-01	-1.834962e+00
3.620482597034425e-02	7.622463e-01	1.000000e+00	7.615290e-01	-1.761529e+00
3.815795097034425e-02	6.772790e-01	1.000000e+00	6.766417e-01	-1.676642e+00
4.011107597034425e-02	5.821248e-01	1.000000e+00	5.815770e-01	-1.581577e+00
4.206420097034425e-02	4.782149e-01	1.000000e+00	4.777649e-01	-1.477765e+00
4.401732597034425e-02	3.671122e-01	1.000000e+00	3.667667e-01	-1.366767e+00
4.597045097034425e-02	2.504877e-01	1.000000e+00	2.502520e-01	-1.250252e+00
4.792357597034425e-02	1.300958e-01	1.000000e+00	1.299734e-01	-1.129973e+00
4.987670097034425e-02	7.747029e-03	1.000000e+00	7.739740e-03	-1.007740e+00
5.182982597034425e-02	-1.147182e-01	1.000000e+00	-1.146103e-01	-8.853897e-01
5.378295097034425e-02	-2.354580e-01	1.000000e+00	-2.352365e-01	-7.647635e-01
5.573607597034425e-02	-3.526563e-01	1.000000e+00	-3.523245e-01	-6.476755e-01
5.768920097034425e-02	-4.645503e-01	1.000000e+00	-4.641132e-01	-5.358868e-01
5.964232597034425e-02	-5.694571e-01	1.000000e+00	-5.689212e-01	-4.310788e-01
6.061888847034425e-02	-6.187924e-01	1.000000e+00	-6.182101e-01	-3.817899e-01
6.159545097034425e-02	-6.657986e-01	1.000000e+00	-6.651722e-01	-3.348278e-01
6.257201347034425e-02	-7.102990e-01	1.000000e+00	-7.096307e-01	-2.903693e-01
6.354857597034425e-02	-7.521260e-01	1.000000e+00	-7.514183e-01	-2.485817e-01
6.452513847034425e-02	-7.911221e-01	1.000000e+00	-7.903777e-01	-2.096223e-01
6.550170097034425e-02	-8.271406e-01	1.000000e+00	-8.263624e-01	-1.736377e-01
6.647826347034425e-02	-8.600460e-01	1.000000e+00	-8.592368e-01	-1.407633e-01
6.745482597034425e-02	-8.897144e-01	1.000000e+00	-8.888772e-01	-1.111228e-01
6.843138847034425e-02	-9.160340e-01	1.000000e+00	-9.151720e-01	-8.482793e-02
6.940795097034425e-02	-9.389059e-01	1.000000e+00	-9.380224e-01	-6.197754e-02
7.038451347034425e-02	-9.582440e-01	1.000000e+00	-9.573424e-01	-4.265765e-02
7.136107597034425e-02	-9.739755e-01	1.000000e+00	-9.730591e-01	-2.694099e-02
7.233763847034425e-02	-9.860411e-01	1.000000e+00	-9.851133e-01	-1.488670e-02
7.331420097034425e-02	-9.943955e-01	1.000000e+00	-9.934598e-01	-6.540149e-03
7.429076347034425e-02	-9.990072e-01	1.000000e+00	-9.980672e-01	-1.932760e-03
7.526732597034425e-02	-9.998589e-01	1.000000e+00	-9.989181e-01	-1.081870e-03
7.624388847034425e-02	-9.969474e-01	1.000000e+00	-9.960093e-01	-3.990683e-03
7.722045097034425e-02	-9.902835e-01	1.000000e+00	-9.893517e-01	-1.064825e-02
7.819701347034425e-02	-9.798925e-01	1.000000e+00	-9.789705e-01	-2.102951e-02
7.917357597034425e-02	-9.658134e-01	1.000000e+00	-9.649046e-01	-3.509540e-02
8.015013847034425e-02	-9.480991e-01	1.000000e+00	-9.472070e-01	-5.279297e-02
8.112670097034425e-02	-9.268165e-01	1.000000e+00	-9.259444e-01	-7.405561e-02
8.210326347034425e-02	-9.020455e-01	1.000000e+00	-9.011967e-01	-9.880330e-02
8.307982597034425e-02	-8.738794e-01	1.000000e+00	-8.730571e-01	-1.269429e-01
8.405638847034425e-02	-8.424242e-01	1.000000e+00	-8.416315e-01	-1.583685e-01
8.503295097034425e-02	-8.077983e-01	1.000000e+00	-8.070382e-01	-1.929618e-01
8.600951347034425e-02	-7.701321e-01	1.000000e+00	-7.694074e-01	-2.305926e-01
8.698607597034425e-02	-7.295672e-01	1.000000e+00	-7.288808e-01	-2.711192e-01
8.796263847034425e-02	-6.862565e-01	1.000000e+00	-6.856108e-01	-3.143893e-01
8.893920097034425e-02	-6.403628e-01	1.000000e+00	-6.397603e-01	-3.602398e-01
8.991576347034425e-02	-5.920589e-01	1.000000e+00	-5.915018e-01	-4.084982e-01
9.186888847034425e-02	-4.889562e-01	1.000000e+00	-4.884962e-01	-5.115038e-01
9.382201347034425e-02	-3.784992e-01	1.000000e+00	-3.781431e-01	-6.218569e-01
9.577513847034425e-02	-2.623492e-01	1.000000e+00	-2.621024e-01	-7.378976e-01
9.772826347034425e-02	-1.422532e-01	1.000000e+00	-1.421194e-01	-8.578807e-01
9.968138847034425e-02	-2.001762e-02	1.000000e+00	-1.999878e-02	-9.800012e-01
1.016345134703442e-01	1.025191e-01	1.000000e+00	1.024226e-01	-1.102423e+00
1.035876384703442e-01	2.235138e-01	1.000000e+00	2.233035e-01	-1.223303e+00
1.055407634703442e-01	3.411466e-01	1.000000e+00	3.408256e-01	-1.340826e+00
1.074938884703442e-01	4.536483e-01	1.000000e+00	4.532215e-01	-1.453221e+00
1.094470134703442e-01	5.593267e-01	1.000000e+00	5.588004e-01	-1.558800e+00
1.114001384703442e-01	6.565923e-01	1.000000e+00	6.559745e-01	-1.655975e+00
1.133532634703442e-01	7.439821e-01	1.000000e+00	7.432821e-01	-1.743282e+00
1.153063884703442e-01	8.201818e-01	1.000000e+00	8.194101e-01	-1.819410e+00
1.172595134703442e-01	8.840452e-01	1.000000e+00	8.832133e-01	-1.883213e+00
1.192126384703442e-01	9.346117e-01	1.000000e+00	9.337323e-01	-1.933732e+00
1.211657634703442e-01	9.711207e-01	1.000000e+00	9.702070e-01	-1.970207e+00
1.231188884703442e-01	9.930233e-01	1.000000e+00	9.920889e-01	-1.992089e+00
1.250720134703442e-01	9.999897e-01	1.000000e+00	9.990488e-01	-1.999049e+00
1.270251384703442e-01	9.919155e-01	1.000000e+00	9.909822e-01	-1.990982e+00
1.289782634703442e-01	9.689219e-01	1.000000e+00	9.680102e-01	-1.968010e+00
1.309313884703442e-01	9.313548e-01	1.000000e+00	9.304785e-01	-1.930479e+00
1.328845134703442e-01	8.797793e-01	1.000000e+00	8.789514e-01	-1.878952e+00
1.348376384703442e-01	8.149711e-01	1.000000e+00	8.142042e-01	-1.814204e+00
1.367907634703442e-01	7.379049e-01	1.000000e+00	7.372106e-01	-1.737211e+00
1.387438884703442e-01	6.497400e-01	1.000000e+00	6.491286e-01	-1.649129e+00
1.406970134703442e-01	5.518024e-01	1.000000e+00	5.512832e-01	-1.551283e+00
1.426501384703442e-01	4.455651e-01	1.000000e+00	4.451459e-01	-1.445146e+00
1.446032634703442e-01	3.326262e-01	1.000000e+00	3.323132e-01	-1.332313e+00
1.465563884703442e-01	2.146842e-01	1.000000e+00	2.144822e-01	-1.214482e+00
1.485095134703442e-01	9.351320e-02	1.000000e+00	9.342521e-02	-1.093425e+00
1.514392009703442e-01	-9.030447e-02	1.000000e+00	-9.021950e-02	-9.097805e-01
1.533923259703442e-01	-2.115359e-01	1.000000e+00	-2.113368e-01	-7.886631e-01
1.553454509703442e-01	-3.295856e-01	1.000000e+00	-3.292755e-01	-6.707246e-01
1.572985759703442e-01	-4.426780e-01	1.000000e+00	-4.422615e-01	-5.577385e-01
1.592517009703442e-01	-5.491121e-01	1.000000e+00	-5.485954e-01	-4.514045e-01
1.602282634703442e-01	-5.993275e-01	1.000000e+00	-5.987636e-01	-4.012364e-01
1.612048259703442e-01	-6.472871e-01	1.000000e+00	-6.466781e-01	-3.533219e-01
1.621813884703442e-01	-6.928105e-01	1.000000e+00	-6.921586e-01	-3.078414e-01
1.631579509703442e-01	-7.357263e-01	1.000000e+00	-7.350340e-01	-2.649660e-01
1.641345134703442e-01	-7.758730e-01	1.000000e+00	-7.751430e-01	-2.248571e-01
1.651110759703442e-01	-8.130995e-01	1.000000e+00	-8.123344e-01	-1.876656e-01
1.660876384703442e-01	-8.472657e-01	1.000000e+00	-8.464684e-01	-1.535316e-01
1.670642009703442e-01	-8.782429e-01	1.000000e+00	-8.774165e-01	-1.225835e-01
1.680407634703442e-01	-9.059146e-01	1.000000e+00	-9.050622e-01	-9.493781e-02
1.690173259703442e-01	-9.301767e-01	1.000000e+00	-9.293014e-01	-7.069856e-02
1.699938884703442e-01	-9.509378e-01	1.000000e+00	-9.500430e-01	-4.995699e-02
1.709704509703442e-01	-9.681197e-01	1.000000e+00	-9.672088e-01	-3.279117e-02
1.719470134703442e-01	-9.816580e-01	1.000000e+00	-9.807343e-01	-1.926571e-02
1.729235759703442e-01	-9.915015e-01	1.000000e+00	-9.905685e-01	-9.431514e-03
1.739001384703442e-01	-9.976131e-01	1.000000e+00	-9.966744e-01	-3.325590e-03
1.748767009703442e-01	-9.999700e-01	1.000000e+00	-9.990291e-01	-9.709240e-04
1.758532634703442e-01	-9.985632e-01	1.000000e+00	-9.976236e-01	-2.376377e-03
1.768298259703442e-01	-9.933981e-01	1.000000e+00	-9.924634e-01	-7.536661e-03
1.778063884703442e-01	-9.844940e-01	1.000000e+00	-9.835677e-01	-1.643235e-02
1.787829509703442e-01	-9.718845e-01	1.000000e+00	-9.709700e-01	-2.902997e-02
1.797595134703442e-01	-9.556171e-01	1.000000e+00	-9.547179e-01	-4.528210e-02
1.807360759703442e-01	-9.357529e-01	1.000000e+00	-9.348724e-01	-6.512757e-02
1.817126384703442e-01	-9.123668e-01	1.000000e+00	-9.115083e-01	-8.849169e-02
1.826892009703442e-01	-8.855467e-01	1.000000e+00	-8.847135e-01	-1.152865e-01
1.836657634703442e-01	-8.553936e-01	1.000000e+00	-8.545887e-01	-1.454112e-01
1.846423259703442e-01	-8.220211e-01	1.000000e+00	-8.212476e-01	-1.787524e-01
1.856188884703442e-01	-7.855546e-01	1.000000e+00	-7.848154e-01	-2.151846e-01
1.865954509703442e-01	-7.461315e-01	1.000000e+00	-7.454294e-01	-2.545706e-01
1.875720134703442e-01	-7.039001e-01	1.000000e+00	-7.032378e-01	-2.967623e-01
1.885485759703442e-01	-6.590194e-01	1.000000e+00	-6.583992e-01	-3.416007e-01
1.895251384703442e-01	-6.116582e-01	1.000000e+00	-6.110827e-01	-3.889173e-01
1.914782634703442e-01	-5.102165e-01	1.000000e+00	-5.097364e-01	-4.902636e-01
1.934313884703442e-01	-4.011006e-01	1.000000e+00	-4.007232e-01	-5.992768e-01
1.953845134703442e-01	-2.859518e-01	1.000000e+00	-2.856827e-01	-7.143173e-01
1.973376384703442e-01	-1.665020e-01	1.000000e+00	-1.663454e-01	-8.336546e-01
1.992907634703442e-01	-4.454790e-02	1.000000e+00	-4.450598e-02	-9.554940e-01
2.012438884703442e-01	7.807627e-02	1.000000e+00	7.800281e-02	-1.078003e+00
2.031970134703442e-01	1.995261e-01	1.000000e+00	1.993384e-01	-1.199338e+00
2.051501384703442e-01	3.179749e-01	1.000000e+00	3.176757e-01	-1.317676e+00
2.071032634703442e-01	4.316410e-01	1.000000e+00	4.312349e-01	-1.431235e+00
2.090563884703442e-01	5.388149e-01	1.000000e+00	5.383079e-01	-1.538308e+00
2.110095134703442e-01	6.378844e-01	1.000000e+00	6.372842e-01	-1.637284e+00
2.129626384703442e-01	7.273597e-01	1.000000e+00	7.266753e-01	-1.726675e+00
2.149157634703442e-01	8.058947e-01	1.000000e+00	8.051364e-01	-1.805136e+00
2.168688884703442e-01	8.723083e-01	1.000000e+00	8.714875e-01	-1.871487e+00
2.188220134703442e-01	9.256016e-01	1.000000e+00	9.247307e-01	-1.924731e+00
2.207751384703442e-01	9.649730e-01	1.000000e+00	9.640650e-01	-1.964065e+00
2.227282634703442e-01	9.898303e-01	1.000000e+00	9.888989e-01	-1.988899e+00
2.246813884703442e-01	9.997996e-01	1.000000e+00	9.988589e-01	-1.998859e+00
2.266345134703442e-01	9.947310e-01	1.000000e+00	9.937950e-01	-1.993795e+00
2.285876384703442e-01	9.747007e-01	1.000000e+00	9.737836e-01	-1.973784e+00
2.305407634703442e-01	9.400101e-01	1.000000e+00	9.391256e-01	-1.939126e+00
2.324938884703442e-01	8.911808e-01	1.000000e+00	8.903422e-01	-1.890342e+00
2.344470134703442e-01	8.289473e-01	1.000000e+00	8.281673e-01	-1.828167e+00
2.364001384703442e-01	7.542456e-01	1.000000e+00	7.535359e-01	-1.753536e+00
2.383532634703442e-01	6.681995e-01	1.000000e+00	6.675707e-01	-1.667571e+00
2.403063884703442e-01	5.721030e-01	1.000000e+00	5.715647e-01	-1.571565e+00
2.422595134703442e-01	4.674015e-01	1.000000e+00	4.669617e-01	-1.466962e+00
2.442126384703442e-01	3.556698e-01	1.000000e+00	3.553351e-01	-1.355335e+00
2.461657634703442e-01	2.385886e-01	1.000000e+00	2.383641e-01	-1.238364e+00
2.481188884703442e-01	1.179187e-01	1.000000e+00	1.178078e-01	-1.117808e+00
2.500720134703442e-01	-4.524725e-03	1.000000e+00	-4.520467e-03	-9.954796e-01
2.520251384703442e-01	-1.269001e-01	1.000000e+00	-1.267807e-01	-8.732193e-01
2.539782634703442e-01	-2.473668e-01	1.000000e+00	-2.471341e-01	-7.528659e-01
2.559313884703442e-01	-3.641129e-01	1.000000e+00	-3.637703e-01	-6.362297e-01
2.578845134703442e-01	-4.753824e-01	1.000000e+00	-4.749351e-01	-5.250649e-01
2.598376384703442e-01	-5.795016e-01	1.000000e+00	-5.789564e-01	-4.210436e-01
2.608142009703442e-01	-6.283857e-01	1.000000e+00	-6.277944e-01	-3.722056e-01
2.617907634703442e-01	-6.749047e-01	1.000000e+00	-6.742697e-01	-3.257304e-01
2.627673259703442e-01	-7.188835e-01	1.000000e+00	-7.182070e-01	-2.817930e-01
2.637438884703442e-01	-7.601565e-01	1.000000e+00	-7.594413e-01	-2.405587e-01
2.647204509703442e-01	-7.985685e-01	1.000000e+00	-7.978171e-01	-2.021829e-01
2.656970134703442e-01	-8.339749e-01	1.000000e+00	-8.331902e-01	-1.668098e-01
2.666735759703442e-01	-8.662424e-01	1.000000e+00	-8.654273e-01	-1.345727e-01
2.676501384703442e-01	-8.952495e-01	1.000000e+00	-8.944072e-01	-1.055929e-01
2.686267009703442e-01	-9.208872e-01	1.000000e+00	-9.200207e-01	-7.997935e-02
2.696032634703442e-01	-9.430588e-01	1.000000e+00	-9.421714e-01	-5.782861e-02
2.705798259703442e-01	-9.616809e-01	1.000000e+00	-9.607760e-01	-3.922398e-02
2.715563884703442e-01	-9.766835e-01	1.000000e+00	-9.757645e-01	-2.423549e-02
2.725329509703442e-01	-9.880101e-01	1.000000e+00	-9.870805e-01	-1.291956e-02
2.735095134703442e-01	-9.956180e-01	1.000000e+00	-9.946812e-01	-5.318780e-03
2.744860759703442e-01	-9.994787e-01	1.000000e+00	-9.985383e-01	-1.461756e-03
2.754626384703442e-01	-9.995775e-01	1.000000e+00	-9.986370e-01	-1.363003e-03
2.764392009703442e-01	-9.959142e-01	1.000000e+00	-9.949771e-01	-5.022895e-03
2.774157634703442e-01	-9.885024e-01	1.000000e+00	-9.875723e-01	-1.242766e-02
2.783923259703442e-01	-9.773703e-01	1.000000e+00	-9.764506e-01	-2.354942e-02
2.793688884703442e-01	-9.625594e-01	1.000000e+00	-9.616537e-01	-3.834632e-02
2.803454509703442e-01	-9.441257e-01	1.000000e+00	-9.432373e-01	-5.676267e-02
2.813220134703442e-01	-9.221385e-01	1.000000e+00	-9.212708e-01	-7.872915e-02
2.822985759703442e-01	-8.966807e-01	1.000000e+00	-8.958369e-01	-1.041631e-01
2.832751384703442e-01	-8.678479e-01	1.000000e+00	-8.670313e-01	-1.329687e-01
2.842517009703442e-01	-8.357487e-01	1.000000e+00	-8.349622e-01	-1.650377e-01
2.852282634703442e-01	-8.005039e-01	1.000000e+00	-7.997507e-01	-2.002493e-01
