time	V(n002)	V(n001)	V(n003)	I(C1)	I(R1)	I(V2)	I(V1)
9.531970134703442e-01	-1.995261e-01	8.004739e-01	1.021654e+00	-2.209919e-01	-2.209919e-01	2.209919e-01	2.209919e-01
9.551501384703442e-01	-3.179749e-01	6.820251e-01	1.021106e+00	-3.387821e-01	-3.387821e-01	3.387821e-01	3.387821e-01
9.571032634703442e-01	-4.316410e-01	5.683590e-01	1.020334e+00	-4.515688e-01	-4.515688e-01	4.515688e-01	4.515688e-01
9.590563884703442e-01	-5.388149e-01	4.611851e-01	1.019347e+00	-5.576553e-01	-5.576553e-01	5.576553e-01	5.576553e-01
9.600329509703442e-01	-5.894589e-01	4.105411e-01	1.018778e+00	-6.076827e-01	-6.076827e-01	6.076827e-01	6.076827e-01
9.610095134703442e-01	-6.378844e-01	3.621156e-01	1.018162e+00	-6.554458e-01	-6.554458e-01	6.554458e-01	6.554458e-01
9.619860759703442e-01	-6.839091e-01	3.160909e-01	1.017499e+00	-7.007650e-01	-7.007650e-01	7.007650e-01	7.007650e-01
9.629626384703442e-01	-7.273597e-01	2.726403e-01	1.016794e+00	-7.434694e-01	-7.434694e-01	7.434694e-01	7.434694e-01
9.639392009703442e-01	-7.680726e-01	2.319274e-01	1.016049e+00	-7.833985e-01	-7.833985e-01	7.833985e-01	7.833985e-01
9.649157634703442e-01	-8.058947e-01	1.941053e-01	1.015266e+00	-8.204019e-01	-8.204019e-01	8.204019e-01	8.204019e-01
9.658923259703442e-01	-8.406836e-01	1.593164e-01	1.014448e+00	-8.543404e-01	-8.543404e-01	8.543404e-01	8.543404e-01
9.668688884703442e-01	-8.723083e-01	1.276917e-01	1.013598e+00	-8.850860e-01	-8.850860e-01	8.850860e-01	8.850860e-01
9.678454509703442e-01	-9.006499e-01	9.935012e-02	1.012721e+00	-9.125232e-01	-9.125232e-01	9.125232e-01	9.125232e-01
9.688220134703442e-01	-9.256016e-01	7.439839e-02	1.011818e+00	-9.365486e-01	-9.365486e-01	9.365486e-01	9.365486e-01
9.697985759703442e-01	-9.470696e-01	5.293041e-02	1.010893e+00	-9.570717e-01	-9.570717e-01	9.570717e-01	9.570717e-01
9.707751384703442e-01	-9.649730e-01	3.502700e-02	1.009950e+00	-9.740154e-01	-9.740154e-01	9.740154e-01	9.740154e-01
9.717517009703442e-01	-9.792445e-01	2.075552e-02	1.008993e+00	-9.873157e-01	-9.873157e-01	9.873157e-01	9.873157e-01
9.727282634703442e-01	-9.898303e-01	1.016970e-02	1.008024e+00	-9.969227e-01	-9.969227e-01	9.969227e-01	9.969227e-01
9.737048259703442e-01	-9.966906e-01	3.309377e-03	1.007047e+00	-1.002800e+00	-1.002800e+00	1.002800e+00	1.002800e+00
9.746813884703442e-01	-9.997996e-01	2.003725e-04	1.006067e+00	-1.004926e+00	-1.004926e+00	1.004926e+00	1.004926e+00
9.756579509703442e-01	-9.991456e-01	8.543876e-04	1.005086e+00	-1.003292e+00	-1.003292e+00	1.003292e+00	1.003292e+00
9.766345134703442e-01	-9.947310e-01	5.268961e-03	1.004109e+00	-9.979044e-01	-9.979044e-01	9.979044e-01	9.979044e-01
9.776110759703442e-01	-9.865725e-01	1.342748e-02	1.003139e+00	-9.887835e-01	-9.887835e-01	9.887835e-01	9.887835e-01
9.785876384703442e-01	-9.747007e-01	2.529923e-02	1.002180e+00	-9.759635e-01	-9.759635e-01	9.759635e-01	9.759635e-01
9.795642009703442e-01	-9.591604e-01	4.083954e-02	1.001235e+00	-9.594928e-01	-9.594928e-01	9.594928e-01	9.594928e-01
9.805407634703442e-01	-9.400101e-01	5.998991e-02	1.000308e+00	-9.394332e-01	-9.394332e-01	9.394332e-01	9.394332e-01
9.815173259703442e-01	-9.173217e-01	8.267827e-02	9.994017e-01	-9.158603e-01	-9.158603e-01	9.158603e-01	9.158603e-01
9.824938884703442e-01	-8.911808e-01	1.088192e-01	9.985205e-01	-8.888628e-01	-8.888628e-01	8.888628e-01	8.888628e-01
9.834704509703442e-01	-8.616856e-01	1.383144e-01	9.976673e-01	-8.585421e-01	-8.585421e-01	8.585421e-01	8.585421e-01
9.844470134703442e-01	-8.289473e-01	1.710527e-01	9.968452e-01	-8.250126e-01	-8.250126e-01	8.250126e-01	8.250126e-01
9.854235759703442e-01	-7.930890e-01	2.069110e-01	9.960575e-01	-7.884002e-01	-7.884002e-01	7.884002e-01	7.884002e-01
9.864001384703442e-01	-7.542456e-01	2.457543e-01	9.953068e-01	-7.488428e-01	-7.488428e-01	7.488428e-01	7.488428e-01
9.873767009703442e-01	-7.125635e-01	2.874365e-01	9.945962e-01	-7.064893e-01	-7.064893e-01	7.064893e-01	7.064893e-01
9.883532634703442e-01	-6.681995e-01	3.318005e-01	9.939283e-01	-6.614990e-01	-6.614990e-01	6.614990e-01	6.614990e-01
9.893298259703442e-01	-6.213205e-01	3.786795e-01	9.933054e-01	-6.140413e-01	-6.140413e-01	6.140413e-01	6.140413e-01
9.912829509703442e-01	-5.207322e-01	4.792678e-01	9.922043e-01	-5.124465e-01	-5.124465e-01	5.124465e-01	5.124465e-01
9.932360759703442e-01	-4.123116e-01	5.876884e-01	9.913093e-01	-4.032329e-01	-4.032329e-01	4.032329e-01	4.032329e-01
9.951892009703442e-01	-2.976894e-01	7.023106e-01	9.906336e-01	-2.880429e-01	-2.880429e-01	2.880429e-01	2.880429e-01
9.971423259703442e-01	-1.785897e-01	8.214102e-01	9.901872e-01	-1.686089e-01	-1.686089e-01	1.686089e-01	1.686089e-01
9.990954509703442e-01	-5.680390e-02	9.431961e-01	9.899756e-01	-4.672873e-02	-4.672873e-02	4.672873e-02	4.672873e-02
1.000000000000000e+00	-2.449294e-15	1.000000e+00	9.899452e-01	1.005481e-02	1.005481e-02	-1.005481e-02	-1.005481e-02
